link_row,start_lon,start_lat,end_lon,end_lat,mid_lon,mid_lat,highway_code,vol_base_case,capacity_base_case,freespeed_ms,length_m,degree,times_intervened,mean_abs_response,std_response
0,2.33869,48.85181,2.33847,48.85181,2.33858,48.85181,4,50.4,480.0,8.33,16.2,3,0,5.392,4.749
1,2.33874,48.85242,2.33872,48.85229,2.33873,48.85235,3,52.4,480.0,8.33,14.9,4,311,7.59,9.015
2,2.33872,48.85229,2.33874,48.85242,2.33873,48.85235,3,24.0,960.0,8.33,14.9,5,311,2.828,3.053
3,2.33994,48.852,2.33986,48.85181,2.3399,48.85191,4,59.7,960.0,8.33,22.3,6,0,4.678,5.751
4,2.33986,48.85181,2.33909,48.85152,2.33948,48.85167,4,66.7,480.0,8.33,64.9,5,0,4.851,5.667
5,2.34264,48.85031,2.34258,48.85032,2.34261,48.85031,4,47.5,480.0,8.33,8.3,6,0,5.923,6.278
6,2.34258,48.85032,2.33999,48.84995,2.34128,48.85013,4,47.5,480.0,8.33,194.8,5,0,5.923,6.278
7,2.34151,48.85112,2.34273,48.85065,2.34212,48.85089,5,2.0,240.0,5.56,103.4,3,0,0.054,0.083
8,2.33847,48.85181,2.3384,48.85172,2.33844,48.85177,3,128.3,480.0,8.33,10.8,2,311,9.05,10.805
9,2.33806,48.85065,2.33842,48.84991,2.33824,48.85028,4,32.7,480.0,8.33,87.1,4,0,5.027,6.088
10,2.33899,48.84992,2.33952,48.85097,2.33926,48.85044,4,0.0,480.0,8.33,123.2,3,0,0.121,0.329
11,2.33909,48.85152,2.33892,48.85173,2.33901,48.85163,4,46.8,480.0,8.33,27.2,4,0,4.562,4.641
12,2.33841,48.8498,2.33794,48.84984,2.33817,48.84982,4,25.3,480.0,8.33,34.9,4,0,8.664,6.153
13,2.33871,48.85003,2.33869,48.85181,2.3387,48.85092,4,18.4,480.0,8.33,198.0,4,0,2.795,3.206
14,2.34277,48.84843,2.34278,48.84845,2.34278,48.84844,4,49.2,480.0,8.33,8.3,3,0,4.086,5.088
15,2.34278,48.84845,2.34287,48.8486,2.34283,48.84852,4,49.2,480.0,8.33,18.5,4,0,4.086,5.088
16,2.34287,48.8486,2.34291,48.84867,2.34289,48.84864,4,48.4,480.0,8.33,8.3,4,0,4.196,5.113
17,2.33774,48.85273,2.33797,48.85374,2.33786,48.85323,5,6.0,240.0,5.56,114.8,3,0,0.292,0.519
18,2.29881,48.85059,2.29845,48.85048,2.29863,48.85054,4,6.2,480.0,8.33,29.7,2,0,1.538,1.847
19,2.29845,48.85048,2.29738,48.8503,2.29792,48.85039,4,3.6,480.0,8.33,81.0,4,0,1.398,1.709
20,2.29701,48.85069,2.29738,48.8503,2.2972,48.8505,4,1.5,480.0,8.33,51.5,2,0,0.508,0.493
21,2.30091,48.83296,2.30279,48.8354,2.30185,48.83418,4,13.1,480.0,8.33,304.0,2,0,3.84,5.08
22,2.30279,48.8354,2.30091,48.83296,2.30185,48.83418,4,26.1,480.0,8.33,304.0,3,0,5.384,5.086
23,2.33863,48.90186,2.33778,48.90115,2.33821,48.9015,4,3.1,600.0,4.17,99.8,2,0,0.143,0.276
24,2.33742,48.90115,2.3361,48.90193,2.33676,48.90154,4,0.0,600.0,8.33,130.4,2,0,0.0,0.0
25,2.3361,48.90193,2.33742,48.90115,2.33676,48.90154,4,0.0,600.0,8.33,130.4,2,0,0.109,0.252
26,2.33114,48.90106,2.33131,48.90103,2.33123,48.90105,4,1.0,480.0,8.33,12.8,2,0,0.025,0.168
27,2.33131,48.90103,2.33176,48.90107,2.33153,48.90105,4,1.0,480.0,8.33,33.7,4,0,0.025,0.168
28,2.22625,48.85362,2.22634,48.85308,2.2263,48.85335,2,36.7,800.0,13.89,60.2,3,318,2.557,3.481
29,2.35768,48.88047,2.3581,48.88127,2.35789,48.88087,2,121.5,800.0,8.33,94.2,2,312,9.86,11.943
30,2.3581,48.88127,2.35899,48.88278,2.35855,48.88203,2,131.5,800.0,8.33,180.8,2,312,10.11,11.991
31,2.3364,48.89898,2.33629,48.89915,2.33634,48.89906,3,16.2,480.0,8.33,21.5,4,326,5.684,5.626
32,2.33629,48.89915,2.3364,48.89898,2.33634,48.89906,3,8.2,480.0,8.33,21.5,2,326,1.142,1.328
33,2.33629,48.89915,2.33565,48.90022,2.33597,48.89968,3,10.7,480.0,8.33,127.9,2,326,4.574,4.547
34,2.33565,48.90022,2.33629,48.89915,2.33597,48.89968,3,14.6,480.0,8.33,127.9,4,326,1.458,1.619
35,2.33565,48.90022,2.33549,48.90049,2.33557,48.90036,3,10.7,480.0,8.33,31.9,3,326,4.571,4.543
36,2.33549,48.90049,2.33565,48.90022,2.33557,48.90036,3,14.6,480.0,8.33,31.9,2,326,1.477,1.617
37,2.29544,48.88259,2.29452,48.88219,2.29498,48.88239,4,0.0,480.0,8.33,81.2,3,0,0.0,0.0
38,2.29452,48.88219,2.29544,48.88259,2.29498,48.88239,4,0.0,480.0,8.33,81.2,2,0,0.0,0.0
39,2.29531,48.88305,2.29413,48.88254,2.29472,48.88279,4,0.0,480.0,4.17,104.3,2,0,0.0,0.0
40,2.29413,48.88254,2.29531,48.88305,2.29472,48.88279,4,0.0,480.0,4.17,104.3,3,0,0.0,0.0
41,2.29533,48.88374,2.29502,48.88395,2.29517,48.88385,5,3.1,240.0,2.78,32.4,2,0,1.299,1.722
42,2.29502,48.88395,2.29533,48.88374,2.29517,48.88385,5,4.6,240.0,2.78,32.4,5,0,1.593,2.121
43,2.29441,48.88441,2.29502,48.88395,2.29471,48.88419,4,11.5,480.0,8.33,68.1,4,0,3.324,3.971
44,2.30186,48.84796,2.30165,48.84802,2.30175,48.84799,2,46.9,800.0,8.33,16.5,5,351,3.814,4.674
45,2.2264,48.85286,2.22642,48.85327,2.22641,48.85306,1,94.8,1200.0,13.89,46.6,6,318,2.605,2.995
46,2.22642,48.85327,2.2264,48.85344,2.22641,48.85336,1,93.3,1200.0,13.89,19.1,6,318,2.316,2.949
47,2.2264,48.85344,2.22626,48.85379,2.22633,48.85361,1,94.8,1200.0,13.89,39.7,4,318,2.605,2.995
48,2.22623,48.85271,2.22641,48.85178,2.22632,48.85225,1,0.1,1500.0,13.89,104.5,2,0,0.338,0.546
49,2.34566,48.89642,2.34512,48.89623,2.34539,48.89632,4,0.0,480.0,8.33,45.0,4,0,0.0,0.0
50,2.34512,48.89623,2.34566,48.89642,2.34539,48.89632,4,0.0,480.0,8.33,45.0,5,0,0.0,0.0
51,2.29213,48.85041,2.29198,48.85022,2.29205,48.85031,4,55.3,480.0,8.33,24.0,4,0,4.966,4.922
52,2.29198,48.85022,2.29155,48.84972,2.29176,48.84997,4,59.3,480.0,8.33,63.6,4,0,5.21,5.804
53,2.29155,48.84972,2.29146,48.84962,2.29151,48.84967,4,68.4,480.0,8.33,12.6,3,0,4.816,5.652
54,2.29146,48.84962,2.29092,48.849,2.29119,48.84931,4,62.9,480.0,8.33,79.9,2,0,4.132,5.117
55,2.29092,48.849,2.29013,48.84811,2.29053,48.84855,4,66.4,480.0,8.33,115.0,4,0,3.574,4.458
56,2.29013,48.84811,2.28929,48.84716,2.28971,48.84763,4,61.2,480.0,8.33,121.8,3,0,3.994,4.136
57,2.28929,48.84716,2.28887,48.84669,2.28908,48.84693,4,55.2,480.0,8.33,60.5,2,0,3.882,4.081
58,2.28887,48.84669,2.28799,48.84565,2.28843,48.84617,4,62.3,480.0,8.33,133.2,2,0,4.48,5.003
59,2.30902,48.83833,2.30894,48.83838,2.30898,48.83836,4,1.0,480.0,8.33,8.7,2,0,0.0,0.0
60,2.30894,48.83838,2.30902,48.83833,2.30898,48.83836,4,1.0,480.0,8.33,26.7,2,0,0.0,0.0
61,2.39239,48.87918,2.39425,48.87949,2.39332,48.87933,4,5.6,480.0,8.33,140.7,4,0,0.624,0.391
62,2.38954,48.88206,2.39021,48.88216,2.38987,48.88211,4,0.0,480.0,8.33,50.8,7,0,0.0,0.0
63,2.39021,48.88216,2.38954,48.88206,2.38987,48.88211,4,0.0,480.0,8.33,50.8,6,0,0.0,0.0
64,2.38839,48.88185,2.38941,48.88204,2.3889,48.88194,4,0.0,480.0,8.33,77.8,4,0,0.0,0.0
65,2.38941,48.88204,2.38839,48.88185,2.3889,48.88194,4,0.0,480.0,8.33,77.8,6,0,0.0,0.0
66,2.39043,48.8826,2.39021,48.88216,2.39032,48.88238,4,0.0,480.0,8.33,50.3,3,0,0.0,0.0
67,2.39021,48.88216,2.39043,48.8826,2.39032,48.88238,4,0.0,480.0,8.33,50.3,3,0,0.0,0.0
68,2.39021,48.88216,2.39007,48.88189,2.39014,48.88203,4,0.0,480.0,8.33,32.3,6,0,0.0,0.0
69,2.39007,48.88189,2.39021,48.88216,2.39014,48.88203,4,0.0,480.0,8.33,32.3,4,0,0.0,0.0
70,2.31166,48.85088,2.31164,48.85072,2.31165,48.8508,3,31.6,480.0,8.33,17.8,3,308,3.03,3.81
71,2.31256,48.8877,2.3117,48.88836,2.31213,48.88803,4,28.3,480.0,8.33,103.5,3,0,6.335,5.285
72,2.41513,48.85196,2.41504,48.85243,2.41509,48.8522,0,94.1,1200.0,13.89,52.7,7,0,5.681,5.12
73,2.34066,48.88951,2.34181,48.88931,2.34123,48.88941,4,16.3,480.0,8.33,87.2,6,0,0.923,0.726
74,2.34181,48.88931,2.34249,48.88918,2.34215,48.88924,4,16.3,480.0,8.33,52.4,3,0,0.923,0.726
75,2.34249,48.88918,2.3438,48.88892,2.34315,48.88905,4,16.3,480.0,8.33,100.2,3,0,0.923,0.726
76,2.34069,48.88903,2.34066,48.88951,2.34067,48.88927,4,0.2,480.0,8.33,55.0,4,0,0.217,0.063
77,2.34066,48.88951,2.34069,48.88903,2.34067,48.88927,4,0.2,480.0,8.33,55.0,4,0,0.217,0.063
78,2.33261,48.89418,2.3301,48.89362,2.33136,48.8939,2,7.9,1600.0,8.33,194.6,3,326,1.761,2.272
79,2.3301,48.89362,2.33261,48.89418,2.33136,48.8939,2,12.2,800.0,8.33,194.6,4,326,2.961,3.479
80,2.3301,48.89362,2.32943,48.89347,2.32976,48.89355,2,16.3,1600.0,8.33,51.7,3,326,2.834,2.616
81,2.32943,48.89347,2.3301,48.89362,2.32976,48.89355,2,11.6,800.0,8.33,51.7,5,326,2.547,3.025
82,2.3765,48.83856,2.37637,48.83873,2.37644,48.83864,1,68.7,3600.0,8.33,20.8,4,351,3.503,4.443
83,2.37773,48.83745,2.3765,48.83856,2.37712,48.83801,1,70.4,2400.0,8.33,153.0,5,351,3.552,4.508
84,2.37233,48.84596,2.37261,48.84575,2.37247,48.84586,3,33.7,480.0,8.33,32.5,5,351,5.41,6.761
85,2.38993,48.8827,2.39221,48.88341,2.39107,48.88306,4,7.6,480.0,8.33,185.5,4,0,1.619,1.418
86,2.39287,48.88474,2.39303,48.88419,2.39295,48.88446,4,2.0,480.0,8.33,61.5,4,0,0.016,0.126
87,2.39303,48.88419,2.39287,48.88474,2.39295,48.88446,4,0.0,480.0,8.33,61.5,4,0,0.348,0.527
88,2.39318,48.88213,2.39286,48.88207,2.39302,48.8821,3,47.7,480.0,8.33,25.4,3,318,4.034,4.027
89,2.39318,48.88213,2.39338,48.88226,2.39328,48.88219,4,31.0,480.0,8.33,20.3,5,0,2.503,3.098
90,2.39338,48.88226,2.39318,48.88213,2.39328,48.88219,4,21.8,480.0,8.33,20.3,5,0,2.821,3.137
91,2.39338,48.88226,2.39495,48.88329,2.39416,48.88277,4,43.5,480.0,8.33,163.1,2,0,2.554,3.248
92,2.39495,48.88329,2.39338,48.88226,2.39416,48.88277,4,20.3,480.0,8.33,163.1,3,0,3.079,3.202
93,2.39326,48.88198,2.39352,48.88192,2.39339,48.88195,3,32.9,480.0,8.33,20.3,4,318,3.242,3.717
94,2.39352,48.88192,2.39326,48.88198,2.39339,48.88195,3,22.2,480.0,8.33,20.3,2,318,2.283,2.857
95,2.39352,48.88192,2.39669,48.88133,2.39511,48.88162,3,29.7,480.0,8.33,244.1,4,318,3.594,3.814
96,2.39669,48.88133,2.39352,48.88192,2.39511,48.88162,3,22.3,480.0,8.33,244.1,6,318,2.281,2.84
97,2.39948,48.8797,2.39959,48.87965,2.39953,48.87967,3,7.5,480.0,8.33,9.8,5,318,1.254,1.53
98,2.39959,48.87965,2.39948,48.8797,2.39953,48.87967,3,44.3,480.0,8.33,9.8,4,318,2.995,3.724
99,2.29013,48.88651,2.29007,48.88658,2.2901,48.88654,2,15.0,800.0,8.33,9.2,3,334,2.786,2.946
100,2.29007,48.88658,2.29013,48.88651,2.2901,48.88654,2,37.2,1600.0,8.33,9.2,3,334,14.996,18.803
101,2.30455,48.90462,2.3037,48.90448,2.30412,48.90455,4,0.0,600.0,8.33,64.6,3,0,0.0,0.0
102,2.3037,48.90448,2.30288,48.90412,2.30329,48.9043,4,0.0,600.0,8.33,74.4,4,0,0.0,0.0
103,2.3099,48.89887,2.30966,48.89914,2.30978,48.899,1,0.0,3000.0,13.89,34.0,3,0,0.755,1.242
104,2.30966,48.89914,2.3095,48.89931,2.30958,48.89922,1,0.0,3000.0,13.89,23.1,2,0,0.755,1.242
105,2.3095,48.89931,2.30925,48.89957,2.30938,48.89944,1,0.0,3000.0,13.89,34.5,4,0,0.755,1.242
106,2.30925,48.89957,2.30831,48.90059,2.30878,48.90009,1,0.0,3000.0,13.89,132.4,4,0,0.755,1.242
107,2.32829,48.89556,2.32981,48.89567,2.32905,48.89561,4,9.7,480.0,8.33,112.1,4,0,4.265,3.765
108,2.32981,48.89567,2.33105,48.89581,2.33043,48.89574,4,4.4,480.0,8.33,92.1,3,0,3.026,2.817
109,2.30831,48.90059,2.30805,48.9009,2.30818,48.90075,1,0.0,3000.0,13.89,39.3,4,0,0.755,1.242
110,2.32837,48.89577,2.32673,48.89584,2.32755,48.89581,4,4.5,480.0,8.33,120.2,3,0,2.223,2.456
111,2.32673,48.89584,2.32512,48.89648,2.32593,48.89616,4,33.9,480.0,8.33,138.6,6,0,1.991,2.644
112,2.2948,48.8861,2.29464,48.88628,2.29472,48.88619,4,0.0,0.0,0.0,22.3,6,0,0.0,0.0
113,2.35405,48.82211,2.35398,48.82161,2.35402,48.82186,4,0.0,480.0,8.33,56.8,5,0,0.0,0.0
114,2.35398,48.82161,2.35405,48.82211,2.35402,48.82186,4,0.0,480.0,8.33,56.8,3,0,0.0,0.0
115,2.35389,48.82214,2.35269,48.82215,2.35329,48.82215,4,3.4,480.0,8.33,88.2,3,0,0.932,0.95
116,2.30441,48.90226,2.30527,48.90116,2.30484,48.90171,1,0.0,4500.0,13.89,138.2,4,0,0.0,0.0
117,2.35269,48.82215,2.35389,48.82214,2.35329,48.82215,4,17.0,480.0,8.33,88.2,4,0,2.729,2.745
118,2.34949,48.88446,2.34952,48.88528,2.3495,48.88487,1,145.8,2400.0,8.33,90.1,4,326,14.796,17.37
119,2.34952,48.88528,2.34949,48.88446,2.3495,48.88487,1,244.8,2400.0,8.33,90.1,3,326,15.394,17.979
120,2.34952,48.88528,2.34952,48.88552,2.34952,48.8854,1,159.5,2400.0,8.33,27.2,4,326,14.226,16.546
121,2.34952,48.88552,2.34952,48.88528,2.34952,48.8854,1,244.5,2400.0,8.33,27.2,4,326,15.475,18.091
122,2.35406,48.82224,2.35391,48.82222,2.35398,48.82223,4,3.4,480.0,8.33,12.3,6,0,1.642,1.419
123,2.29369,48.8854,2.29364,48.88568,2.29366,48.88554,4,2.3,480.0,8.33,31.6,4,0,1.929,2.131
124,2.35229,48.88057,2.35261,48.88067,2.35245,48.88062,4,1.3,480.0,8.33,27.6,3,0,0.359,0.266
125,2.31026,48.90535,2.31057,48.9051,2.31041,48.90522,2,0.0,1000.0,8.33,35.3,3,0,0.0,0.0
126,2.25513,48.83498,2.25523,48.8351,2.25518,48.83504,2,190.4,1600.0,8.33,15.2,3,318,8.639,11.579
127,2.25523,48.8351,2.25513,48.83498,2.25518,48.83504,2,82.2,1600.0,8.33,15.2,6,318,2.47,2.864
128,2.25597,48.83649,2.25577,48.83585,2.25587,48.83617,2,78.3,1600.0,8.33,72.2,6,318,2.377,2.856
129,2.33776,48.8809,2.33733,48.88002,2.33754,48.88046,4,21.4,480.0,8.33,103.0,5,0,8.885,6.116
130,2.33733,48.88002,2.33703,48.87938,2.33718,48.8797,4,24.4,480.0,8.33,74.0,4,0,9.19,6.175
131,2.30058,48.89273,2.29951,48.89354,2.30004,48.89314,2,11.1,3000.0,13.89,119.1,4,0,23.317,30.988
132,2.34207,48.80058,2.34202,48.80289,2.34205,48.80173,-1,0.0,6000.0,19.44,257.1,4,0,10.35,15.427
133,2.34185,48.80068,2.34199,48.80012,2.34192,48.8004,-1,0.0,6000.0,25.0,63.2,4,0,17.371,25.645
134,2.34224,48.80002,2.34207,48.80058,2.34216,48.8003,-1,0.0,6000.0,19.44,63.4,6,0,10.35,15.427
135,2.29933,48.89352,2.29942,48.89347,2.29937,48.8935,2,10.2,1000.0,8.33,8.3,2,0,21.471,28.421
136,2.25516,48.83666,2.25597,48.83649,2.25556,48.83657,1,158.3,3600.0,8.33,62.6,2,318,9.232,11.16
137,2.25503,48.83812,2.25483,48.83835,2.25493,48.83824,0,317.0,3600.0,8.33,29.3,4,0,4.384,5.192
138,2.25528,48.83759,2.25491,48.83802,2.25509,48.8378,0,330.0,1200.0,8.33,54.8,3,0,4.102,4.902
139,2.25516,48.83666,2.25564,48.83667,2.2554,48.83667,0,168.9,1200.0,8.33,35.0,5,0,3.47,3.847
140,2.25424,48.83801,2.25395,48.83711,2.25409,48.83756,1,226.3,4800.0,8.33,102.2,3,318,3.501,3.741
141,2.25648,48.83661,2.25618,48.83681,2.25633,48.83672,1,208.4,4800.0,8.33,31.5,6,318,2.059,2.534
142,2.25609,48.8361,2.25632,48.83634,2.2562,48.83622,2,179.4,2400.0,8.33,31.4,5,318,0.43,0.24
143,2.25655,48.83716,2.25647,48.83706,2.25651,48.83711,1,35.2,4800.0,8.33,12.3,4,318,2.676,2.632
144,2.25648,48.83661,2.25662,48.83702,2.25655,48.83682,1,46.5,4800.0,8.33,47.1,3,318,4.251,5.111
145,2.25992,48.83484,2.26151,48.8347,2.26071,48.83477,1,110.9,3600.0,8.33,117.5,6,318,1.139,1.473
146,2.26151,48.8347,2.26193,48.83467,2.26172,48.83469,1,4.7,3600.0,8.33,31.0,5,318,6.623,8.753
147,2.26193,48.83467,2.26202,48.83466,2.26197,48.83466,1,3.5,3600.0,8.33,8.3,7,318,0.979,1.211
148,2.25647,48.83706,2.25618,48.83681,2.25633,48.83694,1,35.2,3600.0,8.33,34.8,7,318,2.658,2.616
149,2.28895,48.88066,2.28792,48.8801,2.28843,48.88038,2,22.0,800.0,8.33,97.8,7,334,4.713,5.943
150,2.25689,48.83633,2.2568,48.83639,2.25685,48.83636,1,85.0,3600.0,8.33,8.8,5,318,5.883,5.049
151,2.25705,48.83583,2.2585,48.83526,2.25778,48.83554,1,157.1,3600.0,8.33,124.1,5,318,5.634,6.499
152,2.25632,48.83634,2.25655,48.83619,2.25643,48.83627,1,134.6,2400.0,8.33,23.4,6,318,5.989,7.032
153,2.25655,48.83619,2.25705,48.83583,2.2568,48.83601,1,151.9,2400.0,8.33,54.8,3,318,5.458,6.333
154,2.25446,48.83674,2.25516,48.83666,2.25481,48.8367,1,327.3,4800.0,8.33,52.0,2,318,7.071,8.036
155,2.34021,48.89309,2.34008,48.89268,2.34015,48.89289,4,28.7,480.0,8.33,46.5,3,0,2.237,2.691
156,2.43965,48.86054,2.43972,48.86063,2.43968,48.86058,3,0.0,600.0,6.94,11.0,4,0,0.0,0.0
157,2.34136,48.89577,2.34075,48.89482,2.34106,48.8953,4,31.4,480.0,8.33,114.7,4,0,2.344,2.841
158,2.32356,48.83937,2.32372,48.83939,2.32364,48.83938,5,0.0,240.0,5.56,11.9,5,0,0.0,0.0
159,2.32372,48.83939,2.32356,48.83937,2.32364,48.83938,5,0.0,240.0,5.56,11.9,5,0,0.0,0.0
160,2.27505,48.84872,2.27575,48.8485,2.2754,48.84861,4,7.4,480.0,8.33,57.2,3,0,2.233,0.457
161,2.27575,48.8485,2.27505,48.84872,2.2754,48.84861,4,5.7,480.0,8.33,57.2,4,0,1.229,0.971
162,2.33954,48.89575,2.33889,48.89561,2.33922,48.89568,4,13.3,480.0,8.33,50.5,4,0,2.288,2.813
163,2.33889,48.89561,2.33954,48.89575,2.33922,48.89568,4,3.4,480.0,8.33,50.5,4,0,1.732,2.206
164,2.33889,48.89561,2.3386,48.89555,2.33874,48.89558,4,13.3,480.0,8.33,22.7,4,0,2.288,2.813
165,2.3386,48.89555,2.33889,48.89561,2.33874,48.89558,4,3.4,480.0,8.33,22.7,4,0,1.732,2.206
166,2.3386,48.89555,2.33758,48.89532,2.33809,48.89543,4,14.7,480.0,8.33,78.9,4,0,2.436,2.821
167,2.33758,48.89532,2.3386,48.89555,2.33809,48.89543,4,4.7,480.0,8.33,78.9,5,0,2.286,2.51
168,2.38825,48.88066,2.38852,48.88167,2.38839,48.88116,4,3.2,480.0,8.33,118.1,7,0,0.697,0.58
169,2.29577,48.88647,2.29542,48.88634,2.2956,48.8864,1,10.9,1200.0,8.33,28.9,6,334,2.276,2.452
170,2.29542,48.88634,2.29577,48.88647,2.2956,48.8864,1,3.2,1200.0,8.33,28.9,8,334,2.167,2.131
171,2.29339,48.88543,2.2929,48.88513,2.29314,48.88528,4,1.0,480.0,8.33,48.8,7,0,0.0,0.0
172,2.2929,48.88513,2.29339,48.88543,2.29314,48.88528,4,1.0,480.0,8.33,48.8,7,0,0.0,0.0
173,2.2836,48.87716,2.27816,48.8741,2.28088,48.87563,-1,0.0,0.0,0.0,534.3,4,0,0.0,0.0
174,2.27816,48.8741,2.2836,48.87716,2.28088,48.87563,-1,0.0,0.0,0.0,534.3,5,0,0.0,0.0
175,2.27816,48.8741,2.27582,48.87135,2.27699,48.87272,-1,0.0,0.0,0.0,350.6,4,0,0.0,0.0
176,2.27582,48.87135,2.27816,48.8741,2.27699,48.87272,-1,0.0,0.0,0.0,350.6,6,0,0.0,0.0
177,2.28446,48.87783,2.29049,48.88126,2.28747,48.87955,-1,0.0,0.0,0.0,584.9,3,0,0.0,0.0
178,2.29049,48.88126,2.28446,48.87783,2.28747,48.87955,-1,0.0,0.0,0.0,584.9,8,0,0.0,0.0
179,2.29049,48.88126,2.29637,48.88448,2.29343,48.88287,-1,0.0,0.0,0.0,560.8,7,0,0.0,0.0
180,2.29637,48.88448,2.29049,48.88126,2.29343,48.88287,-1,0.0,0.0,0.0,560.8,8,0,0.0,0.0
181,2.29637,48.88448,2.30162,48.88768,2.299,48.88609,-1,0.0,0.0,0.0,541.5,5,0,0.0,0.0
182,2.30162,48.88768,2.29637,48.88448,2.299,48.88609,-1,0.0,0.0,0.0,541.5,5,0,0.0,0.0
183,2.30162,48.88768,2.30229,48.88868,2.30195,48.88818,-1,0.0,0.0,0.0,120.6,4,0,0.0,0.0
184,2.30229,48.88868,2.30162,48.88768,2.30195,48.88818,-1,0.0,0.0,0.0,120.6,6,0,0.0,0.0
185,2.28793,48.88003,2.2836,48.87716,2.28577,48.87859,-1,0.0,0.0,0.0,455.0,6,0,0.0,0.0
186,2.2836,48.87716,2.28793,48.88003,2.28577,48.87859,-1,0.0,0.0,0.0,455.0,5,0,0.0,0.0
187,2.29329,48.88477,2.29381,48.88505,2.29355,48.88491,4,1.0,480.0,8.33,49.5,5,0,0.104,0.271
188,2.29381,48.88505,2.29329,48.88477,2.29355,48.88491,4,1.0,480.0,8.33,49.5,4,0,0.104,0.271
189,2.36886,48.85712,2.3692,48.85593,2.36903,48.85652,4,39.7,480.0,8.33,134.9,5,0,5.984,6.516
190,2.39702,48.81895,2.39692,48.81894,2.39697,48.81895,2,0.0,2000.0,8.33,8.3,6,0,0.195,0.509
191,2.34776,48.85469,2.34739,48.85407,2.34757,48.85438,2,137.4,800.0,8.33,74.5,4,307,16.604,14.866
192,2.34739,48.85407,2.34718,48.85371,2.34728,48.85389,2,140.4,800.0,8.33,42.2,3,307,16.604,14.866
193,2.33636,48.89363,2.33678,48.89421,2.33657,48.89392,3,40.7,960.0,8.33,71.1,3,326,8.032,9.776
194,2.33678,48.89421,2.33636,48.89363,2.33657,48.89392,3,75.9,480.0,8.33,71.1,2,326,7.335,8.63
195,2.33678,48.89421,2.33758,48.89532,2.33718,48.89476,3,41.5,960.0,8.33,136.8,2,326,8.652,10.144
196,2.33758,48.89532,2.33678,48.89421,2.33718,48.89476,3,76.8,480.0,8.33,136.8,2,326,7.504,8.998
197,2.33758,48.89532,2.33846,48.89667,2.33802,48.896,3,47.7,480.0,8.33,163.9,2,326,8.293,10.289
198,2.33846,48.89667,2.33758,48.89532,2.33802,48.896,3,68.2,480.0,8.33,163.9,2,326,6.337,7.674
199,2.33496,48.89166,2.33513,48.89187,2.33505,48.89177,3,42.5,480.0,8.33,25.8,4,326,7.141,9.326
200,2.33513,48.89187,2.33496,48.89166,2.33505,48.89177,3,79.0,480.0,8.33,25.8,4,326,8.145,9.625
201,2.33513,48.89187,2.33636,48.89363,2.33574,48.89275,3,39.9,480.0,8.33,215.7,4,326,7.188,9.237
202,2.33636,48.89363,2.33513,48.89187,2.33574,48.89275,3,82.9,480.0,8.33,215.7,2,326,8.304,9.754
203,2.35199,48.87636,2.35218,48.87699,2.35208,48.87667,4,1.4,480.0,8.33,71.7,4,0,0.619,0.277
204,2.40628,48.83541,2.40547,48.83491,2.40588,48.83516,1,89.8,2400.0,13.89,81.2,4,351,5.072,5.187
205,2.40547,48.83491,2.40443,48.83429,2.40495,48.8346,1,83.9,2400.0,13.89,103.1,2,351,3.585,3.944
206,2.41992,48.82342,2.4175,48.82268,2.41871,48.82305,2,0.0,2000.0,8.33,196.9,5,0,0.0,0.0
207,2.4175,48.82268,2.41678,48.82243,2.41714,48.82256,2,0.0,2000.0,8.33,59.7,6,0,0.0,0.0
208,2.41678,48.82243,2.41538,48.82193,2.41608,48.82218,2,0.0,2000.0,8.33,117.0,5,0,0.0,0.0
209,2.24451,48.87641,2.24426,48.87636,2.24438,48.87639,4,0.0,600.0,5.56,19.2,5,0,0.0,0.0
210,2.40881,48.82467,2.40792,48.82524,2.40836,48.82496,1,0.0,1500.0,8.33,90.8,4,0,0.0,0.0
211,2.40881,48.82467,2.40991,48.82397,2.40936,48.82432,1,0.0,1500.0,8.33,113.0,3,0,0.0,0.0
212,2.40991,48.82397,2.40881,48.82467,2.40936,48.82432,1,0.0,1500.0,8.33,113.0,3,0,0.0,0.0
213,2.40991,48.82397,2.41131,48.82306,2.41061,48.82351,1,0.0,1500.0,8.33,144.0,4,0,0.0,0.0
214,2.41131,48.82306,2.40991,48.82397,2.41061,48.82351,1,0.0,1500.0,8.33,144.0,3,0,0.0,0.0
215,2.41261,48.82223,2.41131,48.82306,2.41196,48.82264,1,0.0,1500.0,8.33,132.3,4,0,0.0,0.0
216,2.40735,48.82561,2.40776,48.82535,2.40755,48.82548,1,0.0,1500.0,8.33,42.2,5,0,0.0,0.0
217,2.40776,48.82535,2.40735,48.82561,2.40755,48.82548,1,0.0,1500.0,8.33,42.2,2,0,0.0,0.0
218,2.40776,48.82535,2.40792,48.82524,2.40784,48.82529,1,0.0,1500.0,8.33,16.6,6,0,0.0,0.0
219,2.40792,48.82524,2.40776,48.82535,2.40784,48.82529,1,0.0,1500.0,8.33,16.6,7,0,0.0,0.0
220,2.32584,48.89721,2.32718,48.89657,2.32651,48.89689,4,19.5,480.0,8.33,121.3,7,0,4.964,4.736
221,2.30582,48.85447,2.30554,48.85464,2.30568,48.85456,2,65.3,3200.0,8.33,28.6,5,308,3.952,4.066
222,2.3392,48.87675,2.33937,48.87731,2.33928,48.87703,5,18.4,240.0,5.56,62.4,5,0,2.409,3.039
