link_row,start_lon,start_lat,end_lon,end_lat,mid_lon,mid_lat,highway_code,vol_base_case,capacity_base_case,freespeed_ms,length_m,degree,times_intervened,mean_abs_response,std_response
20607,2.30248,48.84778,2.30259,48.84845,2.30253,48.84811,4,1.3,480.0,8.33,103.9,6,0,0.92,1.111
20608,2.39239,48.84247,2.39219,48.84263,2.39229,48.84255,-1,0.0,0.0,0.0,23.0,4,0,0.0,0.0
20609,2.39219,48.84263,2.39239,48.84247,2.39229,48.84255,-1,0.0,0.0,0.0,23.0,4,0,0.0,0.0
20610,2.39219,48.84263,2.39212,48.84269,2.39215,48.84266,-1,0.0,0.0,0.0,13.9,2,0,0.0,0.0
20611,2.39212,48.84269,2.39219,48.84263,2.39215,48.84266,-1,0.0,0.0,0.0,13.9,3,0,0.0,0.0
20612,2.31331,48.83452,2.31238,48.83399,2.31284,48.83426,4,0.0,480.0,8.33,103.7,4,0,0.0,0.0
20613,2.31238,48.83399,2.31331,48.83452,2.31284,48.83426,4,0.0,480.0,8.33,103.7,5,0,0.0,0.0
20614,2.40614,48.84778,2.40484,48.84789,2.40549,48.84784,4,13.6,480.0,8.33,96.3,2,0,1.562,1.936
20615,2.40643,48.84772,2.40627,48.84775,2.40635,48.84774,4,13.6,480.0,8.33,12.3,3,0,1.476,1.885
20616,2.40627,48.84775,2.40614,48.84778,2.40621,48.84777,4,13.6,480.0,8.33,10.1,3,0,1.562,1.936
20617,2.36183,48.83301,2.36195,48.83277,2.36189,48.83289,4,36.2,480.0,8.33,29.5,3,0,5.444,3.208
20618,2.36195,48.83277,2.36204,48.83269,2.36199,48.83273,4,36.2,480.0,8.33,11.1,2,0,5.444,3.208
20619,2.36183,48.83301,2.36166,48.83325,2.36174,48.83313,4,22.6,480.0,8.33,29.1,3,0,2.156,2.449
20620,2.36166,48.83325,2.36183,48.83301,2.36174,48.83313,4,35.3,480.0,8.33,29.1,3,0,4.65,3.008
20621,2.39465,48.83624,2.3942,48.83589,2.39442,48.83606,4,11.3,480.0,8.33,50.7,4,0,3.789,1.684
20622,2.39041,48.86781,2.39058,48.8675,2.39049,48.86766,4,36.7,480.0,8.33,36.2,3,0,2.462,3.004
20623,2.39058,48.8675,2.39068,48.86732,2.39063,48.86741,4,36.7,480.0,8.33,21.8,3,0,2.462,3.004
20624,2.39068,48.86732,2.3917,48.86657,2.39119,48.86694,4,25.7,480.0,8.33,112.3,2,0,2.554,3.185
20625,2.35583,48.84158,2.35502,48.84365,2.35542,48.84262,3,58.9,480.0,8.33,237.5,2,333,3.449,4.312
20626,2.35502,48.84365,2.35583,48.84158,2.35542,48.84262,3,17.2,480.0,8.33,237.5,6,333,4.231,2.755
20627,2.35502,48.84365,2.35499,48.84368,2.355,48.84367,3,28.4,480.0,8.33,8.3,4,333,2.712,3.175
20628,2.35499,48.84368,2.35502,48.84365,2.355,48.84367,3,19.2,480.0,8.33,8.3,3,333,4.983,2.851
20629,2.39041,48.86781,2.38963,48.86866,2.39002,48.86824,4,17.8,480.0,8.33,113.0,3,0,3.693,3.782
20630,2.38963,48.86866,2.39041,48.86781,2.39002,48.86824,4,19.5,480.0,8.33,113.0,2,0,2.955,3.02
20631,2.3559,48.83067,2.35661,48.82833,2.35625,48.8295,1,87.1,2400.0,8.33,265.7,2,332,8.139,7.162
20632,2.35661,48.82833,2.3559,48.83067,2.35625,48.8295,1,79.4,2400.0,8.33,265.7,2,332,7.009,7.803
20633,2.35661,48.82833,2.35688,48.82743,2.35675,48.82788,1,92.2,2400.0,8.33,101.5,5,332,8.537,7.417
20634,2.35688,48.82743,2.35661,48.82833,2.35675,48.82788,1,78.3,2400.0,8.33,101.5,3,332,6.53,8.33
20635,2.36552,48.84368,2.36613,48.84327,2.36583,48.84348,1,92.5,1200.0,8.33,64.2,2,332,10.102,11.949
20636,2.36613,48.84327,2.36552,48.84368,2.36583,48.84348,1,7.7,1200.0,8.33,64.2,5,332,4.234,4.502
20637,2.39221,48.83495,2.3928,48.83528,2.3925,48.83511,4,13.8,480.0,8.33,56.7,6,0,2.795,3.329
20638,2.26726,48.86139,2.26769,48.8618,2.26748,48.8616,1,37.3,2400.0,13.89,55.2,2,318,7.297,8.923
20639,2.39465,48.83624,2.39318,48.83662,2.39391,48.83643,4,5.8,480.0,8.33,116.1,4,0,2.369,2.714
20640,2.39318,48.83662,2.39153,48.83696,2.39236,48.83679,4,7.7,480.0,8.33,128.9,4,0,2.37,2.84
20641,2.29999,48.85051,2.30112,48.8499,2.30055,48.8502,4,5.9,480.0,8.33,109.9,4,0,2.276,2.837
20642,2.29638,48.85203,2.29707,48.8515,2.29673,48.85176,4,0.7,480.0,8.33,77.9,5,0,0.861,0.812
20643,2.29881,48.85059,2.29743,48.85161,2.29812,48.8511,4,3.0,480.0,8.33,151.5,5,0,1.583,0.961
20644,2.40899,48.83606,2.40937,48.83687,2.40918,48.83646,4,1.5,480.0,8.33,97.4,4,0,1.125,0.807
20645,2.40081,48.83466,2.40146,48.83399,2.40114,48.83432,4,67.6,480.0,8.33,89.3,2,0,4.902,4.538
20646,2.39988,48.83999,2.39993,48.83974,2.3999,48.83987,4,8.6,480.0,8.33,27.5,3,0,2.661,2.235
20647,2.29919,48.85228,2.29979,48.85268,2.29949,48.85248,4,2.6,480.0,8.33,62.8,3,0,0.568,0.542
20648,2.29738,48.85343,2.29708,48.85301,2.29723,48.85322,4,12.0,480.0,8.33,51.1,4,0,2.615,2.336
20649,2.26743,48.86271,2.26782,48.8623,2.26763,48.86251,2,69.5,1600.0,8.33,54.6,3,318,6.907,4.891
20650,2.28384,48.84729,2.28427,48.84711,2.28406,48.8472,4,1.0,480.0,8.33,36.9,3,0,0.9,0.271
20651,2.28427,48.84711,2.28384,48.84729,2.28406,48.8472,4,1.0,480.0,8.33,36.9,2,0,0.9,0.271
20652,2.30953,48.84579,2.31049,48.84602,2.31001,48.84591,4,1.9,480.0,8.33,74.9,3,0,0.809,0.721
20653,2.31049,48.84602,2.3111,48.84617,2.3108,48.8461,4,5.8,480.0,8.33,47.2,3,0,2.061,2.563
20654,2.37051,48.81302,2.37045,48.81309,2.37048,48.81306,1,0.0,1500.0,22.22,22.2,4,0,0.0,0.0
20655,2.31003,48.84561,2.30968,48.84571,2.30985,48.84566,2,46.0,800.0,8.33,28.1,2,351,4.316,4.593
20656,2.3104,48.8455,2.31003,48.84561,2.31022,48.84556,2,46.0,800.0,8.33,29.9,3,351,4.316,4.593
20657,2.30936,48.84579,2.30874,48.84596,2.30905,48.84587,2,20.0,800.0,8.33,49.3,4,351,2.49,3.11
20658,2.36026,48.87399,2.35861,48.87431,2.35944,48.87415,4,1.5,480.0,8.33,129.3,6,0,0.459,0.083
20659,2.36037,48.87366,2.36024,48.87319,2.3603,48.87343,5,6.0,240.0,5.56,53.5,2,0,0.0,0.0
20660,2.37419,48.84586,2.37581,48.84606,2.375,48.84596,4,0.5,480.0,8.33,185.1,2,0,1.898,2.608
20661,2.37581,48.84606,2.3758,48.84609,2.3758,48.84608,4,0.5,480.0,8.33,8.3,2,0,1.898,2.608
20662,2.30087,48.88179,2.30052,48.88174,2.3007,48.88176,9,2.4,480.0,8.33,26.3,2,0,1.177,1.458
20663,2.31155,48.84454,2.3118,48.84534,2.31168,48.84494,3,35.4,480.0,8.33,95.0,2,351,3.586,4.427
20664,2.29552,48.88127,2.29621,48.88127,2.29586,48.88127,4,0.0,480.0,8.33,50.3,4,0,0.0,0.0
20665,2.29621,48.88127,2.29552,48.88127,2.29586,48.88127,4,0.0,480.0,8.33,50.3,3,0,0.0,0.0
20666,2.2689,48.86348,2.2698,48.86452,2.26935,48.864,1,19.1,2400.0,13.89,132.3,2,318,3.202,2.643
20667,2.2698,48.86452,2.2689,48.86348,2.26935,48.864,1,52.9,2400.0,13.89,132.3,2,318,4.822,5.145
20668,2.2698,48.86452,2.27041,48.86522,2.2701,48.86487,1,20.1,2400.0,13.89,89.8,2,318,3.069,2.709
20669,2.27041,48.86522,2.2698,48.86452,2.2701,48.86487,1,35.5,2400.0,13.89,89.8,3,318,2.95,3.011
20670,2.26198,48.862,2.26372,48.86244,2.26285,48.86222,9,0.0,480.0,8.33,137.1,4,0,0.0,0.0
20671,2.26372,48.86244,2.26198,48.862,2.26285,48.86222,9,0.0,480.0,8.33,137.1,5,0,0.0,0.0
20672,2.31144,48.85386,2.31168,48.85336,2.31156,48.85361,3,0.7,480.0,8.33,59.3,4,308,0.789,1.01
20673,2.31168,48.85336,2.31195,48.85323,2.31182,48.85329,3,2.3,480.0,8.33,24.9,4,308,1.486,1.559
20674,2.31195,48.85323,2.3127,48.8532,2.31232,48.85321,3,0.2,480.0,8.33,56.4,2,308,0.527,0.713
20675,2.3127,48.8532,2.31299,48.85331,2.31285,48.85325,3,9.4,480.0,8.33,25.2,2,308,2.487,2.484
20676,2.31299,48.85331,2.31333,48.85376,2.31316,48.85353,3,11.0,480.0,8.33,58.3,2,308,2.716,2.426
20677,2.33244,48.88368,2.33207,48.8828,2.33226,48.88324,3,46.7,480.0,8.33,100.9,7,327,6.945,7.139
20678,2.33207,48.8828,2.33181,48.88216,2.33194,48.88248,3,47.4,480.0,8.33,74.7,6,327,7.447,7.412
20679,2.33181,48.88216,2.33162,48.88152,2.33171,48.88184,3,82.8,480.0,8.33,72.6,5,327,6.395,7.676
20680,2.33162,48.88152,2.33156,48.88121,2.33159,48.88136,3,38.8,480.0,8.33,34.4,6,327,5.946,6.584
20681,2.33156,48.88121,2.33152,48.88099,2.33154,48.8811,3,44.0,480.0,8.33,24.0,4,327,5.965,6.59
20682,2.33223,48.88379,2.33266,48.88367,2.33244,48.88372,7,0.0,0.0,0.0,34.4,5,0,0.0,0.0
20683,2.26843,48.86318,2.26801,48.86263,2.26822,48.8629,1,37.8,4800.0,13.89,69.2,4,318,2.614,3.204
20684,2.2689,48.86348,2.26861,48.86333,2.26876,48.86341,1,53.2,3600.0,8.33,27.3,5,318,7.573,8.449
20685,2.29792,48.88492,2.29787,48.8851,2.2979,48.88501,2,110.6,3200.0,8.33,20.6,4,334,12.893,12.871
20686,2.36893,48.8295,2.36918,48.82965,2.36906,48.82957,4,12.6,480.0,8.33,24.8,4,0,1.902,1.853
20687,2.36738,48.83457,2.36966,48.83328,2.36852,48.83392,4,19.3,480.0,8.33,221.2,2,0,2.216,2.662
20688,2.36966,48.83328,2.37013,48.83305,2.36989,48.83317,4,23.4,480.0,8.33,42.4,2,0,2.483,3.016
20689,2.37013,48.83305,2.37099,48.83263,2.37056,48.83284,4,23.4,480.0,8.33,78.9,2,0,2.483,3.016
20690,2.36764,48.83216,2.3651,48.83382,2.36637,48.833,4,27.4,480.0,8.33,263.1,2,0,2.379,2.97
20691,2.34766,48.82878,2.34731,48.82994,2.34748,48.82936,4,2.0,480.0,8.33,174.2,3,0,0.028,0.063
20692,2.23881,48.86354,2.23902,48.86348,2.23892,48.86351,1,50.0,1200.0,13.89,17.1,3,318,1.006,1.335
20693,2.23905,48.86327,2.2394,48.86348,2.23923,48.86338,1,20.8,1200.0,13.89,35.3,2,318,1.199,1.051
20694,2.31481,48.87526,2.3158,48.87531,2.3153,48.87529,1,83.1,3600.0,8.33,73.1,2,333,7.692,8.676
20695,2.3158,48.87531,2.31481,48.87526,2.3153,48.87529,1,76.7,3600.0,8.33,73.1,4,333,11.065,13.27
20696,2.28615,48.8845,2.28844,48.88591,2.2873,48.8852,0,1019.5,6400.0,19.44,229.2,3,0,16.534,17.959
20697,2.2994,48.89716,2.29851,48.89676,2.29896,48.89696,3,0.0,600.0,6.94,78.6,5,0,0.003,0.055
20698,2.29851,48.89676,2.2994,48.89716,2.29896,48.89696,3,0.9,600.0,6.94,78.6,3,0,2.187,2.738
20699,2.29944,48.89717,2.2994,48.89716,2.29942,48.89716,3,0.0,600.0,6.94,6.9,3,0,0.003,0.055
20700,2.2994,48.89716,2.29944,48.89717,2.29942,48.89716,3,0.9,600.0,6.94,6.9,2,0,2.187,2.738
20701,2.40002,48.84615,2.39975,48.84615,2.39988,48.84615,4,0.0,480.0,4.17,19.8,2,0,0.0,0.0
20702,2.39975,48.84615,2.40002,48.84615,2.39988,48.84615,4,0.0,480.0,4.17,19.8,2,0,0.0,0.0
20703,2.31142,48.84883,2.31219,48.84879,2.31181,48.84881,4,2.4,480.0,8.33,56.8,3,0,1.338,1.556
20704,2.31219,48.84879,2.31271,48.84887,2.31245,48.84883,4,1.5,480.0,8.33,39.3,3,0,2.094,1.584
20705,2.35954,48.81888,2.35961,48.81864,2.35957,48.81876,1,188.8,3600.0,8.33,27.2,6,332,5.734,6.454
20706,2.35961,48.81864,2.35954,48.81888,2.35957,48.81876,1,176.0,3600.0,8.33,27.2,3,332,10.84,13.396
20707,2.31539,48.82216,2.31708,48.82182,2.31624,48.82199,0,238.7,1200.0,8.33,129.6,4,0,30.772,33.548
20708,2.28384,48.84729,2.28193,48.84804,2.28289,48.84766,4,8.0,480.0,8.33,163.6,6,0,1.041,1.39
20709,2.4168,48.85588,2.41727,48.8551,2.41703,48.85549,4,0.0,600.0,8.33,92.8,6,0,0.0,0.0
20710,2.41727,48.8551,2.41752,48.85472,2.41739,48.85491,4,0.0,600.0,8.33,46.2,5,0,0.0,0.0
20711,2.26591,48.84202,2.26597,48.84204,2.26594,48.84203,4,2.2,480.0,8.33,8.3,2,0,0.305,0.395
20712,2.26597,48.84204,2.26688,48.84169,2.26642,48.84186,4,1.2,480.0,8.33,77.2,2,0,0.305,0.395
20713,2.26548,48.84097,2.26572,48.84158,2.2656,48.84127,4,8.5,480.0,8.33,70.4,2,0,1.328,0.913
20714,2.26572,48.84158,2.26591,48.84202,2.26581,48.8418,4,9.6,480.0,8.33,51.6,2,0,2.176,1.142
20715,2.26591,48.84202,2.26531,48.84266,2.26561,48.84234,4,7.4,480.0,8.33,83.5,3,0,2.122,1.089
20716,2.26531,48.84266,2.26483,48.84311,2.26507,48.84288,4,7.4,480.0,8.33,61.1,2,0,2.122,1.089
20717,2.42633,48.87218,2.42472,48.87232,2.42552,48.87225,4,0.0,600.0,4.17,120.1,2,0,0.0,0.0
20718,2.42472,48.87232,2.42633,48.87218,2.42552,48.87225,4,0.0,600.0,4.17,120.1,3,0,0.0,0.0
20719,2.40897,48.86457,2.40894,48.86461,2.40895,48.86459,1,329.9,3600.0,8.33,8.3,4,317,13.047,14.82
20720,2.409,48.86448,2.40897,48.86457,2.40899,48.86452,1,48.4,3600.0,8.33,10.6,4,317,3.606,3.447
20721,2.41489,48.86303,2.41539,48.86276,2.41514,48.8629,2,0.0,2000.0,13.89,47.6,3,0,0.009,0.094
20722,2.40853,48.8644,2.40858,48.86436,2.40856,48.86438,1,323.5,3600.0,8.33,8.3,3,317,9.716,12.079
20723,2.40823,48.87988,2.40824,48.87965,2.40823,48.87976,3,36.0,480.0,8.33,25.9,3,318,4.034,3.048
20724,2.36066,48.81523,2.36063,48.81531,2.36064,48.81527,1,0.0,3000.0,13.89,13.9,4,0,0.0,0.0
20725,2.2999,48.8407,2.29945,48.84055,2.29968,48.84063,4,28.0,480.0,8.33,36.9,4,0,8.28,6.529
20726,2.29434,48.84697,2.29404,48.84662,2.29419,48.84679,4,1.6,480.0,8.33,44.8,3,0,1.088,0.909
20727,2.29241,48.84687,2.29265,48.84715,2.29253,48.84701,4,21.8,480.0,8.33,35.1,3,0,3.354,4.224
20728,2.29265,48.84715,2.29341,48.848,2.29303,48.84758,4,36.8,480.0,8.33,110.5,3,0,4.985,4.689
20729,2.29341,48.848,2.29397,48.84866,2.29369,48.84833,4,33.6,480.0,8.33,83.9,3,0,4.117,4.73
20730,2.29397,48.84866,2.29406,48.84876,2.29402,48.84871,4,39.1,480.0,8.33,12.7,2,0,4.321,5.371
20731,2.29406,48.84876,2.29461,48.8494,2.29434,48.84908,4,33.2,480.0,8.33,82.2,2,0,4.091,4.897
20732,2.29461,48.8494,2.29501,48.84985,2.29481,48.84963,4,30.4,480.0,8.33,57.7,2,0,3.845,4.757
20733,2.32989,48.88345,2.32855,48.88387,2.32922,48.88366,4,12.2,480.0,8.33,108.3,6,0,5.054,5.691
20734,2.4369,48.85787,2.43697,48.8581,2.43694,48.85798,1,0.0,1500.0,22.22,25.6,4,0,0.0,0.0
20735,2.43587,48.8577,2.4369,48.85787,2.43639,48.85779,1,0.0,1500.0,22.22,78.1,4,0,0.0,0.0
20736,2.4354,48.85794,2.43573,48.85784,2.43556,48.85789,1,0.0,1500.0,22.22,27.0,4,0,0.0,0.0
20737,2.43697,48.8581,2.43699,48.85816,2.43698,48.85813,4,0.0,1200.0,8.33,8.3,2,0,0.0,0.0
20738,2.24508,48.88728,2.24714,48.88695,2.24611,48.88711,2,0.0,1000.0,13.89,172.7,5,0,0.0,0.0
20739,2.24714,48.88695,2.24813,48.88683,2.24764,48.88689,2,0.0,1000.0,13.89,74.4,3,0,0.0,0.0
20740,2.33949,48.8698,2.33948,48.86953,2.33948,48.86966,4,0.8,480.0,8.33,29.6,2,0,0.403,0.523
20741,2.34126,48.85685,2.34256,48.85577,2.34191,48.85631,4,29.3,480.0,8.33,153.8,2,0,5.8,7.201
20742,2.34152,48.85715,2.34152,48.8572,2.34152,48.85717,3,7.7,480.0,8.33,8.3,4,339,0.823,0.838
20743,2.34152,48.85732,2.34142,48.8572,2.34147,48.85726,3,103.2,960.0,8.33,14.7,2,339,13.062,13.673
20744,2.34102,48.85674,2.34117,48.85681,2.34109,48.85677,3,0.2,480.0,8.33,13.8,2,339,0.379,0.558
20745,2.34117,48.85681,2.34126,48.85685,2.34122,48.85683,3,0.2,480.0,8.33,8.6,2,339,0.379,0.558
20746,2.3411,48.85685,2.34102,48.85674,2.34106,48.85679,3,116.4,960.0,8.33,14.0,2,339,12.407,15.804
20747,2.34116,48.85693,2.34126,48.85685,2.34121,48.85689,4,29.1,480.0,8.33,11.0,2,0,5.649,7.005
20748,2.39795,48.81944,2.39774,48.81926,2.39784,48.81935,2,0.0,3000.0,8.33,25.9,4,0,0.195,0.509
20749,2.35357,48.84439,2.3537,48.84368,2.35364,48.84404,4,0.0,480.0,8.33,79.1,4,0,0.11,0.303
20750,2.36017,48.816,2.36031,48.81585,2.36024,48.81592,1,6.5,4500.0,8.33,20.4,3,0,10.881,10.853
20751,2.35677,48.8384,2.35688,48.83835,2.35682,48.83837,4,46.5,480.0,8.33,9.6,2,0,4.862,4.49
20752,2.35717,48.83821,2.35707,48.83841,2.35712,48.83831,4,58.1,480.0,8.33,23.3,3,0,4.042,4.907
20753,2.35707,48.83841,2.35703,48.83848,2.35705,48.83844,4,58.1,480.0,8.33,8.3,2,0,4.042,4.907
20754,2.27866,48.83117,2.27888,48.83105,2.27877,48.83111,4,0.0,600.0,8.33,20.8,5,0,0.0,0.0
20755,2.39944,48.81886,2.39936,48.81905,2.3994,48.81896,2,0.0,2000.0,8.33,21.7,5,0,0.0,0.0
20756,2.35844,48.90184,2.35845,48.9017,2.35844,48.90177,1,0.0,1500.0,13.89,16.7,3,0,0.0,0.0
20757,2.3483,48.90298,2.34767,48.90322,2.34798,48.9031,4,0.1,600.0,4.17,53.1,3,0,3.065,4.206
20758,2.34767,48.90322,2.3483,48.90298,2.34798,48.9031,4,0.0,600.0,4.17,53.1,3,0,0.45,0.786
20759,2.34767,48.90322,2.34752,48.90327,2.34759,48.90325,4,0.1,600.0,4.17,12.7,3,0,3.065,4.206
20760,2.34752,48.90327,2.34767,48.90322,2.34759,48.90325,4,0.0,600.0,4.17,12.7,3,0,0.45,0.786
20761,2.34752,48.90327,2.34704,48.90349,2.34728,48.90339,4,0.1,600.0,4.17,42.5,2,0,3.065,4.206
20762,2.34704,48.90349,2.34752,48.90327,2.34728,48.90339,4,0.0,600.0,4.17,42.5,3,0,0.45,0.786
20763,2.34514,48.90469,2.34704,48.90349,2.34609,48.90409,4,0.0,600.0,4.17,192.5,5,0,0.45,0.786
20764,2.34419,48.90531,2.34514,48.90469,2.34466,48.905,4,0.0,600.0,4.17,98.7,3,0,0.45,0.786
20765,2.35729,48.83789,2.35748,48.83797,2.35738,48.83793,4,0.0,480.0,8.33,16.4,2,0,0.04,0.22
20766,2.35717,48.83821,2.35729,48.83789,2.35723,48.83805,4,0.0,480.0,8.33,39.2,3,0,0.04,0.22
20767,2.40412,48.83467,2.40315,48.83429,2.40364,48.83448,4,3.0,480.0,4.17,82.3,3,0,0.0,0.0
20768,2.40315,48.83429,2.40412,48.83467,2.40364,48.83448,4,3.0,480.0,4.17,82.3,2,0,0.0,0.0
20769,2.40315,48.83429,2.40298,48.83422,2.40307,48.83426,4,2.0,480.0,4.17,14.4,4,0,0.0,0.0
20770,2.40298,48.83422,2.40315,48.83429,2.40307,48.83426,4,2.0,480.0,4.17,14.4,2,0,0.0,0.0
20771,2.30512,48.87454,2.30651,48.87371,2.30582,48.87412,4,22.2,480.0,8.33,137.8,2,0,3.111,3.779
20772,2.30651,48.87371,2.30735,48.87319,2.30693,48.87345,4,42.0,480.0,8.33,84.0,3,0,4.008,4.168
20773,2.30735,48.87319,2.30808,48.87275,2.30772,48.87297,4,40.0,480.0,8.33,72.4,7,0,3.913,4.049
20774,2.30721,48.88522,2.30643,48.88587,2.30682,48.88555,1,382.8,1200.0,13.89,91.9,5,334,64.969,77.329
20775,2.30643,48.88587,2.30721,48.88522,2.30682,48.88555,1,375.0,1200.0,13.89,91.9,4,334,60.788,67.021
20776,2.30643,48.88587,2.30542,48.88669,2.30593,48.88628,1,381.4,1200.0,13.89,117.3,4,334,65.396,77.377
20777,2.30542,48.88669,2.30643,48.88587,2.30593,48.88628,1,376.6,1200.0,13.89,117.3,4,334,60.879,67.175
20778,2.30542,48.88669,2.30485,48.8872,2.30513,48.88694,1,377.7,1200.0,13.89,70.8,2,334,65.55,78.207
20779,2.30485,48.8872,2.30542,48.88669,2.30513,48.88694,1,379.6,1200.0,13.89,70.8,3,334,60.723,67.203
20780,2.31837,48.89626,2.31819,48.89618,2.31828,48.89622,1,15.4,2400.0,8.33,15.3,4,334,4.896,4.827
20781,2.36018,48.8166,2.36014,48.81642,2.36016,48.81651,1,314.6,2400.0,8.33,21.2,4,332,29.33,29.775
20782,2.32311,48.87151,2.32209,48.87172,2.3226,48.87161,9,97.0,480.0,8.33,81.4,3,0,13.957,12.638
20783,2.37915,48.84138,2.37963,48.84121,2.37939,48.8413,-1,0.0,0.0,0.0,40.8,4,0,0.0,0.0
20784,2.37963,48.84121,2.37915,48.84138,2.37939,48.8413,-1,0.0,0.0,0.0,40.8,4,0,0.0,0.0
20785,2.34313,48.87568,2.34368,48.87583,2.34341,48.87575,2,151.9,800.0,8.33,43.8,3,327,11.625,13.967
20786,2.37032,48.84609,2.3738,48.84405,2.37206,48.84507,-1,0.0,0.0,0.0,341.3,2,0,0.0,0.0
20787,2.34983,48.88109,2.35117,48.88081,2.3505,48.88095,4,28.2,480.0,8.33,103.0,2,0,4.107,4.624
20788,2.32458,48.87503,2.32428,48.87525,2.32443,48.87514,2,63.2,2400.0,8.33,33.0,2,333,9.413,10.226
20789,2.34681,48.85306,2.34664,48.85276,2.34673,48.85291,2,132.0,800.0,8.33,35.8,3,333,16.117,15.116
20790,2.33131,48.83471,2.33,48.83517,2.33066,48.83493,2,41.7,800.0,8.33,109.2,2,316,8.304,9.936
20791,2.33,48.83517,2.32929,48.83541,2.32964,48.83529,2,41.4,800.0,8.33,58.8,4,316,9.094,10.447
20792,2.32929,48.83541,2.32888,48.83556,2.32908,48.83548,2,35.0,800.0,8.33,34.3,4,316,6.492,5.619
20793,2.33197,48.83368,2.3325,48.83421,2.33224,48.83395,1,229.3,4800.0,8.33,71.4,4,316,26.154,33.95
20794,2.3325,48.83421,2.3326,48.83434,2.33255,48.83428,1,229.6,4800.0,8.33,15.6,4,316,25.952,33.708
20795,2.3326,48.83434,2.33269,48.83446,2.33264,48.8344,1,196.8,4800.0,8.33,14.6,4,316,23.517,29.95
20796,2.33269,48.83446,2.33253,48.83455,2.33261,48.8345,1,62.5,9600.0,8.33,15.4,7,316,20.922,12.496
20797,2.33286,48.83437,2.33338,48.83442,2.33312,48.83439,2,32.8,1600.0,8.33,38.1,6,316,4.863,5.059
20798,2.33186,48.83372,2.33158,48.83328,2.33172,48.8335,1,272.0,3600.0,13.89,53.2,4,316,21.089,24.616
20799,2.33253,48.83455,2.33243,48.83445,2.33248,48.8345,1,193.6,2400.0,8.33,13.1,3,316,15.407,15.801
20800,2.33269,48.83446,2.33311,48.83507,2.3329,48.83476,1,184.6,2400.0,13.89,74.9,4,316,20.013,22.418
20801,2.33186,48.83499,2.33131,48.83471,2.33159,48.83485,1,23.2,2400.0,8.33,52.7,3,316,6.513,5.599
20802,2.33249,48.83348,2.33262,48.83343,2.33255,48.83345,1,65.1,4800.0,8.33,10.8,5,316,5.863,5.788
20803,2.33186,48.83372,2.33197,48.83368,2.33192,48.8337,1,44.0,1200.0,8.33,9.3,4,316,7.052,6.793
20804,2.34142,48.8572,2.34139,48.85717,2.3414,48.85719,3,103.2,480.0,8.33,8.3,4,339,13.062,13.673
20805,2.34238,48.85838,2.34188,48.85776,2.34213,48.85807,3,103.2,480.0,8.33,77.8,2,339,13.062,13.673
20806,2.34188,48.85776,2.34238,48.85838,2.34213,48.85807,3,7.7,480.0,8.33,77.8,2,339,0.823,0.838
20807,2.34238,48.85838,2.34246,48.85848,2.34242,48.85843,3,7.7,480.0,8.33,13.1,3,339,0.823,0.838
20808,2.34246,48.85848,2.34238,48.85838,2.34242,48.85843,3,103.2,1440.0,8.33,13.1,2,339,13.062,13.673
20809,2.34126,48.85685,2.34143,48.857,2.34135,48.85693,3,0.0,960.0,8.33,20.6,2,339,0.0,0.0
20810,2.34143,48.857,2.34152,48.85715,2.34147,48.85707,3,0.0,960.0,8.33,18.6,2,339,0.0,0.0
20811,2.3087,48.89631,2.30826,48.89612,2.30848,48.89621,2,224.9,800.0,8.33,38.6,3,334,8.064,6.786
20812,2.39729,48.81488,2.39703,48.81455,2.39716,48.81471,5,0.0,300.0,2.78,42.2,3,0,0.0,0.0
20813,2.35974,48.88758,2.35965,48.88721,2.3597,48.8874,7,0.0,0.0,0.0,41.8,2,0,0.0,0.0
20814,2.35965,48.88721,2.35953,48.88668,2.35959,48.88694,7,0.0,0.0,0.0,60.3,3,0,0.0,0.0
20815,2.35953,48.88668,2.3594,48.8861,2.35946,48.88639,7,0.0,0.0,0.0,64.2,3,0,0.0,0.0
20816,2.35981,48.89027,2.35983,48.88905,2.35982,48.88966,7,0.0,0.0,0.0,135.5,2,0,0.0,0.0
20817,2.35983,48.88905,2.35983,48.88895,2.35983,48.889,7,0.0,0.0,0.0,10.1,2,0,0.0,0.0
20818,2.31983,48.83134,2.32104,48.83079,2.32043,48.83106,4,3.5,480.0,8.33,107.2,4,0,0.581,0.645
20819,2.32004,48.83163,2.31879,48.83218,2.31942,48.8319,4,7.1,480.0,8.33,110.4,6,0,1.501,1.83
20820,2.31498,48.83372,2.31444,48.83393,2.31471,48.83382,4,28.5,480.0,8.33,46.4,4,0,6.139,5.518
20821,2.31444,48.83393,2.31362,48.83436,2.31403,48.83414,4,27.2,480.0,8.33,76.5,3,0,4.997,4.986
20822,2.31498,48.83372,2.31391,48.83296,2.31445,48.83334,4,35.3,480.0,8.33,114.9,2,0,4.267,4.563
20823,2.31391,48.83296,2.31286,48.83223,2.31339,48.83259,4,33.6,480.0,8.33,112.1,3,0,3.83,4.549
20824,2.35484,48.84942,2.35593,48.84933,2.35539,48.84938,1,13.7,2400.0,8.33,81.1,2,333,9.072,8.287
20825,2.35442,48.84945,2.35484,48.84942,2.35463,48.84943,1,119.6,3600.0,8.33,30.7,2,333,8.598,6.38
