"epoch","olive-shadow-2 - lr","olive-shadow-2 - lr__MIN","olive-shadow-2 - lr__MAX","olive-shadow-2 - _step","olive-shadow-2 - _step__MIN","olive-shadow-2 - _step__MAX"
"35","0.00047986666666666666","0.00047986666666666666","0.00047986666666666666","3635","3635","3635"
"36","0.0004932000000000001","0.0004932000000000001","0.0004932000000000001","3736","3736","3736"
"37","0.0004999994223467691","0.0004999994223467691","0.0004999994223467691","3837","3837","3837"
"38","0.0004999946587096044","0.0004999946587096044","0.0004999946587096044","3938","3938","3938"
"39","0.0004999850834101868","0.0004999850834101868","0.0004999850834101868","4039","4039","4039"
"40","0.0004999706966346749","0.0004999706966346749","0.0004999706966346749","4140","4140","4140"
"41","0.0004999514986627685","0.0004999514986627685","0.0004999514986627685","4241","4241","4241"
"42","0.0004999274898677047","0.0004999274898677047","0.0004999274898677047","4342","4342","4342"
"43","0.00049989867071625","0.00049989867071625","0.00049989867071625","4443","4443","4443"
"44","0.0004998650417686913","0.0004998650417686913","0.0004998650417686913","4544","4544","4544"
"45","0.0004998266036788251","0.0004998266036788251","0.0004998266036788251","4645","4645","4645"
"46","0.0004997833571939446","0.0004997833571939446","0.0004997833571939446","4746","4746","4746"
"47","0.0004997353031548255","0.0004997353031548255","0.0004997353031548255","4847","4847","4847"
"48","0.0004996824424957097","0.0004996824424957097","0.0004996824424957097","4948","4948","4948"
"49","0.000499624776244286","0.000499624776244286","0.000499624776244286","5049","5049","5049"
"50","0.0004995623055216723","0.0004995623055216723","0.0004995623055216723","5150","5150","5150"
"51","0.0004994950315423913","0.0004994950315423913","0.0004994950315423913","5251","5251","5251"
"52","0.000499422955614349","0.000499422955614349","0.000499422955614349","5352","5352","5352"
"53","0.0004993460791388079","0.0004993460791388079","0.0004993460791388079","5453","5453","5453"
"54","0.0004992644036103604","0.0004992644036103604","0.0004992644036103604","5554","5554","5554"
"55","0.0004991779306168997","0.0004991779306168997","0.0004991779306168997","5655","5655","5655"
"56","0.0004990866618395886","0.0004990866618395886","0.0004990866618395886","5756","5756","5756"
"57","0.0004989905990528271","0.0004989905990528271","0.0004989905990528271","5857","5857","5857"
"58","0.0004988897441242181","0.0004988897441242181","0.0004988897441242181","5958","5958","5958"
"59","0.0004987840990145302","0.0004987840990145302","0.0004987840990145302","6059","6059","6059"
"60","0.000498673665777661","0.000498673665777661","0.000498673665777661","6160","6160","6160"
"61","0.0004985584465605958","0.0004985584465605958","0.0004985584465605958","6261","6261","6261"
"62","0.0004984384436033665","0.0004984384436033665","0.0004984384436033665","6362","6362","6362"
"63","0.0004983136592390082","0.0004983136592390082","0.0004983136592390082","6463","6463","6463"
"64","0.0004981840958935137","0.0004981840958935137","0.0004981840958935137","6564","6564","6564"
"65","0.0004980497560857856","0.0004980497560857856","0.0004980497560857856","6665","6665","6665"
"66","0.000497910642427589","0.000497910642427589","0.000497910642427589","6766","6766","6766"
"67","0.000497766757623499","0.000497766757623499","0.000497766757623499","6867","6867","6867"
"68","0.0004976181044708489","0.0004976181044708489","0.0004976181044708489","6968","6968","6968"
"69","0.0004974646858596759","0.0004974646858596759","0.0004974646858596759","7069","7069","7069"
"70","0.0004973065047726648","0.0004973065047726648","0.0004973065047726648","7170","7170","7170"
"71","0.00049714356428509","0.00049714356428509","0.00049714356428509","7271","7271","7271"
"72","0.0004969758675647555","0.0004969758675647555","0.0004969758675647555","7372","7372","7372"
"73","0.0004968034178719334","0.0004968034178719334","0.0004968034178719334","7473","7473","7473"
"74","0.0004966262185593012","0.0004966262185593012","0.0004966262185593012","7574","7574","7574"
"75","0.0004964442730718754","0.0004964442730718754","0.0004964442730718754","7675","7675","7675"
"76","0.0004962575849469455","0.0004962575849469455","0.0004962575849469455","7776","7776","7776"
"77","0.0004960661578140047","0.0004960661578140047","0.0004960661578140047","7877","7877","7877"
"78","0.0004958699953946797","0.0004958699953946797","0.0004958699953946797","7978","7978","7978"
"79","0.000495669101502658","0.000495669101502658","0.000495669101502658","8079","8079","8079"
"80","0.000495463480043614","0.000495463480043614","0.000495463480043614","8180","8180","8180"
"81","0.0004952531350151333","0.0004952531350151333","0.0004952531350151333","8281","8281","8281"
"82","0.000495038070506634","0.000495038070506634","0.000495038070506634","8382","8382","8382"
"83","0.0004948182906992885","0.0004948182906992885","0.0004948182906992885","8483","8483","8483"
"84","0.0004945937998659413","0.0004945937998659413","0.0004945937998659413","8584","8584","8584"
"85","0.0004943646023710262","0.0004943646023710262","0.0004943646023710262","8685","8685","8685"
"86","0.0004941307026704815","0.0004941307026704815","0.0004941307026704815","8786","8786","8786"
"87","0.0004938921053116636","0.0004938921053116636","0.0004938921053116636","8887","8887","8887"
"88","0.0004936488149332579","0.0004936488149332579","0.0004936488149332579","8988","8988","8988"
"89","0.0004934008362651891","0.0004934008362651891","0.0004934008362651891","9089","9089","9089"
"90","0.0004931481741285295","0.0004931481741285295","0.0004931481741285295","9190","9190","9190"
"91","0.0004928908334354047","0.0004928908334354047","0.0004928908334354047","9291","9291","9291"
"92","0.0004926288191888985","0.0004926288191888985","0.0004926288191888985","9392","9392","9392"
"93","0.0004923621364829552","0.0004923621364829552","0.0004923621364829552","9493","9493","9493"
"94","0.0004920907905022814","0.0004920907905022814","0.0004920907905022814","9594","9594","9594"
"95","0.0004918147865222441","0.0004918147865222441","0.0004918147865222441","9695","9695","9695"
"96","0.000491534129908769","0.000491534129908769","0.000491534129908769","9796","9796","9796"
"97","0.0004912488261182358","0.0004912488261182358","0.0004912488261182358","9897","9897","9897"
"98","0.0004909588806973722","0.0004909588806973722","0.0004909588806973722","9998","9998","9998"
"99","0.000490664299283146","0.000490664299283146","0.000490664299283146","10099","10099","10099"
"100","0.0004903650876026557","0.0004903650876026557","0.0004903650876026557","10200","10200","10200"
"101","0.0004900612514730189","0.0004900612514730189","0.0004900612514730189","10301","10301","10301"
"102","0.0004897527968012595","0.0004897527968012595","0.0004897527968012595","10402","10402","10402"
"103","0.0004894397295841925","0.0004894397295841925","0.0004894397295841925","10503","10503","10503"
"104","0.0004891220559083076","0.0004891220559083076","0.0004891220559083076","10604","10604","10604"
"105","0.0004887997819496512","0.0004887997819496512","0.0004887997819496512","10705","10705","10705"
"106","0.0004884729139737054","0.0004884729139737054","0.0004884729139737054","10806","10806","10806"
"107","0.00048814145833526746","0.00048814145833526746","0.00048814145833526746","10907","10907","10907"
"108","0.0004878054214783252","0.0004878054214783252","0.0004878054214783252","11008","11008","11008"
"109","0.00048746480993593197","0.00048746480993593197","0.00048746480993593197","11109","11109","11109"
"110","0.00048711963033008023","0.00048711963033008023","0.00048711963033008023","11210","11210","11210"
"111","0.00048676988937157195","0.00048676988937157195","0.00048676988937157195","11311","11311","11311"
"112","0.00048641559385988875","0.00048641559385988875","0.00048641559385988875","11412","11412","11412"
"113","0.0004860567506830594","0.0004860567506830594","0.0004860567506830594","11513","11513","11513"
"114","0.0004856933668175261","0.0004856933668175261","0.0004856933668175261","11614","11614","11614"
"115","0.00048532544932800877","0.00048532544932800877","0.00048532544932800877","11715","11715","11715"
"116","0.00048495300536736746","0.00048495300536736746","0.00048495300536736746","11816","11816","11816"
"117","0.00048457604217646373","0.00048457604217646373","0.00048457604217646373","11917","11917","11917"
"118","0.0004841945670840196","0.0004841945670840196","0.0004841945670840196","12018","12018","12018"
"119","0.0004838085875064752","0.0004838085875064752","0.0004838085875064752","12119","12119","12119"
"120","0.0004834181109478444","0.0004834181109478444","0.0004834181109478444","12220","12220","12220"
"121","0.0004830231449995691","0.0004830231449995691","0.0004830231449995691","12321","12321","12321"
"122","0.0004826236973403715","0.0004826236973403715","0.0004826236973403715","12422","12422","12422"
"123","0.00048221977573610506","0.00048221977573610506","0.00048221977573610506","12523","12523","12523"
"124","0.00048181138803960307","0.00048181138803960307","0.00048181138803960307","12624","12624","12624"
"125","0.0004813985421905266","0.0004813985421905266","0.0004813985421905266","12725","12725","12725"
"126","0.0004809812462152094","0.0004809812462152094","0.0004809812462152094","12826","12826","12826"
"127","0.0004805595082265028","0.0004805595082265028","0.0004805595082265028","12927","12927","12927"
"128","0.00048013333642361693","0.00048013333642361693","0.00048013333642361693","13028","13028","13028"
"129","0.00047970273909196193","0.00047970273909196193","0.00047970273909196193","13129","13129","13129"
"130","0.00047926772460298706","0.00047926772460298706","0.00047926772460298706","13230","13230","13230"
"131","0.0004788283014140174","0.0004788283014140174","0.0004788283014140174","13331","13331","13331"
"132","0.0004783844780680896","0.0004783844780680896","0.0004783844780680896","13432","13432","13432"
"133","0.0004779362631937861","0.0004779362631937861","0.0004779362631937861","13533","13533","13533"
"134","0.000477483665505067","0.000477483665505067","0.000477483665505067","13634","13634","13634"
"135","0.0004770266938011009","0.0004770266938011009","0.0004770266938011009","13735","13735","13735"
"136","0.0004765653569660936","0.0004765653569660936","0.0004765653569660936","13836","13836","13836"
"137","0.0004760996639691156","0.0004760996639691156","0.0004760996639691156","13937","13937","13937"
"138","0.00047562962386392757","0.00047562962386392757","0.00047562962386392757","14038","14038","14038"
"139","0.0004751552457888045","0.0004751552457888045","0.0004751552457888045","14139","14139","14139"
"140","0.00047467653896635776","0.00047467653896635776","0.00047467653896635776","14240","14240","14240"
"141","0.0004741935127033562","0.0004741935127033562","0.0004741935127033562","14341","14341","14341"
"142","0.0004737061763905447","0.0004737061763905447","0.0004737061763905447","14442","14442","14442"
"143","0.00047321453950246203","0.00047321453950246203","0.00047321453950246203","14543","14543","14543"
"144","0.00047271861159725674","0.00047271861159725674","0.00047271861159725674","14644","14644","14644"
"145","0.00047221840231650064","0.00047221840231650064","0.00047221840231650064","14745","14745","14745"
"146","0.00047171392138500206","0.00047171392138500206","0.00047171392138500206","14846","14846","14846"
"147","0.0004712051786106166","0.0004712051786106166","0.0004712051786106166","14947","14947","14947"
"148","0.0004706921838840564","0.0004706921838840564","0.0004706921838840564","15048","15048","15048"
"149","0.0004701749471786976","0.0004701749471786976","0.0004701749471786976","15149","15149","15149"
"150","0.0004696534785503868","0.0004696534785503868","0.0004696534785503868","15250","15250","15250"
"151","0.00046912778813724563","0.00046912778813724563","0.00046912778813724563","15351","15351","15351"
"152","0.00046859788615947323","0.00046859788615947323","0.00046859788615947323","15452","15452","15452"
"153","0.0004680637829191478","0.0004680637829191478","0.0004680637829191478","15553","15553","15553"
"154","0.0004675254888000265","0.0004675254888000265","0.0004675254888000265","15654","15654","15654"
"155","0.0004669830142673432","0.0004669830142673432","0.0004669830142673432","15755","15755","15755"
"156","0.00046643636986760516","0.00046643636986760516","0.00046643636986760516","15856","15856","15856"
"157","0.00046588556622838805","0.00046588556622838805","0.00046588556622838805","15957","15957","15957"
"158","0.0004653306140581295","0.0004653306140581295","0.0004653306140581295","16058","16058","16058"
"159","0.0004647715241459205","0.0004647715241459205","0.0004647715241459205","16159","16159","16159"
"160","0.0004642083073612959","0.0004642083073612959","0.0004642083073612959","16260","16260","16260"
"161","0.0004636409746540231","0.0004636409746540231","0.0004636409746540231","16361","16361","16361"
"162","0.0004630695370538892","0.0004630695370538892","0.0004630695370538892","16462","16462","16462"
"163","0.00046249400567048625","0.00046249400567048625","0.00046249400567048625","16563","16563","16563"
"164","0.0004619143916929958","0.0004619143916929958","0.0004619143916929958","16664","16664","16664"
"165","0.00046133070638997085","0.00046133070638997085","0.00046133070638997085","16765","16765","16765"
"166","0.00046074296110911703","0.00046074296110911703","0.00046074296110911703","16866","16866","16866"
"167","0.000460151167277072","0.000460151167277072","0.000460151167277072","16967","16967","16967"
"168","0.00045955533639918325","0.00045955533639918325","0.00045955533639918325","17068","17068","17068"
"169","0.0004589554800592844","0.0004589554800592844","0.0004589554800592844","17169","17169","17169"
"170","0.00045835160991947","0.00045835160991947","0.00045835160991947","17270","17270","17270"
"171","0.0004577437377198687","0.0004577437377198687","0.0004577437377198687","17371","17371","17371"
"172","0.00045713187527841523","0.00045713187527841523","0.00045713187527841523","17472","17472","17472"
"173","0.00045651603449062056","0.00045651603449062056","0.00045651603449062056","17573","17573","17573"
"174","0.00045589622732934053","0.00045589622732934053","0.00045589622732934053","17674","17674","17674"
"175","0.00045527246584454306","0.00045527246584454306","0.00045527246584454306","17775","17775","17775"
"176","0.0004546447621630742","0.0004546447621630742","0.0004546447621630742","17876","17876","17876"
"177","0.00045401312848842196","0.00045401312848842196","0.00045401312848842196","17977","17977","17977"
"178","0.0004533775771004792","0.0004533775771004792","0.0004533775771004792","18078","18078","18078"
"179","0.0004527381203553051","0.0004527381203553051","0.0004527381203553051","18179","18179","18179"
"180","0.00045209477068488456","0.00045209477068488456","0.00045209477068488456","18280","18280","18280"
"181","0.00045144754059688687","0.00045144754059688687","0.00045144754059688687","18381","18381","18381"
"182","0.0004507964426744223","0.0004507964426744223","0.0004507964426744223","18482","18482","18482"
"183","0.0004501414895757975","0.0004501414895757975","0.0004501414895757975","18583","18583","18583"
"184","0.0004494826940342694","0.0004494826940342694","0.0004494826940342694","18684","18684","18684"
"185","0.00044882006885779805","0.00044882006885779805","0.00044882006885779805","18785","18785","18785"
"186","0.0004481536269287968","0.0004481536269287968","0.0004481536269287968","18886","18886","18886"
"187","0.0004474833812038827","0.0004474833812038827","0.0004474833812038827","18987","18987","18987"
"188","0.0004468093447136239","0.0004468093447136239","0.0004468093447136239","19088","19088","19088"
"189","0.00044613153056228687","0.00044613153056228687","0.00044613153056228687","19189","19189","19189"
"190","0.00044544995192758125","0.00044544995192758125","0.00044544995192758125","19290","19290","19290"
"191","0.00044476462206040405","0.00044476462206040405","0.00044476462206040405","19391","19391","19391"
"192","0.0004440755542845814","0.0004440755542845814","0.0004440755542845814","19492","19492","19492"
"193","0.0004433827619966102","0.0004433827619966102","0.0004433827619966102","19593","19593","19593"
"194","0.0004426862586653973","0.0004426862586653973","0.0004426862586653973","19694","19694","19694"
"195","0.00044198605783199755","0.00044198605783199755","0.00044198605783199755","19795","19795","19795"
"196","0.0004412821731093512","0.0004412821731093512","0.0004412821731093512","19896","19896","19896"
"197","0.0004405746181820181","0.0004405746181820181","0.0004405746181820181","19997","19997","19997"
"198","0.0004398634068059129","0.0004398634068059129","0.0004398634068059129","20098","20098","20098"
"199","0.0004391485528080365","0.0004391485528080365","0.0004391485528080365","20199","20199","20199"
"200","0.0004384300700862081","0.0004384300700862081","0.0004384300700862081","20300","20300","20300"
"201","0.0004377079726087946","0.0004377079726087946","0.0004377079726087946","20401","20401","20401"
"202","0.0004369822744144392","0.0004369822744144392","0.0004369822744144392","20502","20502","20502"
"203","0.000436252989611788","0.000436252989611788","0.000436252989611788","20603","20603","20603"
"204","0.0004355201323792164","0.0004355201323792164","0.0004355201323792164","20704","20704","20704"
"205","0.0004347837169645531","0.0004347837169645531","0.0004347837169645531","20805","20805","20805"
"206","0.00043404375768480287","0.00043404375768480287","0.00043404375768480287","20906","20906","20906"
"207","0.00043330026892586884","0.00043330026892586884","0.00043330026892586884","21007","21007","21007"
"208","0.0004325532651422721","0.0004325532651422721","0.0004325532651422721","21108","21108","21108"
"209","0.0004318027608568711","0.0004318027608568711","0.0004318027608568711","21209","21209","21209"
"210","0.00043104877066057947","0.00043104877066057947","0.00043104877066057947","21310","21310","21310"
"211","0.00043029130921208174","0.00043029130921208174","0.00043029130921208174","21411","21411","21411"
"212","0.00042953039123754894","0.00042953039123754894","0.00042953039123754894","21512","21512","21512"
"213","0.00042876603153035197","0.00042876603153035197","0.00042876603153035197","21613","21613","21613"
"214","0.00042799824495077425","0.00042799824495077425","0.00042799824495077425","21714","21714","21714"
"215","0.0004272270464257225","0.0004272270464257225","0.0004272270464257225","21815","21815","21815"
"216","0.00042645245094843687","0.00042645245094843687","0.00042645245094843687","21916","21916","21916"
"217","0.0004256744735781991","0.0004256744735781991","0.0004256744735781991","22017","22017","22017"
"218","0.0004248931294400401","0.0004248931294400401","0.0004248931294400401","22118","22118","22118"
"219","0.00042410843372444565","0.00042410843372444565","0.00042410843372444565","22219","22219","22219"
"220","0.0004233204016870611","0.0004233204016870611","0.0004233204016870611","22320","22320","22320"
"221","0.00042252904864839493","0.00042252904864839493","0.00042252904864839493","22421","22421","22421"
"222","0.0004217343899935208","0.0004217343899935208","0.0004217343899935208","22522","22522","22522"
"223","0.00042093644117177826","0.00042093644117177826","0.00042093644117177826","22623","22623","22623"
"224","0.00042013521769647296","0.00042013521769647296","0.00042013521769647296","22724","22724","22724"
"225","0.00041933073514457416","0.00041933073514457416","0.00041933073514457416","22825","22825","22825"
"226","0.00041852300915641284","0.00041852300915641284","0.00041852300915641284","22926","22926","22926"
"227","0.00041771205543537676","0.00041771205543537676","0.00041771205543537676","23027","23027","23027"
"228","0.000416897889747606","0.000416897889747606","0.000416897889747606","23128","23128","23128"
"229","0.0004160805279216857","0.0004160805279216857","0.0004160805279216857","23229","23229","23229"
"230","0.00041525998584833874","0.00041525998584833874","0.00041525998584833874","23330","23330","23330"
"231","0.0004144362794801168","0.0004144362794801168","0.0004144362794801168","23431","23431","23431"
"232","0.00041360942483109023","0.00041360942483109023","0.00041360942483109023","23532","23532","23532"
"233","0.0004127794379765363","0.0004127794379765363","0.0004127794379765363","23633","23633","23633"
"234","0.00041194633505262703","0.00041194633505262703","0.00041194633505262703","23734","23734","23734"
"235","0.0004111101322561159","0.0004111101322561159","0.0004111101322561159","23835","23835","23835"
"236","0.0004102708458440219","0.0004102708458440219","0.0004102708458440219","23936","23936","23936"
"237","0.0004094284921333145","0.0004094284921333145","0.0004094284921333145","24037","24037","24037"
"238","0.00040858308750059565","0.00040858308750059565","0.00040858308750059565","24138","24138","24138"
"239","0.00040773464838178206","0.00040773464838178206","0.00040773464838178206","24239","24239","24239"
"240","0.00040688319127178506","0.00040688319127178506","0.00040688319127178506","24340","24340","24340"
"241","0.0004060287327241904","0.0004060287327241904","0.0004060287327241904","24441","24441","24441"
"242","0.0004051712893509362","0.0004051712893509362","0.0004051712893509362","24542","24542","24542"
"243","0.0004043108778219898","0.0004043108778219898","0.0004043108778219898","24643","24643","24643"
"244","0.00040344751486502407","0.00040344751486502407","0.00040344751486502407","24744","24744","24744"
"245","0.0004025812172650921","0.0004025812172650921","0.0004025812172650921","24845","24845","24845"
"246","0.00040171200186430036","0.00040171200186430036","0.00040171200186430036","24946","24946","24946"
"247","0.0004008398855614821","0.0004008398855614821","0.0004008398855614821","25047","25047","25047"
"248","0.00039996488531186835","0.00039996488531186835","0.00039996488531186835","25148","25148","25148"
"249","0.00039908701812675813","0.00039908701812675813","0.00039908701812675813","25249","25249","25249"
"250","0.00039820630107318804","0.00039820630107318804","0.00039820630107318804","25350","25350","25350"
"251","0.0003973227512736004","0.0003973227512736004","0.0003973227512736004","25451","25451","25451"
"252","0.0003964363859055101","0.0003964363859055101","0.0003964363859055101","25552","25552","25552"
"253","0.00039554722220117114","0.00039554722220117114","0.00039554722220117114","25653","25653","25653"
"254","0.00039465527744724107","0.00039465527744724107","0.00039465527744724107","25754","25754","25754"
"255","0.0003937605689844453","0.0003937605689844453","0.0003937605689844453","25855","25855","25855"
"256","0.0003928631142072397","0.0003928631142072397","0.0003928631142072397","25956","25956","25956"
"257","0.00039196293056347267","0.00039196293056347267","0.00039196293056347267","26057","26057","26057"
"258","0.00039106003555404575","0.00039106003555404575","0.00039106003555404575","26158","26158","26158"
"259","0.00039015444673257355","0.00039015444673257355","0.00039015444673257355","26259","26259","26259"
"260","0.00038924618170504223","0.00038924618170504223","0.00038924618170504223","26360","26360","26360"
"261","0.0003883352581294673","0.0003883352581294673","0.0003883352581294673","26461","26461","26461"
"262","0.0003874216937155506","0.0003874216937155506","0.0003874216937155506","26562","26562","26562"
"263","0.00038650550622433566","0.00038650550622433566","0.00038650550622433566","26663","26663","26663"
"264","0.00038558671346786247","0.00038558671346786247","0.00038558671346786247","26764","26764","26764"
"265","0.00038466533330882126","0.00038466533330882126","0.00038466533330882126","26865","26865","26865"
"266","0.0003837413836602052","0.0003837413836602052","0.0003837413836602052","26966","26966","26966"
"267","0.0003828148824849622","0.0003828148824849622","0.0003828148824849622","27067","27067","27067"
"268","0.00038188584779564553","0.00038188584779564553","0.00038188584779564553","27168","27168","27168"
"269","0.0003809542976540637","0.0003809542976540637","0.0003809542976540637","27269","27269","27269"
"270","0.00038002025017092945","0.00038002025017092945","0.00038002025017092945","27370","27370","27370"
"271","0.0003790837235055074","0.0003790837235055074","0.0003790837235055074","27471","27471","27471"
"272","0.0003781447358652613","0.0003781447358652613","0.0003781447358652613","27572","27572","27572"
"273","0.00037720330550549975","0.00037720330550549975","0.00037720330550549975","27673","27673","27673"
"274","0.00037625945072902153","0.00037625945072902153","0.00037625945072902153","27774","27774","27774"
"275","0.0003753131898857595","0.0003753131898857595","0.0003753131898857595","27875","27875","27875"
"276","0.0003743645413724243","0.0003743645413724243","0.0003743645413724243","27976","27976","27976"
"277","0.00037341352363214606","0.00037341352363214606","0.00037341352363214606","28077","28077","28077"
"278","0.0003724601551541166","0.0003724601551541166","0.0003724601551541166","28178","28178","28178"
"279","0.00037150445447322906","0.00037150445447322906","0.00037150445447322906","28279","28279","28279"
"280","0.0003705464401697185","0.0003705464401697185","0.0003705464401697185","28380","28380","28380"
"281","0.00036958613086880004","0.00036958613086880004","0.00036958613086880004","28481","28481","28481"
"282","0.00036862354524030684","0.00036862354524030684","0.00036862354524030684","28582","28582","28582"
"283","0.0003676587019983275","0.0003676587019983275","0.0003676587019983275","28683","28683","28683"
"284","0.00036669161990084175","0.00036669161990084175","0.00036669161990084175","28784","28784","28784"
"285","0.0003657223177493561","0.0003657223177493561","0.0003657223177493561","28885","28885","28885"
"286","0.00036475081438853795","0.00036475081438853795","0.00036475081438853795","28986","28986","28986"
"287","0.0003637771287058499","0.0003637771287058499","0.0003637771287058499","29087","29087","29087"
"288","0.0003628012796311816","0.0003628012796311816","0.0003628012796311816","29188","29188","29188"
"289","0.0003618232861364828","0.0003618232861364828","0.0003618232861364828","29289","29289","29289"
"290","0.0003608431672353934","0.0003608431672353934","0.0003608431672353934","29390","29390","29390"
"291","0.0003598609419828749","0.0003598609419828749","0.0003598609419828749","29491","29491","29491"
"292","0.0003588766294748388","0.0003588766294748388","0.0003588766294748388","29592","29592","29592"
"293","0.00035789024884777635","0.00035789024884777635","0.00035789024884777635","29693","29693","29693"
"294","0.0003569018192783859","0.0003569018192783859","0.0003569018192783859","29794","29794","29794"
"295","0.0003559113599832005","0.0003559113599832005","0.0003559113599832005","29895","29895","29895"
"296","0.0003549188902182138","0.0003549188902182138","0.0003549188902182138","29996","29996","29996"
"297","0.00035392442927850595","0.00035392442927850595","0.00035392442927850595","30097","30097","30097"
"298","0.00035292799649786876","0.00035292799649786876","0.00035292799649786876","30198","30198","30198"
"299","0.0003519296112484294","0.0003519296112484294","0.0003519296112484294","30299","30299","30299"
"300","0.00035092929294027375","0.00035092929294027375","0.00035092929294027375","30400","30400","30400"
"301","0.0003499270610210696","0.0003499270610210696","0.0003499270610210696","30501","30501","30501"
"302","0.0003489229349756876","0.0003489229349756876","0.0003489229349756876","30602","30602","30602"
"303","0.0003479169343258236","0.0003479169343258236","0.0003479169343258236","30703","30703","30703"
"304","0.00034690907862961823","0.00034690907862961823","0.00034690907862961823","30804","30804","30804"
"305","0.0003458993874812769","0.0003458993874812769","0.0003458993874812769","30905","30905","30905"
"306","0.0003448878805106893","0.0003448878805106893","0.0003448878805106893","31006","31006","31006"
"307","0.0003438745773830469","0.0003438745773830469","0.0003438745773830469","31107","31107","31107"
"308","0.0003428594977984614","0.0003428594977984614","0.0003428594977984614","31208","31208","31208"
"309","0.0003418426614915814","0.0003418426614915814","0.0003418426614915814","31309","31309","31309"
"310","0.0003408240882312089","0.0003408240882312089","0.0003408240882312089","31410","31410","31410"
"311","0.0003398037978199146","0.0003398037978199146","0.0003398037978199146","31511","31511","31511"
"312","0.00033878181009365337","0.00033878181009365337","0.00033878181009365337","31612","31612","31612"
"313","0.0003377581449213781","0.0003377581449213781","0.0003377581449213781","31713","31713","31713"
"314","0.0003367328222046542","0.0003367328222046542","0.0003367328222046542","31814","31814","31814"
"315","0.0003357058618772717","0.0003357058618772717","0.0003357058618772717","31915","31915","31915"
"316","0.0003346772839048585","0.0003346772839048585","0.0003346772839048585","32016","32016","32016"
"317","0.0003336471082844919","0.0003336471082844919","0.0003336471082844919","32117","32117","32117"
"318","0.0003326153550443096","0.0003326153550443096","0.0003326153550443096","32218","32218","32218"
"319","0.0003315820442431209","0.0003315820442431209","0.0003315820442431209","32319","32319","32319"
"320","0.0003305471959700161","0.0003305471959700161","0.0003305471959700161","32420","32420","32420"
"321","0.0003295108303439764","0.0003295108303439764","0.0003295108303439764","32521","32521","32521"
"322","0.0003284729675134825","0.0003284729675134825","0.0003284729675134825","32622","32622","32622"
"323","0.000327433627656123","0.000327433627656123","0.000327433627656123","32723","32723","32723"
"324","0.00032639283097820216","0.00032639283097820216","0.00032639283097820216","32824","32824","32824"
