"epoch","olive-shadow-2 - val_loss","olive-shadow-2 - val_loss__MIN","olive-shadow-2 - val_loss__MAX","olive-shadow-2 - _step","olive-shadow-2 - _step__MIN","olive-shadow-2 - _step__MAX"
"370","53.50177062185187","53.50177062185187","53.50177062185187","37470","37470","37470"
"371","53.45961982325504","53.45961982325504","53.45961982325504","37571","37571","37571"
"372","53.11800243980006","53.11800243980006","53.11800243980006","37672","37672","37672"
"373","52.925310837595084","52.925310837595084","52.925310837595084","37773","37773","37773"
"374","54.18694466038754","54.18694466038754","54.18694466038754","37874","37874","37874"
"375","53.08174554925216","53.08174554925216","53.08174554925216","37975","37975","37975"
"376","53.61570197657535","53.61570197657535","53.61570197657535","38076","38076","38076"
"377","52.96695227372019","52.96695227372019","52.96695227372019","38177","38177","38177"
"378","53.80071017616674","53.80071017616674","53.80071017616674","38278","38278","38278"
"379","52.937794735557155","52.937794735557155","52.937794735557155","38379","38379","38379"
"380","53.5436194570441","53.5436194570441","53.5436194570441","38480","38480","38480"
"381","54.45039347598427","54.45039347598427","54.45039347598427","38581","38581","38581"
"382","53.257487648411804","53.257487648411804","53.257487648411804","38682","38682","38682"
"383","53.23166696648849","53.23166696648849","53.23166696648849","38783","38783","38783"
"384","53.20228737278988","53.20228737278988","53.20228737278988","38884","38884","38884"
"385","53.6872683073345","53.6872683073345","53.6872683073345","38985","38985","38985"
"386","53.11535383525648","53.11535383525648","53.11535383525648","39086","39086","39086"
"387","54.01623274150648","54.01623274150648","54.01623274150648","39187","39187","39187"
"388","52.97961164775648","52.97961164775648","52.97961164775648","39288","39288","39288"
"389","53.191545586836966","53.191545586836966","53.191545586836966","39389","39389","39389"
"390","52.96435727571186","52.96435727571186","52.96435727571186","39490","39490","39490"
"391","53.28954094334652","53.28954094334652","53.28954094334652","39591","39591","39591"
"392","53.895615226344056","53.895615226344056","53.895615226344056","39692","39692","39692"
"393","53.729041852449114","53.729041852449114","53.729041852449114","39793","39793","39793"
"394","53.64287627370734","53.64287627370734","53.64287627370734","39894","39894","39894"
"395","53.122289557206","53.122289557206","53.122289557206","39995","39995","39995"
"396","53.165871469598066","53.165871469598066","53.165871469598066","40096","40096","40096"
"397","52.87468117161801","52.87468117161801","52.87468117161801","40197","40197","40197"
"398","52.65467794317948","52.65467794317948","52.65467794317948","40298","40298","40298"
"399","52.84642149272718","52.84642149272718","52.84642149272718","40399","40399","40399"
"400","52.98889079846834","52.98889079846834","52.98889079846834","40500","40500","40500"
"401","52.740454623573704","52.740454623573704","52.740454623573704","40601","40601","40601"
"402","52.73779055946752","52.73779055946752","52.73779055946752","40702","40702","40702"
"403","52.74632504111842","52.74632504111842","52.74632504111842","40803","40803","40803"
"404","53.11015560752467","53.11015560752467","53.11015560752467","40904","40904","40904"
"405","52.631995150917454","52.631995150917454","52.631995150917454","41005","41005","41005"
"406","53.106551722476354","53.106551722476354","53.106551722476354","41106","41106","41106"
"407","52.688296468634356","52.688296468634356","52.688296468634356","41207","41207","41207"
"408","52.938905214008535","52.938905214008535","52.938905214008535","41308","41308","41308"
"409","53.14653215910259","53.14653215910259","53.14653215910259","41409","41409","41409"
"410","52.91445300453588","52.91445300453588","52.91445300453588","41510","41510","41510"
"411","52.41970122487921","52.41970122487921","52.41970122487921","41611","41611","41611"
"412","52.90457615099455","52.90457615099455","52.90457615099455","41712","41712","41712"
"413","52.88361157869038","52.88361157869038","52.88361157869038","41813","41813","41813"
"414","52.292908116390834","52.292908116390834","52.292908116390834","41914","41914","41914"
"415","53.184359098735605","53.184359098735605","53.184359098735605","42015","42015","42015"
"416","53.051300851922285","53.051300851922285","53.051300851922285","42116","42116","42116"
"417","53.11492919921875","53.11492919921875","53.11492919921875","42217","42217","42217"
"418","52.49183534321032","52.49183534321032","52.49183534321032","42318","42318","42318"
"419","53.33097678736637","53.33097678736637","53.33097678736637","42419","42419","42419"
"420","52.350813012374076","52.350813012374076","52.350813012374076","42520","42520","42520"
"421","52.51638392398232","52.51638392398232","52.51638392398232","42621","42621","42621"
"422","52.97664843107525","52.97664843107525","52.97664843107525","42722","42722","42722"
"423","52.42373014751234","52.42373014751234","52.42373014751234","42823","42823","42823"
"424","52.41676210102282","52.41676210102282","52.41676210102282","42924","42924","42924"
"425","52.63078649420487","52.63078649420487","52.63078649420487","43025","43025","43025"
"426","52.50950863486842","52.50950863486842","52.50950863486842","43126","43126","43126"
"427","52.42565155029297","52.42565155029297","52.42565155029297","43227","43227","43227"
"428","53.15475122552169","53.15475122552169","53.15475122552169","43328","43328","43328"
"429","52.248604222347865","52.248604222347865","52.248604222347865","43429","43429","43429"
"430","52.348939996016654","52.348939996016654","52.348939996016654","43530","43530","43530"
"431","52.84048823306435","52.84048823306435","52.84048823306435","43631","43631","43631"
"432","52.66330096596166","52.66330096596166","52.66330096596166","43732","43732","43732"
"433","52.78769041362562","52.78769041362562","52.78769041362562","43833","43833","43833"
"434","52.46502685546875","52.46502685546875","52.46502685546875","43934","43934","43934"
"435","52.02386394299959","52.02386394299959","52.02386394299959","44035","44035","44035"
"436","52.17531143991571","52.17531143991571","52.17531143991571","44136","44136","44136"
"437","52.42849952296207","52.42849952296207","52.42849952296207","44237","44237","44237"
"438","52.510759454024466","52.510759454024466","52.510759454024466","44338","44338","44338"
"439","52.36594772338867","52.36594772338867","52.36594772338867","44439","44439","44439"
"440","52.67413992630808","52.67413992630808","52.67413992630808","44540","44540","44540"
"441","52.13816191020765","52.13816191020765","52.13816191020765","44641","44641","44641"
"442","52.737567500064245","52.737567500064245","52.737567500064245","44742","44742","44742"
"443","52.30933701364618","52.30933701364618","52.30933701364618","44843","44843","44843"
"444","52.07137780440481","52.07137780440481","52.07137780440481","44944","44944","44944"
"445","52.43260112561678","52.43260112561678","52.43260112561678","45045","45045","45045"
"446","52.085350036621094","52.085350036621094","52.085350036621094","45146","45146","45146"
"447","52.21026591250771","52.21026591250771","52.21026591250771","45247","45247","45247"
"448","52.00528174952457","52.00528174952457","52.00528174952457","45348","45348","45348"
"449","52.30658601459704","52.30658601459704","52.30658601459704","45449","45449","45449"
"450","52.122702949925475","52.122702949925475","52.122702949925475","45550","45550","45550"
"451","52.07107483713251","52.07107483713251","52.07107483713251","45651","45651","45651"
"452","52.23291256553248","52.23291256553248","52.23291256553248","45752","45752","45752"
"453","52.19518119410465","52.19518119410465","52.19518119410465","45853","45853","45853"
"454","52.22978491532175","52.22978491532175","52.22978491532175","45954","45954","45954"
"455","52.33696525975277","52.33696525975277","52.33696525975277","46055","46055","46055"
"456","52.07750179893092","52.07750179893092","52.07750179893092","46156","46156","46156"
"457","51.9323471470883","51.9323471470883","51.9323471470883","46257","46257","46257"
"458","51.95488237079821","51.95488237079821","51.95488237079821","46358","46358","46358"
"459","51.94681830155222","51.94681830155222","51.94681830155222","46459","46459","46459"
"460","52.26458800466437","52.26458800466437","52.26458800466437","46560","46560","46560"
"461","52.16667416221217","52.16667416221217","52.16667416221217","46661","46661","46661"
"462","52.20538169459293","52.20538169459293","52.20538169459293","46762","46762","46762"
"463","52.223047959177116","52.223047959177116","52.223047959177116","46863","46863","46863"
"464","52.07875683433131","52.07875683433131","52.07875683433131","46964","46964","46964"
"465","52.25729089034231","52.25729089034231","52.25729089034231","47065","47065","47065"
"466","52.02805870457699","52.02805870457699","52.02805870457699","47166","47166","47166"
"467","51.66111032586349","51.66111032586349","51.66111032586349","47267","47267","47267"
"468","51.96273823788292","51.96273823788292","51.96273823788292","47368","47368","47368"
"469","51.75550621434262","51.75550621434262","51.75550621434262","47469","47469","47469"
"470","52.23498595388312","52.23498595388312","52.23498595388312","47570","47570","47570"
"471","51.77571427194696","51.77571427194696","51.77571427194696","47671","47671","47671"
"472","51.87870547645971","51.87870547645971","51.87870547645971","47772","47772","47772"
"473","52.084579066226354","52.084579066226354","52.084579066226354","47873","47873","47873"
"474","52.04380818417198","52.04380818417198","52.04380818417198","47974","47974","47974"
"475","52.06676643773129","52.06676643773129","52.06676643773129","48075","48075","48075"
"476","52.102724376477696","52.102724376477696","52.102724376477696","48176","48176","48176"
"477","52.13964582744398","52.13964582744398","52.13964582744398","48277","48277","48277"
"478","51.909826579846836","51.909826579846836","51.909826579846836","48378","48378","48378"
"479","51.86509825053968","51.86509825053968","51.86509825053968","48479","48479","48479"
"480","51.82817619725277","51.82817619725277","51.82817619725277","48580","48580","48580"
"481","51.834287543045846","51.834287543045846","51.834287543045846","48681","48681","48681"
"482","51.990765019467005","51.990765019467005","51.990765019467005","48782","48782","48782"
"483","52.154312334562604","52.154312334562604","52.154312334562604","48883","48883","48883"
"484","51.88363687615646","51.88363687615646","51.88363687615646","48984","48984","48984"
"485","51.83963815789474","51.83963815789474","51.83963815789474","49085","49085","49085"
"486","51.945138228567025","51.945138228567025","51.945138228567025","49186","49186","49186"
"487","51.95086509303043","51.95086509303043","51.95086509303043","49287","49287","49287"
"488","51.754125695479544","51.754125695479544","51.754125695479544","49388","49388","49388"
"489","51.72666047748766","51.72666047748766","51.72666047748766","49489","49489","49489"
"490","51.631881513093646","51.631881513093646","51.631881513093646","49590","49590","49590"
"491","52.09362712659334","52.09362712659334","52.09362712659334","49691","49691","49691"
"492","51.688364129317435","51.688364129317435","51.688364129317435","49792","49792","49792"
"493","51.842246206183184","51.842246206183184","51.842246206183184","49893","49893","49893"
"494","51.75024735300165","51.75024735300165","51.75024735300165","49994","49994","49994"
"495","51.6544902199193","51.6544902199193","51.6544902199193","50095","50095","50095"
"496","51.70776206568668","51.70776206568668","51.70776206568668","50196","50196","50196"
"497","51.89194869995117","51.89194869995117","51.89194869995117","50297","50297","50297"
"498","51.832154524953744","51.832154524953744","51.832154524953744","50398","50398","50398"
"499","51.722261127672695","51.722261127672695","51.722261127672695","50499","50499","50499"
"500","51.821421573036595","51.821421573036595","51.821421573036595","50600","50600","50600"
"501","51.657404247083164","51.657404247083164","51.657404247083164","50701","50701","50701"
"502","51.942540419729134","51.942540419729134","51.942540419729134","50802","50802","50802"
"503","51.891820405658926","51.891820405658926","51.891820405658926","50903","50903","50903"
"504","51.74065901103773","51.74065901103773","51.74065901103773","51004","51004","51004"
"505","51.71223851254112","51.71223851254112","51.71223851254112","51105","51105","51105"
"506","51.63977974339535","51.63977974339535","51.63977974339535","51206","51206","51206"
"507","51.77127376355623","51.77127376355623","51.77127376355623","51307","51307","51307"
"508","51.7705606159411","51.7705606159411","51.7705606159411","51408","51408","51408"
"509","51.68753413150185","51.68753413150185","51.68753413150185","51509","51509","51509"
"510","51.555580942254316","51.555580942254316","51.555580942254316","51610","51610","51610"
"511","51.769034937808385","51.769034937808385","51.769034937808385","51711","51711","51711"
"512","51.66938319959139","51.66938319959139","51.66938319959139","51812","51812","51812"
"513","51.48590850830078","51.48590850830078","51.48590850830078","51913","51913","51913"
"514","51.67340670133892","51.67340670133892","51.67340670133892","52014","52014","52014"
"515","51.58281868382504","51.58281868382504","51.58281868382504","52115","52115","52115"
"516","51.64133593910619","51.64133593910619","51.64133593910619","52216","52216","52216"
"517","51.75543152658563","51.75543152658563","51.75543152658563","52317","52317","52317"
"518","51.78706841719778","51.78706841719778","51.78706841719778","52418","52418","52418"
"519","51.77852028294613","51.77852028294613","51.77852028294613","52519","52519","52519"
"520","51.70506447239926","51.70506447239926","51.70506447239926","52620","52620","52620"
"521","51.71336665906404","51.71336665906404","51.71336665906404","52721","52721","52721"
"522","51.82071264166581","51.82071264166581","51.82071264166581","52822","52822","52822"
"523","51.69053188123201","51.69053188123201","51.69053188123201","52923","52923","52923"
"524","51.86381370142887","51.86381370142887","51.86381370142887","53024","53024","53024"
"525","51.555840943989004","51.555840943989004","51.555840943989004","53125","53125","53125"
"526","51.69240529913651","51.69240529913651","51.69240529913651","53226","53226","53226"
"527","51.58344068025288","51.58344068025288","51.58344068025288","53327","53327","53327"
"528","51.47916372198807","51.47916372198807","51.47916372198807","53428","53428","53428"
"529","51.87598599885639","51.87598599885639","51.87598599885639","53529","53529","53529"
"530","51.53271644993832","51.53271644993832","51.53271644993832","53630","53630","53630"
"531","51.86666729575709","51.86666729575709","51.86666729575709","53731","53731","53731"
"532","51.7797582525956","51.7797582525956","51.7797582525956","53832","53832","53832"
"533","52.00698812384354","52.00698812384354","52.00698812384354","53933","53933","53933"
"534","51.6249885559082","51.6249885559082","51.6249885559082","54034","54034","54034"
"535","51.833331660220495","51.833331660220495","51.833331660220495","54135","54135","54135"
"536","51.64708870335629","51.64708870335629","51.64708870335629","54236","54236","54236"
"537","51.53699553640265","51.53699553640265","51.53699553640265","54337","54337","54337"
"538","51.515681417364824","51.515681417364824","51.515681417364824","54438","54438","54438"
"539","51.2909762733861","51.2909762733861","51.2909762733861","54539","54539","54539"
"540","51.60516518040707","51.60516518040707","51.60516518040707","54640","54640","54640"
"541","52.109405517578125","52.109405517578125","52.109405517578125","54741","54741","54741"
"542","51.788652319657174","51.788652319657174","51.788652319657174","54842","54842","54842"
"543","51.49188975283974","51.49188975283974","51.49188975283974","54943","54943","54943"
"544","51.59447298551861","51.59447298551861","51.59447298551861","55044","55044","55044"
"545","51.9434276380037","51.9434276380037","51.9434276380037","55145","55145","55145"
"546","51.67848044947574","51.67848044947574","51.67848044947574","55246","55246","55246"
"547","51.699054517244036","51.699054517244036","51.699054517244036","55347","55347","55347"
"548","51.51917788856908","51.51917788856908","51.51917788856908","55448","55448","55448"
"549","51.46121657522101","51.46121657522101","51.46121657522101","55549","55549","55549"
"550","51.54719402915553","51.54719402915553","51.54719402915553","55650","55650","55650"
"551","51.3885054337351","51.3885054337351","51.3885054337351","55751","55751","55751"
"552","51.282535352204974","51.282535352204974","51.282535352204974","55852","55852","55852"
"553","51.783991964239824","51.783991964239824","51.783991964239824","55953","55953","55953"
"554","51.51765160811575","51.51765160811575","51.51765160811575","56054","56054","56054"
"555","51.72245366949784","51.72245366949784","51.72245366949784","56155","56155","56155"
"556","51.7365847135845","51.7365847135845","51.7365847135845","56256","56256","56256"
"557","51.42053925363641","51.42053925363641","51.42053925363641","56357","56357","56357"
"558","51.25872100026984","51.25872100026984","51.25872100026984","56458","56458","56458"
"559","51.33837569387335","51.33837569387335","51.33837569387335","56559","56559","56559"
"560","51.56536122372276","51.56536122372276","51.56536122372276","56660","56660","56660"
"561","51.62541941592568","51.62541941592568","51.62541941592568","56761","56761","56761"
"562","51.498509658010384","51.498509658010384","51.498509658010384","56862","56862","56862"
"563","51.75950743022718","51.75950743022718","51.75950743022718","56963","56963","56963"
"564","51.407421714381165","51.407421714381165","51.407421714381165","57064","57064","57064"
"565","51.44732645938271","51.44732645938271","51.44732645938271","57165","57165","57165"
"566","51.685956252248666","51.685956252248666","51.685956252248666","57266","57266","57266"
"567","51.5521758230109","51.5521758230109","51.5521758230109","57367","57367","57367"
"568","51.67329205964741","51.67329205964741","51.67329205964741","57468","57468","57468"
"569","51.609703867059004","51.609703867059004","51.609703867059004","57569","57569","57569"
"570","51.37449987311112","51.37449987311112","51.37449987311112","57670","57670","57670"
"571","51.557818161813834","51.557818161813834","51.557818161813834","57771","57771","57771"
"572","51.60249388845343","51.60249388845343","51.60249388845343","57872","57872","57872"
"573","51.458386069849915","51.458386069849915","51.458386069849915","57973","57973","57973"
"574","51.39423390438682","51.39423390438682","51.39423390438682","58074","58074","58074"
"575","51.56250160618832","51.56250160618832","51.56250160618832","58175","58175","58175"
"576","51.54414106670179","51.54414106670179","51.54414106670179","58276","58276","58276"
"577","51.50012969970703","51.50012969970703","51.50012969970703","58377","58377","58377"
"578","51.11740232768812","51.11740232768812","51.11740232768812","58478","58478","58478"
"579","51.449609455309414","51.449609455309414","51.449609455309414","58579","58579","58579"
"580","51.31239198383532","51.31239198383532","51.31239198383532","58680","58680","58680"
"581","51.32467470671001","51.32467470671001","51.32467470671001","58781","58781","58781"
"582","51.43129047594572","51.43129047594572","51.43129047594572","58882","58882","58882"
"583","51.41877465499075","51.41877465499075","51.41877465499075","58983","58983","58983"
"584","51.44294196680973","51.44294196680973","51.44294196680973","59084","59084","59084"
"585","51.59729987696598","51.59729987696598","51.59729987696598","59185","59185","59185"
"586","51.5280203568308","51.5280203568308","51.5280203568308","59286","59286","59286"
"587","51.34249536614669","51.34249536614669","51.34249536614669","59387","59387","59387"
"588","51.252763647782174","51.252763647782174","51.252763647782174","59488","59488","59488"
"589","51.37546720002827","51.37546720002827","51.37546720002827","59589","59589","59589"
"590","51.38820447419819","51.38820447419819","51.38820447419819","59690","59690","59690"
"591","51.86037083675987","51.86037083675987","51.86037083675987","59791","59791","59791"
"592","51.29886667351974","51.29886667351974","51.29886667351974","59892","59892","59892"
"593","51.2653364884226","51.2653364884226","51.2653364884226","59993","59993","59993"
"594","51.44104425530685","51.44104425530685","51.44104425530685","60094","60094","60094"
"595","51.23258349769994","51.23258349769994","51.23258349769994","60195","60195","60195"
"596","51.534243533485814","51.534243533485814","51.534243533485814","60296","60296","60296"
"597","51.36585456446598","51.36585456446598","51.36585456446598","60397","60397","60397"
"598","51.277264042904505","51.277264042904505","51.277264042904505","60498","60498","60498"
"599","51.41037208155582","51.41037208155582","51.41037208155582","60599","60599","60599"
"600","51.26942222996762","51.26942222996762","51.26942222996762","60700","60700","60700"
"601","51.447634646767064","51.447634646767064","51.447634646767064","60801","60801","60801"
"602","51.44296365035208","51.44296365035208","51.44296365035208","60902","60902","60902"
"603","51.32566030401932","51.32566030401932","51.32566030401932","61003","61003","61003"
"604","51.2447654322574","51.2447654322574","51.2447654322574","61104","61104","61104"
"605","51.38619653802169","51.38619653802169","51.38619653802169","61205","61205","61205"
"606","51.35745721114309","51.35745721114309","51.35745721114309","61306","61306","61306"
"607","51.23548206530119","51.23548206530119","51.23548206530119","61407","61407","61407"
"608","51.424613551089635","51.424613551089635","51.424613551089635","61508","61508","61508"
"609","51.329101160952916","51.329101160952916","51.329101160952916","61609","61609","61609"
"610","51.17154472752621","51.17154472752621","51.17154472752621","61710","61710","61710"
"611","51.17646628931949","51.17646628931949","51.17646628931949","61811","61811","61811"
"612","51.25781992862099","51.25781992862099","51.25781992862099","61912","61912","61912"
"613","51.356809515702096","51.356809515702096","51.356809515702096","62013","62013","62013"
"614","51.395641929224915","51.395641929224915","51.395641929224915","62114","62114","62114"
"615","51.33403878462942","51.33403878462942","51.33403878462942","62215","62215","62215"
"616","51.339365908974095","51.339365908974095","51.339365908974095","62316","62316","62316"
"617","51.08008635671515","51.08008635671515","51.08008635671515","62417","62417","62417"
"618","51.278036418714024","51.278036418714024","51.278036418714024","62518","62518","62518"
"619","51.33545624582391","51.33545624582391","51.33545624582391","62619","62619","62619"
"620","51.16175420660721","51.16175420660721","51.16175420660721","62720","62720","62720"
"621","51.39487919054533","51.39487919054533","51.39487919054533","62821","62821","62821"
"622","51.40031894884611","51.40031894884611","51.40031894884611","62922","62922","62922"
"623","51.257388265509356","51.257388265509356","51.257388265509356","63023","63023","63023"
"624","51.35962074681332","51.35962074681332","51.35962074681332","63124","63124","63124"
"625","51.1924097161544","51.1924097161544","51.1924097161544","63225","63225","63225"
"626","51.35462750886616","51.35462750886616","51.35462750886616","63326","63326","63326"
"627","51.410594739412005","51.410594739412005","51.410594739412005","63427","63427","63427"
"628","51.38348368594521","51.38348368594521","51.38348368594521","63528","63528","63528"
"629","51.42024230957031","51.42024230957031","51.42024230957031","63629","63629","63629"
"630","51.29375538073088","51.29375538073088","51.29375538073088","63730","63730","63730"
"631","51.37413145366468","51.37413145366468","51.37413145366468","63831","63831","63831"
"632","51.445782912404916","51.445782912404916","51.445782912404916","63932","63932","63932"
"633","51.256103515625","51.256103515625","51.256103515625","64033","64033","64033"
"634","51.30493103830438","51.30493103830438","51.30493103830438","64134","64134","64134"
"635","51.15946880139803","51.15946880139803","51.15946880139803","64235","64235","64235"
"636","51.156269675806946","51.156269675806946","51.156269675806946","64336","64336","64336"
"637","51.23165692781147","51.23165692781147","51.23165692781147","64437","64437","64437"
"638","51.341318230879935","51.341318230879935","51.341318230879935","64538","64538","64538"
"639","51.30787317376388","51.30787317376388","51.30787317376388","64639","64639","64639"
"640","51.410835667660365","51.410835667660365","51.410835667660365","64740","64740","64740"
"641","51.192323182758535","51.192323182758535","51.192323182758535","64841","64841","64841"
"642","51.12945737336811","51.12945737336811","51.12945737336811","64942","64942","64942"
"643","51.37766948499178","51.37766948499178","51.37766948499178","65043","65043","65043"
"644","51.41914829454924","51.41914829454924","51.41914829454924","65144","65144","65144"
"645","51.40825070832905","51.40825070832905","51.40825070832905","65245","65245","65245"
"646","51.148133528859994","51.148133528859994","51.148133528859994","65346","65346","65346"
"647","51.19312908774928","51.19312908774928","51.19312908774928","65447","65447","65447"
"648","51.10764935142115","51.10764935142115","51.10764935142115","65548","65548","65548"
"649","51.14432907104492","51.14432907104492","51.14432907104492","65649","65649","65649"
"650","51.15730767501028","51.15730767501028","51.15730767501028","65750","65750","65750"
"651","51.14463243986431","51.14463243986431","51.14463243986431","65851","65851","65851"
"652","51.25379361604389","51.25379361604389","51.25379361604389","65952","65952","65952"
"653","51.12270254837839","51.12270254837839","51.12270254837839","66053","66053","66053"
"654","51.1115837097168","51.1115837097168","51.1115837097168","66154","66154","66154"
"655","51.12576233713251","51.12576233713251","51.12576233713251","66255","66255","66255"
"656","51.02313794587788","51.02313794587788","51.02313794587788","66356","66356","66356"
"657","51.31013910393966","51.31013910393966","51.31013910393966","66457","66457","66457"
"658","51.301571896201686","51.301571896201686","51.301571896201686","66558","66558","66558"
"659","51.264101128829154","51.264101128829154","51.264101128829154","66659","66659","66659"
"660","51.09249476382607","51.09249476382607","51.09249476382607","66760","66760","66760"
"661","51.21329136898643","51.21329136898643","51.21329136898643","66861","66861","66861"
"662","51.228684074000306","51.228684074000306","51.228684074000306","66962","66962","66962"
"663","51.22387193378649","51.22387193378649","51.22387193378649","67063","67063","67063"
"664","51.245024028577305","51.245024028577305","51.245024028577305","67164","67164","67164"
"665","51.10196043315687","51.10196043315687","51.10196043315687","67265","67265","67265"
"666","51.17021420127467","51.17021420127467","51.17021420127467","67366","67366","67366"
"667","51.14640808105469","51.14640808105469","51.14640808105469","67467","67467","67467"
"668","51.08679460224352","51.08679460224352","51.08679460224352","67568","67568","67568"
"669","51.05085372924805","51.05085372924805","51.05085372924805","67669","67669","67669"
"670","51.126306433426706","51.126306433426706","51.126306433426706","67770","67770","67770"
"671","51.16130688315943","51.16130688315943","51.16130688315943","67871","67871","67871"
"672","51.11189490870426","51.11189490870426","51.11189490870426","67972","67972","67972"
"673","51.07426673487613","51.07426673487613","51.07426673487613","68073","68073","68073"
"674","51.14915004529451","51.14915004529451","51.14915004529451","68174","68174","68174"
"675","51.16207945974249","51.16207945974249","51.16207945974249","68275","68275","68275"
"676","51.13163034539474","51.13163034539474","51.13163034539474","68376","68376","68376"
"677","51.069062885485195","51.069062885485195","51.069062885485195","68477","68477","68477"
"678","51.153121546695104","51.153121546695104","51.153121546695104","68578","68578","68578"
"679","51.12867495888158","51.12867495888158","51.12867495888158","68679","68679","68679"
"680","51.11376290572317","51.11376290572317","51.11376290572317","68780","68780","68780"
"681","51.145855351498255","51.145855351498255","51.145855351498255","68881","68881","68881"
"682","51.10460743151213","51.10460743151213","51.10460743151213","68982","68982","68982"
"683","51.079547480532995","51.079547480532995","51.079547480532995","69083","69083","69083"
"684","51.1852055599815","51.1852055599815","51.1852055599815","69184","69184","69184"
"685","51.1636703892758","51.1636703892758","51.1636703892758","69285","69285","69285"
"686","51.1078832525956","51.1078832525956","51.1078832525956","69386","69386","69386"
"687","51.00788216841848","51.00788216841848","51.00788216841848","69487","69487","69487"
"688","51.0681431418971","51.0681431418971","51.0681431418971","69588","69588","69588"
"689","51.131172581722865","51.131172581722865","51.131172581722865","69689","69689","69689"
"690","51.14717724448756","51.14717724448756","51.14717724448756","69790","69790","69790"
"691","51.04895421078331","51.04895421078331","51.04895421078331","69891","69891","69891"
"692","51.10292133532072","51.10292133532072","51.10292133532072","69992","69992","69992"
"693","51.057632847836146","51.057632847836146","51.057632847836146","70093","70093","70093"
"694","51.08116812455027","51.08116812455027","51.08116812455027","70194","70194","70194"
"695","51.15862535175524","51.15862535175524","51.15862535175524","70295","70295","70295"
"696","51.135276995207136","51.135276995207136","51.135276995207136","70396","70396","70396"
"697","51.05408979717054","51.05408979717054","51.05408979717054","70497","70497","70497"
"698","51.106767554032174","51.106767554032174","51.106767554032174","70598","70598","70598"
"699","51.14843488994398","51.14843488994398","51.14843488994398","70699","70699","70699"
"700","51.10597690783049","51.10597690783049","51.10597690783049","70800","70800","70800"
"701","51.12469643040707","51.12469643040707","51.12469643040707","70901","70901","70901"
"702","51.1590317174008","51.1590317174008","51.1590317174008","71002","71002","71002"
"703","51.146909412584804","51.146909412584804","51.146909412584804","71103","71103","71103"
"704","51.09337816740337","51.09337816740337","51.09337816740337","71204","71204","71204"
"705","51.078699814645866","51.078699814645866","51.078699814645866","71305","71305","71305"
"706","51.09460268522564","51.09460268522564","51.09460268522564","71406","71406","71406"
"707","51.11012830232319","51.11012830232319","51.11012830232319","71507","71507","71507"
"708","51.099328091270046","51.099328091270046","51.099328091270046","71608","71608","71608"
"709","51.0609773334704","51.0609773334704","51.0609773334704","71709","71709","71709"
"710","51.103082958020664","51.103082958020664","51.103082958020664","71810","71810","71810"
"711","51.08755352622584","51.08755352622584","51.08755352622584","71911","71911","71911"
"712","51.07915175588507","51.07915175588507","51.07915175588507","72012","72012","72012"
"713","51.04583479228773","51.04583479228773","51.04583479228773","72113","72113","72113"
"714","51.001314665141855","51.001314665141855","51.001314665141855","72214","72214","72214"
"715","51.0973996614155","51.0973996614155","51.0973996614155","72315","72315","72315"
"716","51.107932442112975","51.107932442112975","51.107932442112975","72416","72416","72416"
"717","51.15729000693873","51.15729000693873","51.15729000693873","72517","72517","72517"
"718","51.13283197503341","51.13283197503341","51.13283197503341","72618","72618","72618"
"719","51.083959679854544","51.083959679854544","51.083959679854544","72719","72719","72719"
"720","51.05497922395405","51.05497922395405","51.05497922395405","72820","72820","72820"
"721","51.05168693944027","51.05168693944027","51.05168693944027","72921","72921","72921"
"722","51.105818698280736","51.105818698280736","51.105818698280736","73022","73022","73022"
"723","51.08437146638569","51.08437146638569","51.08437146638569","73123","73123","73123"
"724","51.094865698563424","51.094865698563424","51.094865698563424","73224","73224","73224"
"725","51.084334323280736","51.084334323280736","51.084334323280736","73325","73325","73325"
"726","51.09183100650185","51.09183100650185","51.09183100650185","73426","73426","73426"
"727","51.09352192125822","51.09352192125822","51.09352192125822","73527","73527","73527"
"728","51.087652708354746","51.087652708354746","51.087652708354746","73628","73628","73628"
"729","51.02688056544254","51.02688056544254","51.02688056544254","73729","73729","73729"
"730","51.04275030838816","51.04275030838816","51.04275030838816","73830","73830","73830"
"731","51.07398304186369","51.07398304186369","51.07398304186369","73931","73931","73931"
"732","51.04404067993164","51.04404067993164","51.04404067993164","74032","74032","74032"
"733","51.0780422813014","51.0780422813014","51.0780422813014","74133","74133","74133"
"734","51.08190677040502","51.08190677040502","51.08190677040502","74234","74234","74234"
"735","51.00511691444799","51.00511691444799","51.00511691444799","74335","74335","74335"
"736","51.07208894428454","51.07208894428454","51.07208894428454","74436","74436","74436"
"737","51.08010583174856","51.08010583174856","51.08010583174856","74537","74537","74537"
"738","51.076165651020254","51.076165651020254","51.076165651020254","74638","74638","74638"
"739","51.04687740928248","51.04687740928248","51.04687740928248","74739","74739","74739"
"740","51.07273643895199","51.07273643895199","51.07273643895199","74840","74840","74840"
"741","51.086888564260384","51.086888564260384","51.086888564260384","74941","74941","74941"
"742","51.09993543122944","51.09993543122944","51.09993543122944","75042","75042","75042"
"743","51.05682975367496","51.05682975367496","51.05682975367496","75143","75143","75143"
"744","51.071101540013366","51.071101540013366","51.071101540013366","75244","75244","75244"
