"epoch","olive-shadow-2 - pearson","olive-shadow-2 - pearson__MIN","olive-shadow-2 - pearson__MAX","olive-shadow-2 - _step","olive-shadow-2 - _step__MIN","olive-shadow-2 - _step__MAX"
"347","0.7459766268730164","0.7459766268730164","0.7459766268730164","35147","35147","35147"
"348","0.744925856590271","0.744925856590271","0.744925856590271","35248","35248","35248"
"349","0.7444634437561035","0.7444634437561035","0.7444634437561035","35349","35349","35349"
"350","0.7453262805938721","0.7453262805938721","0.7453262805938721","35450","35450","35450"
"351","0.7446106672286987","0.7446106672286987","0.7446106672286987","35551","35551","35551"
"352","0.7446330785751343","0.7446330785751343","0.7446330785751343","35652","35652","35652"
"353","0.7468850612640381","0.7468850612640381","0.7468850612640381","35753","35753","35753"
"354","0.7463606595993042","0.7463606595993042","0.7463606595993042","35854","35854","35854"
"355","0.7456497550010681","0.7456497550010681","0.7456497550010681","35955","35955","35955"
"356","0.7434632182121277","0.7434632182121277","0.7434632182121277","36056","36056","36056"
"357","0.7462135553359985","0.7462135553359985","0.7462135553359985","36157","36157","36157"
"358","0.7466487884521484","0.7466487884521484","0.7466487884521484","36258","36258","36258"
"359","0.7469066381454468","0.7469066381454468","0.7469066381454468","36359","36359","36359"
"360","0.7437107563018799","0.7437107563018799","0.7437107563018799","36460","36460","36460"
"361","0.7439819574356079","0.7439819574356079","0.7439819574356079","36561","36561","36561"
"362","0.7431811094284058","0.7431811094284058","0.7431811094284058","36662","36662","36662"
"363","0.7447452545166016","0.7447452545166016","0.7447452545166016","36763","36763","36763"
"364","0.7446017861366272","0.7446017861366272","0.7446017861366272","36864","36864","36864"
"365","0.7444233894348145","0.7444233894348145","0.7444233894348145","36965","36965","36965"
"366","0.7452270984649658","0.7452270984649658","0.7452270984649658","37066","37066","37066"
"367","0.7447502613067627","0.7447502613067627","0.7447502613067627","37167","37167","37167"
"368","0.7429600954055786","0.7429600954055786","0.7429600954055786","37268","37268","37268"
"369","0.7458599805831909","0.7458599805831909","0.7458599805831909","37369","37369","37369"
"370","0.7449199557304382","0.7449199557304382","0.7449199557304382","37470","37470","37470"
"371","0.7453265190124512","0.7453265190124512","0.7453265190124512","37571","37571","37571"
"372","0.7464840412139893","0.7464840412139893","0.7464840412139893","37672","37672","37672"
"373","0.7463482618331909","0.7463482618331909","0.7463482618331909","37773","37773","37773"
"374","0.743676483631134","0.743676483631134","0.743676483631134","37874","37874","37874"
"375","0.7445129156112671","0.7445129156112671","0.7445129156112671","37975","37975","37975"
"376","0.7438647747039795","0.7438647747039795","0.7438647747039795","38076","38076","38076"
"377","0.7463483810424805","0.7463483810424805","0.7463483810424805","38177","38177","38177"
"378","0.743438720703125","0.743438720703125","0.743438720703125","38278","38278","38278"
"379","0.7470366954803467","0.7470366954803467","0.7470366954803467","38379","38379","38379"
"380","0.7434565424919128","0.7434565424919128","0.7434565424919128","38480","38480","38480"
"381","0.7407193779945374","0.7407193779945374","0.7407193779945374","38581","38581","38581"
"382","0.7453022599220276","0.7453022599220276","0.7453022599220276","38682","38682","38682"
"383","0.7450842261314392","0.7450842261314392","0.7450842261314392","38783","38783","38783"
"384","0.7460839152336121","0.7460839152336121","0.7460839152336121","38884","38884","38884"
"385","0.7460492849349976","0.7460492849349976","0.7460492849349976","38985","38985","38985"
"386","0.7459325790405273","0.7459325790405273","0.7459325790405273","39086","39086","39086"
"387","0.7446713447570801","0.7446713447570801","0.7446713447570801","39187","39187","39187"
"388","0.7459424734115601","0.7459424734115601","0.7459424734115601","39288","39288","39288"
"389","0.7454370260238647","0.7454370260238647","0.7454370260238647","39389","39389","39389"
"390","0.7465623617172241","0.7465623617172241","0.7465623617172241","39490","39490","39490"
"391","0.7468304634094238","0.7468304634094238","0.7468304634094238","39591","39591","39591"
"392","0.7442099452018738","0.7442099452018738","0.7442099452018738","39692","39692","39692"
"393","0.7447195649147034","0.7447195649147034","0.7447195649147034","39793","39793","39793"
"394","0.744307279586792","0.744307279586792","0.744307279586792","39894","39894","39894"
"395","0.747260332107544","0.747260332107544","0.747260332107544","39995","39995","39995"
"396","0.7466652393341064","0.7466652393341064","0.7466652393341064","40096","40096","40096"
"397","0.746692419052124","0.746692419052124","0.746692419052124","40197","40197","40197"
"398","0.7486192584037781","0.7486192584037781","0.7486192584037781","40298","40298","40298"
"399","0.7471103072166443","0.7471103072166443","0.7471103072166443","40399","40399","40399"
"400","0.746463418006897","0.746463418006897","0.746463418006897","40500","40500","40500"
"401","0.7480897903442383","0.7480897903442383","0.7480897903442383","40601","40601","40601"
"402","0.7476473450660706","0.7476473450660706","0.7476473450660706","40702","40702","40702"
"403","0.7492920160293579","0.7492920160293579","0.7492920160293579","40803","40803","40803"
"404","0.7482814788818359","0.7482814788818359","0.7482814788818359","40904","40904","40904"
"405","0.7476913928985596","0.7476913928985596","0.7476913928985596","41005","41005","41005"
"406","0.7487263679504395","0.7487263679504395","0.7487263679504395","41106","41106","41106"
"407","0.7478660345077515","0.7478660345077515","0.7478660345077515","41207","41207","41207"
"408","0.7457427978515625","0.7457427978515625","0.7457427978515625","41308","41308","41308"
"409","0.748167872428894","0.748167872428894","0.748167872428894","41409","41409","41409"
"410","0.7475038766860962","0.7475038766860962","0.7475038766860962","41510","41510","41510"
"411","0.7499971389770508","0.7499971389770508","0.7499971389770508","41611","41611","41611"
"412","0.7466594576835632","0.7466594576835632","0.7466594576835632","41712","41712","41712"
"413","0.7496699094772339","0.7496699094772339","0.7496699094772339","41813","41813","41813"
"414","0.7508725523948669","0.7508725523948669","0.7508725523948669","41914","41914","41914"
"415","0.748742938041687","0.748742938041687","0.748742938041687","42015","42015","42015"
"416","0.7481533288955688","0.7481533288955688","0.7481533288955688","42116","42116","42116"
"417","0.7483494281768799","0.7483494281768799","0.7483494281768799","42217","42217","42217"
"418","0.7492322325706482","0.7492322325706482","0.7492322325706482","42318","42318","42318"
"419","0.7458972930908203","0.7458972930908203","0.7458972930908203","42419","42419","42419"
"420","0.7500749826431274","0.7500749826431274","0.7500749826431274","42520","42520","42520"
"421","0.7509493827819824","0.7509493827819824","0.7509493827819824","42621","42621","42621"
"422","0.7480951547622681","0.7480951547622681","0.7480951547622681","42722","42722","42722"
"423","0.7496452331542969","0.7496452331542969","0.7496452331542969","42823","42823","42823"
"424","0.7493071556091309","0.7493071556091309","0.7493071556091309","42924","42924","42924"
"425","0.7494735717773438","0.7494735717773438","0.7494735717773438","43025","43025","43025"
"426","0.7486926317214966","0.7486926317214966","0.7486926317214966","43126","43126","43126"
"427","0.7495485544204712","0.7495485544204712","0.7495485544204712","43227","43227","43227"
"428","0.7496342658996582","0.7496342658996582","0.7496342658996582","43328","43328","43328"
"429","0.7512751817703247","0.7512751817703247","0.7512751817703247","43429","43429","43429"
"430","0.7506777048110962","0.7506777048110962","0.7506777048110962","43530","43530","43530"
"431","0.7486039400100708","0.7486039400100708","0.7486039400100708","43631","43631","43631"
"432","0.7492390275001526","0.7492390275001526","0.7492390275001526","43732","43732","43732"
"433","0.7505643963813782","0.7505643963813782","0.7505643963813782","43833","43833","43833"
"434","0.7503857612609863","0.7503857612609863","0.7503857612609863","43934","43934","43934"
"435","0.7512760162353516","0.7512760162353516","0.7512760162353516","44035","44035","44035"
"436","0.7513638138771057","0.7513638138771057","0.7513638138771057","44136","44136","44136"
"437","0.7510436773300171","0.7510436773300171","0.7510436773300171","44237","44237","44237"
"438","0.7508435845375061","0.7508435845375061","0.7508435845375061","44338","44338","44338"
"439","0.7511868476867676","0.7511868476867676","0.7511868476867676","44439","44439","44439"
"440","0.7505640983581543","0.7505640983581543","0.7505640983581543","44540","44540","44540"
"441","0.751738429069519","0.751738429069519","0.751738429069519","44641","44641","44641"
"442","0.7504597902297974","0.7504597902297974","0.7504597902297974","44742","44742","44742"
"443","0.7506517171859741","0.7506517171859741","0.7506517171859741","44843","44843","44843"
"444","0.751189112663269","0.751189112663269","0.751189112663269","44944","44944","44944"
"445","0.7515143752098083","0.7515143752098083","0.7515143752098083","45045","45045","45045"
"446","0.7514957785606384","0.7514957785606384","0.7514957785606384","45146","45146","45146"
"447","0.7518367767333984","0.7518367767333984","0.7518367767333984","45247","45247","45247"
"448","0.7525618076324463","0.7525618076324463","0.7525618076324463","45348","45348","45348"
"449","0.7515956163406372","0.7515956163406372","0.7515956163406372","45449","45449","45449"
"450","0.7516480088233948","0.7516480088233948","0.7516480088233948","45550","45550","45550"
"451","0.7523555755615234","0.7523555755615234","0.7523555755615234","45651","45651","45651"
"452","0.7517427802085876","0.7517427802085876","0.7517427802085876","45752","45752","45752"
"453","0.751808762550354","0.751808762550354","0.751808762550354","45853","45853","45853"
"454","0.7511698007583618","0.7511698007583618","0.7511698007583618","45954","45954","45954"
"455","0.7523786425590515","0.7523786425590515","0.7523786425590515","46055","46055","46055"
"456","0.7522696852684021","0.7522696852684021","0.7522696852684021","46156","46156","46156"
"457","0.7530362606048584","0.7530362606048584","0.7530362606048584","46257","46257","46257"
"458","0.752708911895752","0.752708911895752","0.752708911895752","46358","46358","46358"
"459","0.7517910599708557","0.7517910599708557","0.7517910599708557","46459","46459","46459"
"460","0.751006007194519","0.751006007194519","0.751006007194519","46560","46560","46560"
"461","0.7512427568435669","0.7512427568435669","0.7512427568435669","46661","46661","46661"
"462","0.7530162334442139","0.7530162334442139","0.7530162334442139","46762","46762","46762"
"463","0.7523866891860962","0.7523866891860962","0.7523866891860962","46863","46863","46863"
"464","0.7519162893295288","0.7519162893295288","0.7519162893295288","46964","46964","46964"
"465","0.7515478730201721","0.7515478730201721","0.7515478730201721","47065","47065","47065"
"466","0.7517581582069397","0.7517581582069397","0.7517581582069397","47166","47166","47166"
"467","0.7539535760879517","0.7539535760879517","0.7539535760879517","47267","47267","47267"
"468","0.7527987957000732","0.7527987957000732","0.7527987957000732","47368","47368","47368"
"469","0.7535306215286255","0.7535306215286255","0.7535306215286255","47469","47469","47469"
"470","0.752424418926239","0.752424418926239","0.752424418926239","47570","47570","47570"
"471","0.7534586787223816","0.7534586787223816","0.7534586787223816","47671","47671","47671"
"472","0.7534604072570801","0.7534604072570801","0.7534604072570801","47772","47772","47772"
"473","0.7532284259796143","0.7532284259796143","0.7532284259796143","47873","47873","47873"
"474","0.7527153491973877","0.7527153491973877","0.7527153491973877","47974","47974","47974"
"475","0.7521956562995911","0.7521956562995911","0.7521956562995911","48075","48075","48075"
"476","0.752250075340271","0.752250075340271","0.752250075340271","48176","48176","48176"
"477","0.7521068453788757","0.7521068453788757","0.7521068453788757","48277","48277","48277"
"478","0.7528000473976135","0.7528000473976135","0.7528000473976135","48378","48378","48378"
"479","0.7528059482574463","0.7528059482574463","0.7528059482574463","48479","48479","48479"
"480","0.752848744392395","0.752848744392395","0.752848744392395","48580","48580","48580"
"481","0.752599835395813","0.752599835395813","0.752599835395813","48681","48681","48681"
"482","0.753288745880127","0.753288745880127","0.753288745880127","48782","48782","48782"
"483","0.7516565918922424","0.7516565918922424","0.7516565918922424","48883","48883","48883"
"484","0.7539159059524536","0.7539159059524536","0.7539159059524536","48984","48984","48984"
"485","0.7526925802230835","0.7526925802230835","0.7526925802230835","49085","49085","49085"
"486","0.7525373697280884","0.7525373697280884","0.7525373697280884","49186","49186","49186"
"487","0.752505898475647","0.752505898475647","0.752505898475647","49287","49287","49287"
"488","0.7542581558227539","0.7542581558227539","0.7542581558227539","49388","49388","49388"
"489","0.7539594173431396","0.7539594173431396","0.7539594173431396","49489","49489","49489"
"490","0.7543272972106934","0.7543272972106934","0.7543272972106934","49590","49590","49590"
"491","0.7529972195625305","0.7529972195625305","0.7529972195625305","49691","49691","49691"
"492","0.7535791397094727","0.7535791397094727","0.7535791397094727","49792","49792","49792"
"493","0.7526484727859497","0.7526484727859497","0.7526484727859497","49893","49893","49893"
"494","0.7533674240112305","0.7533674240112305","0.7533674240112305","49994","49994","49994"
"495","0.753964900970459","0.753964900970459","0.753964900970459","50095","50095","50095"
"496","0.7542082667350769","0.7542082667350769","0.7542082667350769","50196","50196","50196"
"497","0.7527369260787964","0.7527369260787964","0.7527369260787964","50297","50297","50297"
"498","0.7539947032928467","0.7539947032928467","0.7539947032928467","50398","50398","50398"
"499","0.7541619539260864","0.7541619539260864","0.7541619539260864","50499","50499","50499"
"500","0.7535924911499023","0.7535924911499023","0.7535924911499023","50600","50600","50600"
"501","0.7535684108734131","0.7535684108734131","0.7535684108734131","50701","50701","50701"
"502","0.7526336908340454","0.7526336908340454","0.7526336908340454","50802","50802","50802"
"503","0.7534849643707275","0.7534849643707275","0.7534849643707275","50903","50903","50903"
"504","0.7537257075309753","0.7537257075309753","0.7537257075309753","51004","51004","51004"
"505","0.7539470791816711","0.7539470791816711","0.7539470791816711","51105","51105","51105"
"506","0.7541168928146362","0.7541168928146362","0.7541168928146362","51206","51206","51206"
"507","0.7537559866905212","0.7537559866905212","0.7537559866905212","51307","51307","51307"
"508","0.7537223100662231","0.7537223100662231","0.7537223100662231","51408","51408","51408"
"509","0.7536641359329224","0.7536641359329224","0.7536641359329224","51509","51509","51509"
"510","0.7542406916618347","0.7542406916618347","0.7542406916618347","51610","51610","51610"
"511","0.754052996635437","0.754052996635437","0.754052996635437","51711","51711","51711"
"512","0.754052996635437","0.754052996635437","0.754052996635437","51812","51812","51812"
"513","0.7545700669288635","0.7545700669288635","0.7545700669288635","51913","51913","51913"
"514","0.7539430856704712","0.7539430856704712","0.7539430856704712","52014","52014","52014"
"515","0.7541002035140991","0.7541002035140991","0.7541002035140991","52115","52115","52115"
"516","0.7543873190879822","0.7543873190879822","0.7543873190879822","52216","52216","52216"
"517","0.7539201974868774","0.7539201974868774","0.7539201974868774","52317","52317","52317"
"518","0.7544370293617249","0.7544370293617249","0.7544370293617249","52418","52418","52418"
"519","0.7544580698013306","0.7544580698013306","0.7544580698013306","52519","52519","52519"
"520","0.7541857957839966","0.7541857957839966","0.7541857957839966","52620","52620","52620"
"521","0.7540956735610962","0.7540956735610962","0.7540956735610962","52721","52721","52721"
"522","0.7537976503372192","0.7537976503372192","0.7537976503372192","52822","52822","52822"
"523","0.7544652223587036","0.7544652223587036","0.7544652223587036","52923","52923","52923"
"524","0.7539204955101013","0.7539204955101013","0.7539204955101013","53024","53024","53024"
"525","0.7547124624252319","0.7547124624252319","0.7547124624252319","53125","53125","53125"
"526","0.7550111413002014","0.7550111413002014","0.7550111413002014","53226","53226","53226"
"527","0.7544494867324829","0.7544494867324829","0.7544494867324829","53327","53327","53327"
"528","0.754806399345398","0.754806399345398","0.754806399345398","53428","53428","53428"
"529","0.7541354298591614","0.7541354298591614","0.7541354298591614","53529","53529","53529"
"530","0.7546499967575073","0.7546499967575073","0.7546499967575073","53630","53630","53630"
"531","0.7546446323394775","0.7546446323394775","0.7546446323394775","53731","53731","53731"
"532","0.754490852355957","0.754490852355957","0.754490852355957","53832","53832","53832"
"533","0.7543328404426575","0.7543328404426575","0.7543328404426575","53933","53933","53933"
"534","0.7544186115264893","0.7544186115264893","0.7544186115264893","54034","54034","54034"
"535","0.7542783617973328","0.7542783617973328","0.7542783617973328","54135","54135","54135"
"536","0.7548386454582214","0.7548386454582214","0.7548386454582214","54236","54236","54236"
"537","0.7552207708358765","0.7552207708358765","0.7552207708358765","54337","54337","54337"
"538","0.7555582523345947","0.7555582523345947","0.7555582523345947","54438","54438","54438"
"539","0.755875289440155","0.755875289440155","0.755875289440155","54539","54539","54539"
"540","0.7542504072189331","0.7542504072189331","0.7542504072189331","54640","54640","54640"
"541","0.7536712884902954","0.7536712884902954","0.7536712884902954","54741","54741","54741"
"542","0.7541730403900146","0.7541730403900146","0.7541730403900146","54842","54842","54842"
"543","0.7546467185020447","0.7546467185020447","0.7546467185020447","54943","54943","54943"
"544","0.7541306018829346","0.7541306018829346","0.7541306018829346","55044","55044","55044"
"545","0.754639208316803","0.754639208316803","0.754639208316803","55145","55145","55145"
"546","0.7548680901527405","0.7548680901527405","0.7548680901527405","55246","55246","55246"
"547","0.7548209428787231","0.7548209428787231","0.7548209428787231","55347","55347","55347"
"548","0.7551209926605225","0.7551209926605225","0.7551209926605225","55448","55448","55448"
"549","0.7543354034423828","0.7543354034423828","0.7543354034423828","55549","55549","55549"
"550","0.7549139261245728","0.7549139261245728","0.7549139261245728","55650","55650","55650"
"551","0.7555638551712036","0.7555638551712036","0.7555638551712036","55751","55751","55751"
"552","0.7557363510131836","0.7557363510131836","0.7557363510131836","55852","55852","55852"
"553","0.7529319524765015","0.7529319524765015","0.7529319524765015","55953","55953","55953"
"554","0.7548404932022095","0.7548404932022095","0.7548404932022095","56054","56054","56054"
"555","0.7545697689056396","0.7545697689056396","0.7545697689056396","56155","56155","56155"
"556","0.7539052963256836","0.7539052963256836","0.7539052963256836","56256","56256","56256"
"557","0.7552102208137512","0.7552102208137512","0.7552102208137512","56357","56357","56357"
"558","0.7558436989784241","0.7558436989784241","0.7558436989784241","56458","56458","56458"
"559","0.7560046911239624","0.7560046911239624","0.7560046911239624","56559","56559","56559"
"560","0.7550029158592224","0.7550029158592224","0.7550029158592224","56660","56660","56660"
"561","0.7551455497741699","0.7551455497741699","0.7551455497741699","56761","56761","56761"
"562","0.7548227310180664","0.7548227310180664","0.7548227310180664","56862","56862","56862"
"563","0.7547714114189148","0.7547714114189148","0.7547714114189148","56963","56963","56963"
"564","0.7555415630340576","0.7555415630340576","0.7555415630340576","57064","57064","57064"
"565","0.7553265690803528","0.7553265690803528","0.7553265690803528","57165","57165","57165"
"566","0.7552239894866943","0.7552239894866943","0.7552239894866943","57266","57266","57266"
"567","0.7545316219329834","0.7545316219329834","0.7545316219329834","57367","57367","57367"
"568","0.754463791847229","0.754463791847229","0.754463791847229","57468","57468","57468"
"569","0.755645751953125","0.755645751953125","0.755645751953125","57569","57569","57569"
"570","0.7556190490722656","0.7556190490722656","0.7556190490722656","57670","57670","57670"
"571","0.7547897100448608","0.7547897100448608","0.7547897100448608","57771","57771","57771"
"572","0.7553252577781677","0.7553252577781677","0.7553252577781677","57872","57872","57872"
"573","0.7561074495315552","0.7561074495315552","0.7561074495315552","57973","57973","57973"
"574","0.7557700872421265","0.7557700872421265","0.7557700872421265","58074","58074","58074"
"575","0.7553493976593018","0.7553493976593018","0.7553493976593018","58175","58175","58175"
"576","0.7550129890441895","0.7550129890441895","0.7550129890441895","58276","58276","58276"
"577","0.7557843327522278","0.7557843327522278","0.7557843327522278","58377","58377","58377"
"578","0.756271243095398","0.756271243095398","0.756271243095398","58478","58478","58478"
"579","0.7553475499153137","0.7553475499153137","0.7553475499153137","58579","58579","58579"
"580","0.7560796737670898","0.7560796737670898","0.7560796737670898","58680","58680","58680"
"581","0.7561841011047363","0.7561841011047363","0.7561841011047363","58781","58781","58781"
"582","0.755153238773346","0.755153238773346","0.755153238773346","58882","58882","58882"
"583","0.7552986145019531","0.7552986145019531","0.7552986145019531","58983","58983","58983"
"584","0.7560470700263977","0.7560470700263977","0.7560470700263977","59084","59084","59084"
"585","0.7548064589500427","0.7548064589500427","0.7548064589500427","59185","59185","59185"
"586","0.7551896572113037","0.7551896572113037","0.7551896572113037","59286","59286","59286"
"587","0.7559823989868164","0.7559823989868164","0.7559823989868164","59387","59387","59387"
"588","0.755874514579773","0.755874514579773","0.755874514579773","59488","59488","59488"
"589","0.7561706900596619","0.7561706900596619","0.7561706900596619","59589","59589","59589"
"590","0.7562813758850098","0.7562813758850098","0.7562813758850098","59690","59690","59690"
"591","0.7546392679214478","0.7546392679214478","0.7546392679214478","59791","59791","59791"
"592","0.7561473846435547","0.7561473846435547","0.7561473846435547","59892","59892","59892"
"593","0.7563592195510864","0.7563592195510864","0.7563592195510864","59993","59993","59993"
"594","0.7554447054862976","0.7554447054862976","0.7554447054862976","60094","60094","60094"
"595","0.7562746405601501","0.7562746405601501","0.7562746405601501","60195","60195","60195"
"596","0.755426287651062","0.755426287651062","0.755426287651062","60296","60296","60296"
"597","0.7557353973388672","0.7557353973388672","0.7557353973388672","60397","60397","60397"
"598","0.7565720081329346","0.7565720081329346","0.7565720081329346","60498","60498","60498"
"599","0.7561895251274109","0.7561895251274109","0.7561895251274109","60599","60599","60599"
"600","0.7561616897583008","0.7561616897583008","0.7561616897583008","60700","60700","60700"
"601","0.7558538317680359","0.7558538317680359","0.7558538317680359","60801","60801","60801"
"602","0.7556015253067017","0.7556015253067017","0.7556015253067017","60902","60902","60902"
"603","0.7562994956970215","0.7562994956970215","0.7562994956970215","61003","61003","61003"
"604","0.7564449310302734","0.7564449310302734","0.7564449310302734","61104","61104","61104"
"605","0.7562690377235413","0.7562690377235413","0.7562690377235413","61205","61205","61205"
"606","0.7562777400016785","0.7562777400016785","0.7562777400016785","61306","61306","61306"
"607","0.7562181949615479","0.7562181949615479","0.7562181949615479","61407","61407","61407"
"608","0.7556844353675842","0.7556844353675842","0.7556844353675842","61508","61508","61508"
"609","0.7565991282463074","0.7565991282463074","0.7565991282463074","61609","61609","61609"
"610","0.7567617893218994","0.7567617893218994","0.7567617893218994","61710","61710","61710"
"611","0.7562918066978455","0.7562918066978455","0.7562918066978455","61811","61811","61811"
"612","0.7561628818511963","0.7561628818511963","0.7561628818511963","61912","61912","61912"
"613","0.7561639547348022","0.7561639547348022","0.7561639547348022","62013","62013","62013"
"614","0.7560251951217651","0.7560251951217651","0.7560251951217651","62114","62114","62114"
"615","0.7562447786331177","0.7562447786331177","0.7562447786331177","62215","62215","62215"
"616","0.7563143372535706","0.7563143372535706","0.7563143372535706","62316","62316","62316"
"617","0.756746768951416","0.756746768951416","0.756746768951416","62417","62417","62417"
"618","0.7563446760177612","0.7563446760177612","0.7563446760177612","62518","62518","62518"
"619","0.7560235857963562","0.7560235857963562","0.7560235857963562","62619","62619","62619"
"620","0.7572027444839478","0.7572027444839478","0.7572027444839478","62720","62720","62720"
"621","0.7551152110099792","0.7551152110099792","0.7551152110099792","62821","62821","62821"
"622","0.7565906643867493","0.7565906643867493","0.7565906643867493","62922","62922","62922"
"623","0.756916880607605","0.756916880607605","0.756916880607605","63023","63023","63023"
"624","0.7556866407394409","0.7556866407394409","0.7556866407394409","63124","63124","63124"
"625","0.7556607127189636","0.7556607127189636","0.7556607127189636","63225","63225","63225"
"626","0.7564630508422852","0.7564630508422852","0.7564630508422852","63326","63326","63326"
"627","0.7558284401893616","0.7558284401893616","0.7558284401893616","63427","63427","63427"
"628","0.7559205293655396","0.7559205293655396","0.7559205293655396","63528","63528","63528"
"629","0.7556033134460449","0.7556033134460449","0.7556033134460449","63629","63629","63629"
"630","0.7568740844726562","0.7568740844726562","0.7568740844726562","63730","63730","63730"
"631","0.7558184266090393","0.7558184266090393","0.7558184266090393","63831","63831","63831"
"632","0.7559891939163208","0.7559891939163208","0.7559891939163208","63932","63932","63932"
"633","0.7564597129821777","0.7564597129821777","0.7564597129821777","64033","64033","64033"
"634","0.7561960220336914","0.7561960220336914","0.7561960220336914","64134","64134","64134"
"635","0.7565613389015198","0.7565613389015198","0.7565613389015198","64235","64235","64235"
"636","0.7565616369247437","0.7565616369247437","0.7565616369247437","64336","64336","64336"
"637","0.7569149732589722","0.7569149732589722","0.7569149732589722","64437","64437","64437"
"638","0.7569039463996887","0.7569039463996887","0.7569039463996887","64538","64538","64538"
"639","0.7568303346633911","0.7568303346633911","0.7568303346633911","64639","64639","64639"
"640","0.7558295130729675","0.7558295130729675","0.7558295130729675","64740","64740","64740"
"641","0.7568390369415283","0.7568390369415283","0.7568390369415283","64841","64841","64841"
"642","0.7570275068283081","0.7570275068283081","0.7570275068283081","64942","64942","64942"
"643","0.7561365962028503","0.7561365962028503","0.7561365962028503","65043","65043","65043"
"644","0.7564697265625","0.7564697265625","0.7564697265625","65144","65144","65144"
"645","0.7561505436897278","0.7561505436897278","0.7561505436897278","65245","65245","65245"
"646","0.7570139169692993","0.7570139169692993","0.7570139169692993","65346","65346","65346"
"647","0.7569361925125122","0.7569361925125122","0.7569361925125122","65447","65447","65447"
"648","0.7571611404418945","0.7571611404418945","0.7571611404418945","65548","65548","65548"
"649","0.7569226622581482","0.7569226622581482","0.7569226622581482","65649","65649","65649"
"650","0.7571301460266113","0.7571301460266113","0.7571301460266113","65750","65750","65750"
"651","0.7573118209838867","0.7573118209838867","0.7573118209838867","65851","65851","65851"
"652","0.7569938898086548","0.7569938898086548","0.7569938898086548","65952","65952","65952"
"653","0.757090151309967","0.757090151309967","0.757090151309967","66053","66053","66053"
"654","0.7573643326759338","0.7573643326759338","0.7573643326759338","66154","66154","66154"
"655","0.7566348314285278","0.7566348314285278","0.7566348314285278","66255","66255","66255"
"656","0.7571903467178345","0.7571903467178345","0.7571903467178345","66356","66356","66356"
"657","0.7569773197174072","0.7569773197174072","0.7569773197174072","66457","66457","66457"
"658","0.7563974857330322","0.7563974857330322","0.7563974857330322","66558","66558","66558"
"659","0.7571595311164856","0.7571595311164856","0.7571595311164856","66659","66659","66659"
"660","0.7571779489517212","0.7571779489517212","0.7571779489517212","66760","66760","66760"
"661","0.7568773031234741","0.7568773031234741","0.7568773031234741","66861","66861","66861"
"662","0.756463348865509","0.756463348865509","0.756463348865509","66962","66962","66962"
"663","0.7571155428886414","0.7571155428886414","0.7571155428886414","67063","67063","67063"
"664","0.7567624449729919","0.7567624449729919","0.7567624449729919","67164","67164","67164"
"665","0.7570244669914246","0.7570244669914246","0.7570244669914246","67265","67265","67265"
"666","0.7569618225097656","0.7569618225097656","0.7569618225097656","67366","67366","67366"
"667","0.7571466565132141","0.7571466565132141","0.7571466565132141","67467","67467","67467"
"668","0.7573337554931641","0.7573337554931641","0.7573337554931641","67568","67568","67568"
"669","0.7574774622917175","0.7574774622917175","0.7574774622917175","67669","67669","67669"
"670","0.7571747899055481","0.7571747899055481","0.7571747899055481","67770","67770","67770"
"671","0.7570627927780151","0.7570627927780151","0.7570627927780151","67871","67871","67871"
"672","0.7570860981941223","0.7570860981941223","0.7570860981941223","67972","67972","67972"
"673","0.7572147846221924","0.7572147846221924","0.7572147846221924","68073","68073","68073"
"674","0.7568293809890747","0.7568293809890747","0.7568293809890747","68174","68174","68174"
"675","0.7570880055427551","0.7570880055427551","0.7570880055427551","68275","68275","68275"
"676","0.7568051815032959","0.7568051815032959","0.7568051815032959","68376","68376","68376"
"677","0.7574478387832642","0.7574478387832642","0.7574478387832642","68477","68477","68477"
"678","0.7571871280670166","0.7571871280670166","0.7571871280670166","68578","68578","68578"
"679","0.7574220895767212","0.7574220895767212","0.7574220895767212","68679","68679","68679"
"680","0.7571359872817993","0.7571359872817993","0.7571359872817993","68780","68780","68780"
"681","0.757136344909668","0.757136344909668","0.757136344909668","68881","68881","68881"
"682","0.7572383284568787","0.7572383284568787","0.7572383284568787","68982","68982","68982"
"683","0.7573190927505493","0.7573190927505493","0.7573190927505493","69083","69083","69083"
"684","0.7570834159851074","0.7570834159851074","0.7570834159851074","69184","69184","69184"
"685","0.757174015045166","0.757174015045166","0.757174015045166","69285","69285","69285"
"686","0.7573025822639465","0.7573025822639465","0.7573025822639465","69386","69386","69386"
"687","0.7576285004615784","0.7576285004615784","0.7576285004615784","69487","69487","69487"
"688","0.757366418838501","0.757366418838501","0.757366418838501","69588","69588","69588"
"689","0.7571899890899658","0.7571899890899658","0.7571899890899658","69689","69689","69689"
"690","0.7571493983268738","0.7571493983268738","0.7571493983268738","69790","69790","69790"
"691","0.7574100494384766","0.7574100494384766","0.7574100494384766","69891","69891","69891"
"692","0.757380485534668","0.757380485534668","0.757380485534668","69992","69992","69992"
"693","0.7575775384902954","0.7575775384902954","0.7575775384902954","70093","70093","70093"
"694","0.7572927474975586","0.7572927474975586","0.7572927474975586","70194","70194","70194"
"695","0.7571374177932739","0.7571374177932739","0.7571374177932739","70295","70295","70295"
"696","0.7570822238922119","0.7570822238922119","0.7570822238922119","70396","70396","70396"
