"epoch","olive-shadow-2 - pearson","olive-shadow-2 - pearson__MIN","olive-shadow-2 - pearson__MAX","olive-shadow-2 - _step","olive-shadow-2 - _step__MIN","olive-shadow-2 - _step__MAX"
"182","0.7218774557113647","0.7218774557113647","0.7218774557113647","18482","18482","18482"
"183","0.7234319448471069","0.7234319448471069","0.7234319448471069","18583","18583","18583"
"184","0.7228535413742065","0.7228535413742065","0.7228535413742065","18684","18684","18684"
"185","0.7214511632919312","0.7214511632919312","0.7214511632919312","18785","18785","18785"
"186","0.7174273729324341","0.7174273729324341","0.7174273729324341","18886","18886","18886"
"187","0.7233579754829407","0.7233579754829407","0.7233579754829407","18987","18987","18987"
"188","0.7232942581176758","0.7232942581176758","0.7232942581176758","19088","19088","19088"
"189","0.7258957028388977","0.7258957028388977","0.7258957028388977","19189","19189","19189"
"190","0.7236337661743164","0.7236337661743164","0.7236337661743164","19290","19290","19290"
"191","0.7225078344345093","0.7225078344345093","0.7225078344345093","19391","19391","19391"
"192","0.7235473990440369","0.7235473990440369","0.7235473990440369","19492","19492","19492"
"193","0.7242841720581055","0.7242841720581055","0.7242841720581055","19593","19593","19593"
"194","0.7245206236839294","0.7245206236839294","0.7245206236839294","19694","19694","19694"
"195","0.7254675030708313","0.7254675030708313","0.7254675030708313","19795","19795","19795"
"196","0.7224048972129822","0.7224048972129822","0.7224048972129822","19896","19896","19896"
"197","0.7241493463516235","0.7241493463516235","0.7241493463516235","19997","19997","19997"
"198","0.7225207090377808","0.7225207090377808","0.7225207090377808","20098","20098","20098"
"199","0.7265372276306152","0.7265372276306152","0.7265372276306152","20199","20199","20199"
"200","0.728173017501831","0.728173017501831","0.728173017501831","20300","20300","20300"
"201","0.7270880937576294","0.7270880937576294","0.7270880937576294","20401","20401","20401"
"202","0.7271925210952759","0.7271925210952759","0.7271925210952759","20502","20502","20502"
"203","0.7300934791564941","0.7300934791564941","0.7300934791564941","20603","20603","20603"
"204","0.7271367907524109","0.7271367907524109","0.7271367907524109","20704","20704","20704"
"205","0.728487491607666","0.728487491607666","0.728487491607666","20805","20805","20805"
"206","0.7298810482025146","0.7298810482025146","0.7298810482025146","20906","20906","20906"
"207","0.7281508445739746","0.7281508445739746","0.7281508445739746","21007","21007","21007"
"208","0.731044352054596","0.731044352054596","0.731044352054596","21108","21108","21108"
"209","0.7275246977806091","0.7275246977806091","0.7275246977806091","21209","21209","21209"
"210","0.7310371398925781","0.7310371398925781","0.7310371398925781","21310","21310","21310"
"211","0.7303765416145325","0.7303765416145325","0.7303765416145325","21411","21411","21411"
"212","0.7327321767807007","0.7327321767807007","0.7327321767807007","21512","21512","21512"
"213","0.7298138737678528","0.7298138737678528","0.7298138737678528","21613","21613","21613"
"214","0.7288063168525696","0.7288063168525696","0.7288063168525696","21714","21714","21714"
"215","0.730692446231842","0.730692446231842","0.730692446231842","21815","21815","21815"
"216","0.7285856008529663","0.7285856008529663","0.7285856008529663","21916","21916","21916"
"217","0.7276142835617065","0.7276142835617065","0.7276142835617065","22017","22017","22017"
"218","0.7269179821014404","0.7269179821014404","0.7269179821014404","22118","22118","22118"
"219","0.7310319542884827","0.7310319542884827","0.7310319542884827","22219","22219","22219"
"220","0.7318187952041626","0.7318187952041626","0.7318187952041626","22320","22320","22320"
"221","0.7298176288604736","0.7298176288604736","0.7298176288604736","22421","22421","22421"
"222","0.7290964126586914","0.7290964126586914","0.7290964126586914","22522","22522","22522"
"223","0.7338106632232666","0.7338106632232666","0.7338106632232666","22623","22623","22623"
"224","0.7303588390350342","0.7303588390350342","0.7303588390350342","22724","22724","22724"
"225","0.7310659885406494","0.7310659885406494","0.7310659885406494","22825","22825","22825"
"226","0.7319290637969971","0.7319290637969971","0.7319290637969971","22926","22926","22926"
"227","0.7300467491149902","0.7300467491149902","0.7300467491149902","23027","23027","23027"
"228","0.7313649654388428","0.7313649654388428","0.7313649654388428","23128","23128","23128"
"229","0.7336786389350891","0.7336786389350891","0.7336786389350891","23229","23229","23229"
"230","0.732776939868927","0.732776939868927","0.732776939868927","23330","23330","23330"
"231","0.7344244718551636","0.7344244718551636","0.7344244718551636","23431","23431","23431"
"232","0.7339479327201843","0.7339479327201843","0.7339479327201843","23532","23532","23532"
"233","0.7328237295150757","0.7328237295150757","0.7328237295150757","23633","23633","23633"
"234","0.732712984085083","0.732712984085083","0.732712984085083","23734","23734","23734"
"235","0.7340084314346313","0.7340084314346313","0.7340084314346313","23835","23835","23835"
"236","0.7346485257148743","0.7346485257148743","0.7346485257148743","23936","23936","23936"
"237","0.7311022281646729","0.7311022281646729","0.7311022281646729","24037","24037","24037"
"238","0.7348580360412598","0.7348580360412598","0.7348580360412598","24138","24138","24138"
"239","0.7341384887695312","0.7341384887695312","0.7341384887695312","24239","24239","24239"
"240","0.7308810949325562","0.7308810949325562","0.7308810949325562","24340","24340","24340"
"241","0.7337155342102051","0.7337155342102051","0.7337155342102051","24441","24441","24441"
"242","0.7336553335189819","0.7336553335189819","0.7336553335189819","24542","24542","24542"
"243","0.7344945073127747","0.7344945073127747","0.7344945073127747","24643","24643","24643"
"244","0.7322112917900085","0.7322112917900085","0.7322112917900085","24744","24744","24744"
"245","0.7320228219032288","0.7320228219032288","0.7320228219032288","24845","24845","24845"
"246","0.7338687181472778","0.7338687181472778","0.7338687181472778","24946","24946","24946"
"247","0.7365661859512329","0.7365661859512329","0.7365661859512329","25047","25047","25047"
"248","0.7347317337989807","0.7347317337989807","0.7347317337989807","25148","25148","25148"
"249","0.7328163385391235","0.7328163385391235","0.7328163385391235","25249","25249","25249"
"250","0.7358812093734741","0.7358812093734741","0.7358812093734741","25350","25350","25350"
"251","0.7357093691825867","0.7357093691825867","0.7357093691825867","25451","25451","25451"
"252","0.7366764545440674","0.7366764545440674","0.7366764545440674","25552","25552","25552"
"253","0.7323291301727295","0.7323291301727295","0.7323291301727295","25653","25653","25653"
"254","0.7357785701751709","0.7357785701751709","0.7357785701751709","25754","25754","25754"
"255","0.7354555130004883","0.7354555130004883","0.7354555130004883","25855","25855","25855"
"256","0.7353394031524658","0.7353394031524658","0.7353394031524658","25956","25956","25956"
"257","0.7350391149520874","0.7350391149520874","0.7350391149520874","26057","26057","26057"
"258","0.737564206123352","0.737564206123352","0.737564206123352","26158","26158","26158"
"259","0.7361144423484802","0.7361144423484802","0.7361144423484802","26259","26259","26259"
"260","0.7375407218933105","0.7375407218933105","0.7375407218933105","26360","26360","26360"
"261","0.7353641986846924","0.7353641986846924","0.7353641986846924","26461","26461","26461"
"262","0.7370615005493164","0.7370615005493164","0.7370615005493164","26562","26562","26562"
"263","0.7378847002983093","0.7378847002983093","0.7378847002983093","26663","26663","26663"
"264","0.7366234064102173","0.7366234064102173","0.7366234064102173","26764","26764","26764"
"265","0.7383691072463989","0.7383691072463989","0.7383691072463989","26865","26865","26865"
"266","0.7382051944732666","0.7382051944732666","0.7382051944732666","26966","26966","26966"
"267","0.7363550662994385","0.7363550662994385","0.7363550662994385","27067","27067","27067"
"268","0.7374409437179565","0.7374409437179565","0.7374409437179565","27168","27168","27168"
"269","0.7380006313323975","0.7380006313323975","0.7380006313323975","27269","27269","27269"
"270","0.7372982501983643","0.7372982501983643","0.7372982501983643","27370","27370","27370"
"271","0.7369837760925293","0.7369837760925293","0.7369837760925293","27471","27471","27471"
"272","0.7384469509124756","0.7384469509124756","0.7384469509124756","27572","27572","27572"
"273","0.7384828329086304","0.7384828329086304","0.7384828329086304","27673","27673","27673"
"274","0.7374459505081177","0.7374459505081177","0.7374459505081177","27774","27774","27774"
"275","0.7389603853225708","0.7389603853225708","0.7389603853225708","27875","27875","27875"
"276","0.7388688325881958","0.7388688325881958","0.7388688325881958","27976","27976","27976"
"277","0.7364281415939331","0.7364281415939331","0.7364281415939331","28077","28077","28077"
"278","0.7383490204811096","0.7383490204811096","0.7383490204811096","28178","28178","28178"
"279","0.738510251045227","0.738510251045227","0.738510251045227","28279","28279","28279"
"280","0.7400994896888733","0.7400994896888733","0.7400994896888733","28380","28380","28380"
"281","0.7396281957626343","0.7396281957626343","0.7396281957626343","28481","28481","28481"
"282","0.7364527583122253","0.7364527583122253","0.7364527583122253","28582","28582","28582"
"283","0.7388734817504883","0.7388734817504883","0.7388734817504883","28683","28683","28683"
"284","0.7391828894615173","0.7391828894615173","0.7391828894615173","28784","28784","28784"
"285","0.737318217754364","0.737318217754364","0.737318217754364","28885","28885","28885"
"286","0.7383480072021484","0.7383480072021484","0.7383480072021484","28986","28986","28986"
"287","0.7403743267059326","0.7403743267059326","0.7403743267059326","29087","29087","29087"
"288","0.7395519018173218","0.7395519018173218","0.7395519018173218","29188","29188","29188"
"289","0.7355985045433044","0.7355985045433044","0.7355985045433044","29289","29289","29289"
"290","0.7375054359436035","0.7375054359436035","0.7375054359436035","29390","29390","29390"
"291","0.7380446195602417","0.7380446195602417","0.7380446195602417","29491","29491","29491"
"292","0.7355498671531677","0.7355498671531677","0.7355498671531677","29592","29592","29592"
"293","0.7370355129241943","0.7370355129241943","0.7370355129241943","29693","29693","29693"
"294","0.7385552525520325","0.7385552525520325","0.7385552525520325","29794","29794","29794"
"295","0.7385830879211426","0.7385830879211426","0.7385830879211426","29895","29895","29895"
"296","0.7352200746536255","0.7352200746536255","0.7352200746536255","29996","29996","29996"
"297","0.7401777505874634","0.7401777505874634","0.7401777505874634","30097","30097","30097"
"298","0.7362381219863892","0.7362381219863892","0.7362381219863892","30198","30198","30198"
"299","0.7403064370155334","0.7403064370155334","0.7403064370155334","30299","30299","30299"
"300","0.7410471439361572","0.7410471439361572","0.7410471439361572","30400","30400","30400"
"301","0.7402554154396057","0.7402554154396057","0.7402554154396057","30501","30501","30501"
"302","0.739403247833252","0.739403247833252","0.739403247833252","30602","30602","30602"
"303","0.7405260801315308","0.7405260801315308","0.7405260801315308","30703","30703","30703"
"304","0.7396937608718872","0.7396937608718872","0.7396937608718872","30804","30804","30804"
"305","0.7383079528808594","0.7383079528808594","0.7383079528808594","30905","30905","30905"
"306","0.7379906177520752","0.7379906177520752","0.7379906177520752","31006","31006","31006"
"307","0.739572286605835","0.739572286605835","0.739572286605835","31107","31107","31107"
"308","0.7406262159347534","0.7406262159347534","0.7406262159347534","31208","31208","31208"
"309","0.7402832508087158","0.7402832508087158","0.7402832508087158","31309","31309","31309"
"310","0.7406607270240784","0.7406607270240784","0.7406607270240784","31410","31410","31410"
"311","0.7412563562393188","0.7412563562393188","0.7412563562393188","31511","31511","31511"
"312","0.7391555309295654","0.7391555309295654","0.7391555309295654","31612","31612","31612"
"313","0.738933801651001","0.738933801651001","0.738933801651001","31713","31713","31713"
"314","0.7416935563087463","0.7416935563087463","0.7416935563087463","31814","31814","31814"
"315","0.7421842813491821","0.7421842813491821","0.7421842813491821","31915","31915","31915"
"316","0.7406051158905029","0.7406051158905029","0.7406051158905029","32016","32016","32016"
"317","0.7418378591537476","0.7418378591537476","0.7418378591537476","32117","32117","32117"
"318","0.7414792776107788","0.7414792776107788","0.7414792776107788","32218","32218","32218"
"319","0.7416319847106934","0.7416319847106934","0.7416319847106934","32319","32319","32319"
"320","0.7410206198692322","0.7410206198692322","0.7410206198692322","32420","32420","32420"
"321","0.7388111352920532","0.7388111352920532","0.7388111352920532","32521","32521","32521"
"322","0.741610586643219","0.741610586643219","0.741610586643219","32622","32622","32622"
"323","0.7406322360038757","0.7406322360038757","0.7406322360038757","32723","32723","32723"
"324","0.7390986084938049","0.7390986084938049","0.7390986084938049","32824","32824","32824"
"325","0.741118311882019","0.741118311882019","0.741118311882019","32925","32925","32925"
"326","0.742378294467926","0.742378294467926","0.742378294467926","33026","33026","33026"
"327","0.7437164187431335","0.7437164187431335","0.7437164187431335","33127","33127","33127"
"328","0.7416664958000183","0.7416664958000183","0.7416664958000183","33228","33228","33228"
"329","0.7424601316452026","0.7424601316452026","0.7424601316452026","33329","33329","33329"
"330","0.7430381774902344","0.7430381774902344","0.7430381774902344","33430","33430","33430"
"331","0.7423841953277588","0.7423841953277588","0.7423841953277588","33531","33531","33531"
"332","0.7434741258621216","0.7434741258621216","0.7434741258621216","33632","33632","33632"
"333","0.7411566376686096","0.7411566376686096","0.7411566376686096","33733","33733","33733"
"334","0.742773175239563","0.742773175239563","0.742773175239563","33834","33834","33834"
"335","0.7439307570457458","0.7439307570457458","0.7439307570457458","33935","33935","33935"
"336","0.7420727014541626","0.7420727014541626","0.7420727014541626","34036","34036","34036"
"337","0.7444559335708618","0.7444559335708618","0.7444559335708618","34137","34137","34137"
"338","0.741779088973999","0.741779088973999","0.741779088973999","34238","34238","34238"
"339","0.7427682876586914","0.7427682876586914","0.7427682876586914","34339","34339","34339"
"340","0.7424821853637695","0.7424821853637695","0.7424821853637695","34440","34440","34440"
"341","0.7436181902885437","0.7436181902885437","0.7436181902885437","34541","34541","34541"
"342","0.7415279746055603","0.7415279746055603","0.7415279746055603","34642","34642","34642"
"343","0.7428125143051147","0.7428125143051147","0.7428125143051147","34743","34743","34743"
"344","0.7444286942481995","0.7444286942481995","0.7444286942481995","34844","34844","34844"
"345","0.7440955638885498","0.7440955638885498","0.7440955638885498","34945","34945","34945"
"346","0.7439172863960266","0.7439172863960266","0.7439172863960266","35046","35046","35046"
