"epoch","olive-shadow-2 - train_loss","olive-shadow-2 - train_loss__MIN","olive-shadow-2 - train_loss__MAX","olive-shadow-2 - _step","olive-shadow-2 - _step__MIN","olive-shadow-2 - _step__MAX"
"84","63.04658416748047","63.04658416748047","63.04658416748047","8584","8584","8584"
"85","63.15460201263428","63.15460201263428","63.15460201263428","8685","8685","8685"
"86","63.09949981689453","63.09949981689453","63.09949981689453","8786","8786","8786"
"87","63.741892185211185","63.741892185211185","63.741892185211185","8887","8887","8887"
"88","62.83910739898682","62.83910739898682","62.83910739898682","8988","8988","8988"
"89","63.134021263122555","63.134021263122555","63.134021263122555","9089","9089","9089"
"90","62.71350902557373","62.71350902557373","62.71350902557373","9190","9190","9190"
"91","62.590251770019535","62.590251770019535","62.590251770019535","9291","9291","9291"
"92","62.757268257141114","62.757268257141114","62.757268257141114","9392","9392","9392"
"93","62.67286327362061","62.67286327362061","62.67286327362061","9493","9493","9493"
"94","62.36812759399414","62.36812759399414","62.36812759399414","9594","9594","9594"
"95","62.51164253234863","62.51164253234863","62.51164253234863","9695","9695","9695"
"96","62.31698577880859","62.31698577880859","62.31698577880859","9796","9796","9796"
"97","62.162516860961915","62.162516860961915","62.162516860961915","9897","9897","9897"
"98","62.0833504486084","62.0833504486084","62.0833504486084","9998","9998","9998"
"99","62.00874042510986","62.00874042510986","62.00874042510986","10099","10099","10099"
"100","61.93950859069824","61.93950859069824","61.93950859069824","10200","10200","10200"
"101","61.99919689178467","61.99919689178467","61.99919689178467","10301","10301","10301"
"102","61.92114181518555","61.92114181518555","61.92114181518555","10402","10402","10402"
"103","61.72475658416748","61.72475658416748","61.72475658416748","10503","10503","10503"
"104","61.60019344329834","61.60019344329834","61.60019344329834","10604","10604","10604"
"105","61.695060386657715","61.695060386657715","61.695060386657715","10705","10705","10705"
"106","61.605709114074706","61.605709114074706","61.605709114074706","10806","10806","10806"
"107","61.36616874694824","61.36616874694824","61.36616874694824","10907","10907","10907"
"108","61.41045223236084","61.41045223236084","61.41045223236084","11008","11008","11008"
"109","61.337135848999026","61.337135848999026","61.337135848999026","11109","11109","11109"
"110","61.26983459472656","61.26983459472656","61.26983459472656","11210","11210","11210"
"111","61.33811408996582","61.33811408996582","61.33811408996582","11311","11311","11311"
"112","61.19746883392334","61.19746883392334","61.19746883392334","11412","11412","11412"
"113","61.42095657348633","61.42095657348633","61.42095657348633","11513","11513","11513"
"114","60.93100463867187","60.93100463867187","60.93100463867187","11614","11614","11614"
"115","61.00949722290039","61.00949722290039","61.00949722290039","11715","11715","11715"
"116","61.078314533233645","61.078314533233645","61.078314533233645","11816","11816","11816"
"117","61.12611248016358","61.12611248016358","61.12611248016358","11917","11917","11917"
"118","60.930851516723635","60.930851516723635","60.930851516723635","12018","12018","12018"
"119","60.536349296569824","60.536349296569824","60.536349296569824","12119","12119","12119"
"120","60.490036239624025","60.490036239624025","60.490036239624025","12220","12220","12220"
"121","60.726761932373044","60.726761932373044","60.726761932373044","12321","12321","12321"
"122","60.62447895050049","60.62447895050049","60.62447895050049","12422","12422","12422"
"123","60.376660194396976","60.376660194396976","60.376660194396976","12523","12523","12523"
"124","60.273317432403566","60.273317432403566","60.273317432403566","12624","12624","12624"
"125","60.425917892456056","60.425917892456056","60.425917892456056","12725","12725","12725"
"126","60.54251823425293","60.54251823425293","60.54251823425293","12826","12826","12826"
"127","60.17495510101318","60.17495510101318","60.17495510101318","12927","12927","12927"
"128","60.45359760284424","60.45359760284424","60.45359760284424","13028","13028","13028"
"129","60.17349918365478","60.17349918365478","60.17349918365478","13129","13129","13129"
"130","60.302368240356444","60.302368240356444","60.302368240356444","13230","13230","13230"
"131","60.24309757232666","60.24309757232666","60.24309757232666","13331","13331","13331"
"132","60.670204963684085","60.670204963684085","60.670204963684085","13432","13432","13432"
"133","59.90183712005615","59.90183712005615","59.90183712005615","13533","13533","13533"
"134","59.99099380493164","59.99099380493164","59.99099380493164","13634","13634","13634"
"135","59.92775844573975","59.92775844573975","59.92775844573975","13735","13735","13735"
"136","61.018463897705075","61.018463897705075","61.018463897705075","13836","13836","13836"
"137","61.0461661529541","61.0461661529541","61.0461661529541","13937","13937","13937"
"138","61.12706027984619","61.12706027984619","61.12706027984619","14038","14038","14038"
"139","62.6451900100708","62.6451900100708","62.6451900100708","14139","14139","14139"
"140","67.597991065979","67.597991065979","67.597991065979","14240","14240","14240"
"141","62.06184307098388","62.06184307098388","62.06184307098388","14341","14341","14341"
"142","62.00435947418213","62.00435947418213","62.00435947418213","14442","14442","14442"
"143","63.29365161895752","63.29365161895752","63.29365161895752","14543","14543","14543"
"144","61.57579719543457","61.57579719543457","61.57579719543457","14644","14644","14644"
"145","61.39780097961426","61.39780097961426","61.39780097961426","14745","14745","14745"
"146","61.03100193023682","61.03100193023682","61.03100193023682","14846","14846","14846"
"147","60.71172695159912","60.71172695159912","60.71172695159912","14947","14947","14947"
"148","61.054495353698734","61.054495353698734","61.054495353698734","15048","15048","15048"
"149","61.13296184539795","61.13296184539795","61.13296184539795","15149","15149","15149"
"150","60.46315605163574","60.46315605163574","60.46315605163574","15250","15250","15250"
"151","60.50197967529297","60.50197967529297","60.50197967529297","15351","15351","15351"
"152","60.002526931762695","60.002526931762695","60.002526931762695","15452","15452","15452"
"153","59.892262649536136","59.892262649536136","59.892262649536136","15553","15553","15553"
"154","60.201531867980954","60.201531867980954","60.201531867980954","15654","15654","15654"
"155","60.41436252593994","60.41436252593994","60.41436252593994","15755","15755","15755"
"156","60.10395881652832","60.10395881652832","60.10395881652832","15856","15856","15856"
"157","60.37774871826172","60.37774871826172","60.37774871826172","15957","15957","15957"
"158","59.65112663269043","59.65112663269043","59.65112663269043","16058","16058","16058"
"159","59.134179763793945","59.134179763793945","59.134179763793945","16159","16159","16159"
"160","59.48461627960205","59.48461627960205","59.48461627960205","16260","16260","16260"
"161","58.892146797180175","58.892146797180175","58.892146797180175","16361","16361","16361"
"162","59.28369831085205","59.28369831085205","59.28369831085205","16462","16462","16462"
"163","59.08532581329346","59.08532581329346","59.08532581329346","16563","16563","16563"
"164","58.98540012359619","58.98540012359619","58.98540012359619","16664","16664","16664"
"165","58.88756103515625","58.88756103515625","58.88756103515625","16765","16765","16765"
"166","58.92619094848633","58.92619094848633","58.92619094848633","16866","16866","16866"
"167","59.06248687744141","59.06248687744141","59.06248687744141","16967","16967","16967"
"168","58.90479663848877","58.90479663848877","58.90479663848877","17068","17068","17068"
"169","60.3817240524292","60.3817240524292","60.3817240524292","17169","17169","17169"
"170","58.644324226379396","58.644324226379396","58.644324226379396","17270","17270","17270"
"171","58.380064506530765","58.380064506530765","58.380064506530765","17371","17371","17371"
"172","58.24447296142578","58.24447296142578","58.24447296142578","17472","17472","17472"
"173","58.273969650268555","58.273969650268555","58.273969650268555","17573","17573","17573"
"174","58.98869071960449","58.98869071960449","58.98869071960449","17674","17674","17674"
"175","58.1738737487793","58.1738737487793","58.1738737487793","17775","17775","17775"
"176","58.109165077209475","58.109165077209475","58.109165077209475","17876","17876","17876"
"177","58.035398635864254","58.035398635864254","58.035398635864254","17977","17977","17977"
"178","58.157085494995115","58.157085494995115","58.157085494995115","18078","18078","18078"
"179","57.903788261413574","57.903788261413574","57.903788261413574","18179","18179","18179"
"180","57.92407543182373","57.92407543182373","57.92407543182373","18280","18280","18280"
"181","57.92484680175781","57.92484680175781","57.92484680175781","18381","18381","18381"
"182","58.11927268981933","58.11927268981933","58.11927268981933","18482","18482","18482"
"183","57.70129764556885","57.70129764556885","57.70129764556885","18583","18583","18583"
"184","57.74842342376709","57.74842342376709","57.74842342376709","18684","18684","18684"
"185","57.793273735046384","57.793273735046384","57.793273735046384","18785","18785","18785"
"186","58.60097991943359","58.60097991943359","58.60097991943359","18886","18886","18886"
"187","57.71876865386963","57.71876865386963","57.71876865386963","18987","18987","18987"
"188","57.72521106719971","57.72521106719971","57.72521106719971","19088","19088","19088"
"189","58.03766082763672","58.03766082763672","58.03766082763672","19189","19189","19189"
"190","57.41230484008789","57.41230484008789","57.41230484008789","19290","19290","19290"
"191","57.42949676513672","57.42949676513672","57.42949676513672","19391","19391","19391"
"192","57.70942707061768","57.70942707061768","57.70942707061768","19492","19492","19492"
"193","57.93916217803955","57.93916217803955","57.93916217803955","19593","19593","19593"
"194","57.431989212036136","57.431989212036136","57.431989212036136","19694","19694","19694"
"195","57.38118999481201","57.38118999481201","57.38118999481201","19795","19795","19795"
"196","57.26360904693603","57.26360904693603","57.26360904693603","19896","19896","19896"
"197","57.19653102874756","57.19653102874756","57.19653102874756","19997","19997","19997"
"198","57.12170124053955","57.12170124053955","57.12170124053955","20098","20098","20098"
"199","57.217000045776366","57.217000045776366","57.217000045776366","20199","20199","20199"
"200","56.87071014404297","56.87071014404297","56.87071014404297","20300","20300","20300"
"201","56.79130813598633","56.79130813598633","56.79130813598633","20401","20401","20401"
"202","56.68700756072998","56.68700756072998","56.68700756072998","20502","20502","20502"
"203","56.67588680267334","56.67588680267334","56.67588680267334","20603","20603","20603"
"204","56.66811256408691","56.66811256408691","56.66811256408691","20704","20704","20704"
"205","56.54752471923828","56.54752471923828","56.54752471923828","20805","20805","20805"
"206","56.55726535797119","56.55726535797119","56.55726535797119","20906","20906","20906"
"207","56.52154945373535","56.52154945373535","56.52154945373535","21007","21007","21007"
"208","56.48363243103027","56.48363243103027","56.48363243103027","21108","21108","21108"
"209","56.450599098205565","56.450599098205565","56.450599098205565","21209","21209","21209"
"210","56.566545753479005","56.566545753479005","56.566545753479005","21310","21310","21310"
"211","56.53618110656738","56.53618110656738","56.53618110656738","21411","21411","21411"
"212","56.623649520874025","56.623649520874025","56.623649520874025","21512","21512","21512"
"213","56.57650203704834","56.57650203704834","56.57650203704834","21613","21613","21613"
"214","56.361802101135254","56.361802101135254","56.361802101135254","21714","21714","21714"
"215","56.4140648651123","56.4140648651123","56.4140648651123","21815","21815","21815"
"216","56.36219707489013","56.36219707489013","56.36219707489013","21916","21916","21916"
"217","56.39279029846191","56.39279029846191","56.39279029846191","22017","22017","22017"
"218","56.39265155792236","56.39265155792236","56.39265155792236","22118","22118","22118"
"219","56.514856605529786","56.514856605529786","56.514856605529786","22219","22219","22219"
"220","56.30250671386719","56.30250671386719","56.30250671386719","22320","22320","22320"
"221","56.35042514801025","56.35042514801025","56.35042514801025","22421","22421","22421"
"222","56.22084251403808","56.22084251403808","56.22084251403808","22522","22522","22522"
"223","56.162804679870604","56.162804679870604","56.162804679870604","22623","22623","22623"
"224","56.23443660736084","56.23443660736084","56.23443660736084","22724","22724","22724"
"225","56.16562747955322","56.16562747955322","56.16562747955322","22825","22825","22825"
"226","56.237770881652835","56.237770881652835","56.237770881652835","22926","22926","22926"
"227","56.14788135528565","56.14788135528565","56.14788135528565","23027","23027","23027"
"228","56.0097483253479","56.0097483253479","56.0097483253479","23128","23128","23128"
"229","56.13078159332275","56.13078159332275","56.13078159332275","23229","23229","23229"
"230","56.13739097595215","56.13739097595215","56.13739097595215","23330","23330","23330"
"231","56.07504783630371","56.07504783630371","56.07504783630371","23431","23431","23431"
"232","56.02035583496094","56.02035583496094","56.02035583496094","23532","23532","23532"
"233","56.02859878540039","56.02859878540039","56.02859878540039","23633","23633","23633"
"234","56.018329772949215","56.018329772949215","56.018329772949215","23734","23734","23734"
"235","55.949537925720215","55.949537925720215","55.949537925720215","23835","23835","23835"
"236","56.00993175506592","56.00993175506592","56.00993175506592","23936","23936","23936"
"237","55.91949821472168","55.91949821472168","55.91949821472168","24037","24037","24037"
"238","56.08564697265625","56.08564697265625","56.08564697265625","24138","24138","24138"
"239","55.890307655334475","55.890307655334475","55.890307655334475","24239","24239","24239"
"240","56.05544277191162","56.05544277191162","56.05544277191162","24340","24340","24340"
"241","55.8768564414978","55.8768564414978","55.8768564414978","24441","24441","24441"
"242","55.984922332763674","55.984922332763674","55.984922332763674","24542","24542","24542"
"243","55.967675399780276","55.967675399780276","55.967675399780276","24643","24643","24643"
"244","55.890922203063965","55.890922203063965","55.890922203063965","24744","24744","24744"
"245","55.79103889465332","55.79103889465332","55.79103889465332","24845","24845","24845"
"246","56.007060317993165","56.007060317993165","56.007060317993165","24946","24946","24946"
"247","55.74073341369629","55.74073341369629","55.74073341369629","25047","25047","25047"
"248","55.83659290313721","55.83659290313721","55.83659290313721","25148","25148","25148"
"249","55.65356521606445","55.65356521606445","55.65356521606445","25249","25249","25249"
"250","56.20956546783447","56.20956546783447","56.20956546783447","25350","25350","25350"
"251","55.7515690612793","55.7515690612793","55.7515690612793","25451","25451","25451"
"252","55.62092472076416","55.62092472076416","55.62092472076416","25552","25552","25552"
"253","55.685532341003416","55.685532341003416","55.685532341003416","25653","25653","25653"
"254","55.80670406341553","55.80670406341553","55.80670406341553","25754","25754","25754"
"255","55.72880788803101","55.72880788803101","55.72880788803101","25855","25855","25855"
"256","55.656755447387695","55.656755447387695","55.656755447387695","25956","25956","25956"
"257","55.617932472229","55.617932472229","55.617932472229","26057","26057","26057"
"258","55.48912467956543","55.48912467956543","55.48912467956543","26158","26158","26158"
"259","55.448076972961424","55.448076972961424","55.448076972961424","26259","26259","26259"
"260","55.34407817840576","55.34407817840576","55.34407817840576","26360","26360","26360"
"261","55.5005020904541","55.5005020904541","55.5005020904541","26461","26461","26461"
"262","55.35757843017578","55.35757843017578","55.35757843017578","26562","26562","26562"
"263","55.27773475646973","55.27773475646973","55.27773475646973","26663","26663","26663"
"264","55.325875244140626","55.325875244140626","55.325875244140626","26764","26764","26764"
"265","55.35485500335693","55.35485500335693","55.35485500335693","26865","26865","26865"
"266","55.22819469451904","55.22819469451904","55.22819469451904","26966","26966","26966"
"267","55.2851118850708","55.2851118850708","55.2851118850708","27067","27067","27067"
"268","55.162347564697264","55.162347564697264","55.162347564697264","27168","27168","27168"
"269","55.2234517288208","55.2234517288208","55.2234517288208","27269","27269","27269"
"270","55.196681365966796","55.196681365966796","55.196681365966796","27370","27370","27370"
"271","55.220222854614256","55.220222854614256","55.220222854614256","27471","27471","27471"
"272","55.10461608886719","55.10461608886719","55.10461608886719","27572","27572","27572"
"273","55.13610582351684","55.13610582351684","55.13610582351684","27673","27673","27673"
"274","55.17241962432861","55.17241962432861","55.17241962432861","27774","27774","27774"
"275","55.121908264160155","55.121908264160155","55.121908264160155","27875","27875","27875"
"276","55.17515146255493","55.17515146255493","55.17515146255493","27976","27976","27976"
"277","55.12595741271973","55.12595741271973","55.12595741271973","28077","28077","28077"
"278","55.13669807434082","55.13669807434082","55.13669807434082","28178","28178","28178"
"279","55.080622596740724","55.080622596740724","55.080622596740724","28279","28279","28279"
"280","55.062228469848634","55.062228469848634","55.062228469848634","28380","28380","28380"
"281","55.167398338317874","55.167398338317874","55.167398338317874","28481","28481","28481"
"282","54.97834373474121","54.97834373474121","54.97834373474121","28582","28582","28582"
"283","55.096724090576174","55.096724090576174","55.096724090576174","28683","28683","28683"
"284","54.99993919372559","54.99993919372559","54.99993919372559","28784","28784","28784"
"285","55.27621604919434","55.27621604919434","55.27621604919434","28885","28885","28885"
"286","55.01005111694336","55.01005111694336","55.01005111694336","28986","28986","28986"
"287","55.032937660217286","55.032937660217286","55.032937660217286","29087","29087","29087"
"288","55.09222396850586","55.09222396850586","55.09222396850586","29188","29188","29188"
"289","55.205825653076175","55.205825653076175","55.205825653076175","29289","29289","29289"
"290","55.31498306274414","55.31498306274414","55.31498306274414","29390","29390","29390"
"291","55.529701957702635","55.529701957702635","55.529701957702635","29491","29491","29491"
"292","55.36048458099365","55.36048458099365","55.36048458099365","29592","29592","29592"
"293","55.53945358276367","55.53945358276367","55.53945358276367","29693","29693","29693"
"294","55.15893539428711","55.15893539428711","55.15893539428711","29794","29794","29794"
"295","55.34936252593994","55.34936252593994","55.34936252593994","29895","29895","29895"
"296","55.37699813842774","55.37699813842774","55.37699813842774","29996","29996","29996"
"297","55.43442600250244","55.43442600250244","55.43442600250244","30097","30097","30097"
"298","55.30948051452637","55.30948051452637","55.30948051452637","30198","30198","30198"
"299","55.288007736206055","55.288007736206055","55.288007736206055","30299","30299","30299"
"300","55.2458740234375","55.2458740234375","55.2458740234375","30400","30400","30400"
"301","55.1771018409729","55.1771018409729","55.1771018409729","30501","30501","30501"
"302","55.4870715713501","55.4870715713501","55.4870715713501","30602","30602","30602"
"303","55.27323005676269","55.27323005676269","55.27323005676269","30703","30703","30703"
"304","54.93106304168701","54.93106304168701","54.93106304168701","30804","30804","30804"
"305","55.118687286376954","55.118687286376954","55.118687286376954","30905","30905","30905"
"306","55.26635925292969","55.26635925292969","55.26635925292969","31006","31006","31006"
"307","55.111476821899416","55.111476821899416","55.111476821899416","31107","31107","31107"
"308","54.94159339904785","54.94159339904785","54.94159339904785","31208","31208","31208"
"309","54.96147207260132","54.96147207260132","54.96147207260132","31309","31309","31309"
"310","55.18386203765869","55.18386203765869","55.18386203765869","31410","31410","31410"
"311","55.00952331542969","55.00952331542969","55.00952331542969","31511","31511","31511"
"312","54.997154235839844","54.997154235839844","54.997154235839844","31612","31612","31612"
"313","54.904440269470214","54.904440269470214","54.904440269470214","31713","31713","31713"
"314","54.84879409790039","54.84879409790039","54.84879409790039","31814","31814","31814"
"315","55.2280090713501","55.2280090713501","55.2280090713501","31915","31915","31915"
"316","54.97304588317871","54.97304588317871","54.97304588317871","32016","32016","32016"
"317","54.98455345153808","54.98455345153808","54.98455345153808","32117","32117","32117"
"318","54.85085018157959","54.85085018157959","54.85085018157959","32218","32218","32218"
"319","55.033614540100096","55.033614540100096","55.033614540100096","32319","32319","32319"
"320","55.13029624938965","55.13029624938965","55.13029624938965","32420","32420","32420"
"321","54.88010105133057","54.88010105133057","54.88010105133057","32521","32521","32521"
"322","54.82918827056885","54.82918827056885","54.82918827056885","32622","32622","32622"
"323","54.72767612457275","54.72767612457275","54.72767612457275","32723","32723","32723"
"324","54.907778663635256","54.907778663635256","54.907778663635256","32824","32824","32824"
"325","54.816098289489744","54.816098289489744","54.816098289489744","32925","32925","32925"
"326","54.74419818878174","54.74419818878174","54.74419818878174","33026","33026","33026"
"327","54.816609115600585","54.816609115600585","54.816609115600585","33127","33127","33127"
"328","54.661655006408694","54.661655006408694","54.661655006408694","33228","33228","33228"
"329","54.59263956069946","54.59263956069946","54.59263956069946","33329","33329","33329"
"330","54.62576835632324","54.62576835632324","54.62576835632324","33430","33430","33430"
"331","54.74083152770996","54.74083152770996","54.74083152770996","33531","33531","33531"
"332","54.71465297698975","54.71465297698975","54.71465297698975","33632","33632","33632"
"333","54.56406551361084","54.56406551361084","54.56406551361084","33733","33733","33733"
"334","54.53007968902588","54.53007968902588","54.53007968902588","33834","33834","33834"
"335","54.56244079589844","54.56244079589844","54.56244079589844","33935","33935","33935"
"336","54.61100570678711","54.61100570678711","54.61100570678711","34036","34036","34036"
"337","54.63146717071533","54.63146717071533","54.63146717071533","34137","34137","34137"
"338","54.56395511627197","54.56395511627197","54.56395511627197","34238","34238","34238"
"339","54.70992462158203","54.70992462158203","54.70992462158203","34339","34339","34339"
"340","54.4993627166748","54.4993627166748","54.4993627166748","34440","34440","34440"
"341","54.395943336486816","54.395943336486816","54.395943336486816","34541","34541","34541"
"342","54.39319705963135","54.39319705963135","54.39319705963135","34642","34642","34642"
"343","54.4287414932251","54.4287414932251","54.4287414932251","34743","34743","34743"
"344","54.3798751449585","54.3798751449585","54.3798751449585","34844","34844","34844"
"345","54.40884593963623","54.40884593963623","54.40884593963623","34945","34945","34945"
"346","54.509948539733884","54.509948539733884","54.509948539733884","35046","35046","35046"
"347","54.381346244812015","54.381346244812015","54.381346244812015","35147","35147","35147"
"348","54.32831577301025","54.32831577301025","54.32831577301025","35248","35248","35248"
"349","54.2310782623291","54.2310782623291","54.2310782623291","35349","35349","35349"
"350","54.27293239593506","54.27293239593506","54.27293239593506","35450","35450","35450"
"351","54.134378547668454","54.134378547668454","54.134378547668454","35551","35551","35551"
"352","54.12797351837158","54.12797351837158","54.12797351837158","35652","35652","35652"
"353","54.11947381973267","54.11947381973267","54.11947381973267","35753","35753","35753"
"354","54.07411499023438","54.07411499023438","54.07411499023438","35854","35854","35854"
"355","54.02509887695312","54.02509887695312","54.02509887695312","35955","35955","35955"
"356","54.121455345153805","54.121455345153805","54.121455345153805","36056","36056","36056"
"357","54.08150211334228","54.08150211334228","54.08150211334228","36157","36157","36157"
"358","54.04686214447022","54.04686214447022","54.04686214447022","36258","36258","36258"
"359","54.23874683380127","54.23874683380127","54.23874683380127","36359","36359","36359"
"360","54.17878639221191","54.17878639221191","54.17878639221191","36460","36460","36460"
"361","54.432173347473146","54.432173347473146","54.432173347473146","36561","36561","36561"
"362","54.342645988464355","54.342645988464355","54.342645988464355","36662","36662","36662"
"363","54.384378871917725","54.384378871917725","54.384378871917725","36763","36763","36763"
"364","54.31984045028687","54.31984045028687","54.31984045028687","36864","36864","36864"
"365","54.18003776550293","54.18003776550293","54.18003776550293","36965","36965","36965"
"366","54.20646308898926","54.20646308898926","54.20646308898926","37066","37066","37066"
"367","54.23568378448486","54.23568378448486","54.23568378448486","37167","37167","37167"
"368","54.14167236328125","54.14167236328125","54.14167236328125","37268","37268","37268"
"369","54.31912338256836","54.31912338256836","54.31912338256836","37369","37369","37369"
