"epoch","olive-shadow-2 - spearman","olive-shadow-2 - spearman__MIN","olive-shadow-2 - spearman__MAX","olive-shadow-2 - _step","olive-shadow-2 - _step__MIN","olive-shadow-2 - _step__MAX"
"345","0.17367507748082733","0.17367507748082733","0.17367507748082733","34945","34945","34945"
"346","0.17755884004228853","0.17755884004228853","0.17755884004228853","35046","35046","35046"
"347","0.17945501939274838","0.17945501939274838","0.17945501939274838","35147","35147","35147"
"348","0.1786219634763186","0.1786219634763186","0.1786219634763186","35248","35248","35248"
"349","0.1799004273447034","0.1799004273447034","0.1799004273447034","35349","35349","35349"
"350","0.17791386973795711","0.17791386973795711","0.17791386973795711","35450","35450","35450"
"351","0.1780213336235802","0.1780213336235802","0.1780213336235802","35551","35551","35551"
"352","0.17952123219592683","0.17952123219592683","0.17952123219592683","35652","35652","35652"
"353","0.17878295297572352","0.17878295297572352","0.17878295297572352","35753","35753","35753"
"354","0.17939760527083165","0.17939760527083165","0.17939760527083165","35854","35854","35854"
"355","0.17771691805283749","0.17771691805283749","0.17771691805283749","35955","35955","35955"
"356","0.17862678859948294","0.17862678859948294","0.17862678859948294","36056","36056","36056"
"357","0.1777627605635065","0.1777627605635065","0.1777627605635065","36157","36157","36157"
"358","0.17912890591043648","0.17912890591043648","0.17912890591043648","36258","36258","36258"
"359","0.17794266421955326","0.17794266421955326","0.17794266421955326","36359","36359","36359"
"360","0.17996518245533144","0.17996518245533144","0.17996518245533144","36460","36460","36460"
"361","0.17815721007199936","0.17815721007199936","0.17815721007199936","36561","36561","36561"
"362","0.1758136011142644","0.1758136011142644","0.1758136011142644","36662","36662","36662"
"363","0.1767911026844983","0.1767911026844983","0.1767911026844983","36763","36763","36763"
"364","0.17683513788787722","0.17683513788787722","0.17683513788787722","36864","36864","36864"
"365","0.1793462125692794","0.1793462125692794","0.1793462125692794","36965","36965","36965"
"366","0.17894699516561194","0.17894699516561194","0.17894699516561194","37066","37066","37066"
"367","0.17845024300955928","0.17845024300955928","0.17845024300955928","37167","37167","37167"
"368","0.17916618960623168","0.17916618960623168","0.17916618960623168","37268","37268","37268"
"369","0.17694012285112676","0.17694012285112676","0.17694012285112676","37369","37369","37369"
"370","0.1788764238355839","0.1788764238355839","0.1788764238355839","37470","37470","37470"
"371","0.18036946321285321","0.18036946321285321","0.18036946321285321","37571","37571","37571"
"372","0.18075652778636003","0.18075652778636003","0.18075652778636003","37672","37672","37672"
"373","0.17927327725211972","0.17927327725211972","0.17927327725211972","37773","37773","37773"
"374","0.1792838537839442","0.1792838537839442","0.1792838537839442","37874","37874","37874"
"375","0.17874584415009492","0.17874584415009492","0.17874584415009492","37975","37975","37975"
"376","0.18034995993221326","0.18034995993221326","0.18034995993221326","38076","38076","38076"
"377","0.17995359792545146","0.17995359792545146","0.17995359792545146","38177","38177","38177"
"378","0.17947119161889316","0.17947119161889316","0.17947119161889316","38278","38278","38278"
"379","0.18157899671497862","0.18157899671497862","0.18157899671497862","38379","38379","38379"
"380","0.17905764321465487","0.17905764321465487","0.17905764321465487","38480","38480","38480"
"381","0.17476439751832756","0.17476439751832756","0.17476439751832756","38581","38581","38581"
"382","0.18066622128830861","0.18066622128830861","0.18066622128830861","38682","38682","38682"
"383","0.17761696598565752","0.17761696598565752","0.17761696598565752","38783","38783","38783"
"384","0.17912025015127556","0.17912025015127556","0.17912025015127556","38884","38884","38884"
"385","0.17950109921059954","0.17950109921059954","0.17950109921059954","38985","38985","38985"
"386","0.17974702098229914","0.17974702098229914","0.17974702098229914","39086","39086","39086"
"387","0.18114211665852056","0.18114211665852056","0.18114211665852056","39187","39187","39187"
"388","0.1795240163247838","0.1795240163247838","0.1795240163247838","39288","39288","39288"
"389","0.17925497273309057","0.17925497273309057","0.17925497273309057","39389","39389","39389"
"390","0.17879152743761734","0.17879152743761734","0.17879152743761734","39490","39490","39490"
"391","0.1798432530898871","0.1798432530898871","0.1798432530898871","39591","39591","39591"
"392","0.1800196528650896","0.1800196528650896","0.1800196528650896","39692","39692","39692"
"393","0.18111401835020843","0.18111401835020843","0.18111401835020843","39793","39793","39793"
"394","0.18091336487462467","0.18091336487462467","0.18091336487462467","39894","39894","39894"
"395","0.18087922776429508","0.18087922776429508","0.18087922776429508","39995","39995","39995"
"396","0.18156439651692285","0.18156439651692285","0.18156439651692285","40096","40096","40096"
"397","0.18223238642926987","0.18223238642926987","0.18223238642926987","40197","40197","40197"
"398","0.17999446285980383","0.17999446285980383","0.17999446285980383","40298","40298","40298"
"399","0.18272014938554074","0.18272014938554074","0.18272014938554074","40399","40399","40399"
"400","0.18053996164835961","0.18053996164835961","0.18053996164835961","40500","40500","40500"
"401","0.18395689703718943","0.18395689703718943","0.18395689703718943","40601","40601","40601"
"402","0.1832508533661119","0.1832508533661119","0.1832508533661119","40702","40702","40702"
"403","0.18342876852271178","0.18342876852271178","0.18342876852271178","40803","40803","40803"
"404","0.18068439886704266","0.18068439886704266","0.18068439886704266","40904","40904","40904"
"405","0.18066813476984853","0.18066813476984853","0.18066813476984853","41005","41005","41005"
"406","0.18304287815547163","0.18304287815547163","0.18304287815547163","41106","41106","41106"
"407","0.1851990241715534","0.1851990241715534","0.1851990241715534","41207","41207","41207"
"408","0.18397217549298833","0.18397217549298833","0.18397217549298833","41308","41308","41308"
"409","0.18315004320921777","0.18315004320921777","0.18315004320921777","41409","41409","41409"
"410","0.18298354408950784","0.18298354408950784","0.18298354408950784","41510","41510","41510"
"411","0.18313229860829452","0.18313229860829452","0.18313229860829452","41611","41611","41611"
"412","0.18247326082198612","0.18247326082198612","0.18247326082198612","41712","41712","41712"
"413","0.1861624626593121","0.1861624626593121","0.1861624626593121","41813","41813","41813"
"414","0.18503704181036854","0.18503704181036854","0.18503704181036854","41914","41914","41914"
"415","0.18222339932722512","0.18222339932722512","0.18222339932722512","42015","42015","42015"
"416","0.1810297812664283","0.1810297812664283","0.1810297812664283","42116","42116","42116"
"417","0.18100146225588834","0.18100146225588834","0.18100146225588834","42217","42217","42217"
"418","0.18452238122141965","0.18452238122141965","0.18452238122141965","42318","42318","42318"
"419","0.18350572917995706","0.18350572917995706","0.18350572917995706","42419","42419","42419"
"420","0.18515171352744417","0.18515171352744417","0.18515171352744417","42520","42520","42520"
"421","0.18487203005508712","0.18487203005508712","0.18487203005508712","42621","42621","42621"
"422","0.18558170743163976","0.18558170743163976","0.18558170743163976","42722","42722","42722"
"423","0.18326335483879294","0.18326335483879294","0.18326335483879294","42823","42823","42823"
"424","0.1838251583988902","0.1838251583988902","0.1838251583988902","42924","42924","42924"
"425","0.18558426571686518","0.18558426571686518","0.18558426571686518","43025","43025","43025"
"426","0.18401152518441014","0.18401152518441014","0.18401152518441014","43126","43126","43126"
"427","0.18540505101353977","0.18540505101353977","0.18540505101353977","43227","43227","43227"
"428","0.1813720114023966","0.1813720114023966","0.1813720114023966","43328","43328","43328"
"429","0.1852139313836572","0.1852139313836572","0.1852139313836572","43429","43429","43429"
"430","0.18574911609779826","0.18574911609779826","0.18574911609779826","43530","43530","43530"
"431","0.18064042702729977","0.18064042702729977","0.18064042702729977","43631","43631","43631"
"432","0.18363329673502962","0.18363329673502962","0.18363329673502962","43732","43732","43732"
"433","0.18552250148572133","0.18552250148572133","0.18552250148572133","43833","43833","43833"
"434","0.1860864682419595","0.1860864682419595","0.1860864682419595","43934","43934","43934"
"435","0.1859430397306744","0.1859430397306744","0.1859430397306744","44035","44035","44035"
"436","0.1865202104904177","0.1865202104904177","0.1865202104904177","44136","44136","44136"
"437","0.18475557650692473","0.18475557650692473","0.18475557650692473","44237","44237","44237"
"438","0.18395684052716435","0.18395684052716435","0.18395684052716435","44338","44338","44338"
"439","0.1858009499834204","0.1858009499834204","0.1858009499834204","44439","44439","44439"
"440","0.1856444037936257","0.1856444037936257","0.1856444037936257","44540","44540","44540"
"441","0.18664783585117956","0.18664783585117956","0.18664783585117956","44641","44641","44641"
"442","0.18541761393403802","0.18541761393403802","0.18541761393403802","44742","44742","44742"
"443","0.18713662063679756","0.18713662063679756","0.18713662063679756","44843","44843","44843"
"444","0.18614261969624504","0.18614261969624504","0.18614261969624504","44944","44944","44944"
"445","0.18576787577184878","0.18576787577184878","0.18576787577184878","45045","45045","45045"
"446","0.18693517057624914","0.18693517057624914","0.18693517057624914","45146","45146","45146"
"447","0.1865429158164825","0.1865429158164825","0.1865429158164825","45247","45247","45247"
"448","0.18678428715332981","0.18678428715332981","0.18678428715332981","45348","45348","45348"
"449","0.18491010082747764","0.18491010082747764","0.18491010082747764","45449","45449","45449"
"450","0.18649954893104112","0.18649954893104112","0.18649954893104112","45550","45550","45550"
"451","0.1877050474009718","0.1877050474009718","0.1877050474009718","45651","45651","45651"
"452","0.18684721507969926","0.18684721507969926","0.18684721507969926","45752","45752","45752"
"453","0.18734635875624048","0.18734635875624048","0.18734635875624048","45853","45853","45853"
"454","0.18706485625955685","0.18706485625955685","0.18706485625955685","45954","45954","45954"
"455","0.18663346523126467","0.18663346523126467","0.18663346523126467","46055","46055","46055"
"456","0.18834117353213664","0.18834117353213664","0.18834117353213664","46156","46156","46156"
"457","0.1877144451675589","0.1877144451675589","0.1877144451675589","46257","46257","46257"
"458","0.18750829804243072","0.18750829804243072","0.18750829804243072","46358","46358","46358"
"459","0.18776614735760924","0.18776614735760924","0.18776614735760924","46459","46459","46459"
"460","0.18691267059741112","0.18691267059741112","0.18691267059741112","46560","46560","46560"
"461","0.18716160347588195","0.18716160347588195","0.18716160347588195","46661","46661","46661"
"462","0.18686806327423444","0.18686806327423444","0.18686806327423444","46762","46762","46762"
"463","0.18763332580190276","0.18763332580190276","0.18763332580190276","46863","46863","46863"
"464","0.18734895348840977","0.18734895348840977","0.18734895348840977","46964","46964","46964"
"465","0.1879847869452698","0.1879847869452698","0.1879847869452698","47065","47065","47065"
"466","0.18671421766013493","0.18671421766013493","0.18671421766013493","47166","47166","47166"
"467","0.1882764147564148","0.1882764147564148","0.1882764147564148","47267","47267","47267"
"468","0.18651896102813748","0.18651896102813748","0.18651896102813748","47368","47368","47368"
"469","0.18863040492067729","0.18863040492067729","0.18863040492067729","47469","47469","47469"
"470","0.1864031221518785","0.1864031221518785","0.1864031221518785","47570","47570","47570"
"471","0.18744096516105438","0.18744096516105438","0.18744096516105438","47671","47671","47671"
"472","0.18760103270156803","0.18760103270156803","0.18760103270156803","47772","47772","47772"
"473","0.18739908710724648","0.18739908710724648","0.18739908710724648","47873","47873","47873"
"474","0.1866784186677692","0.1866784186677692","0.1866784186677692","47974","47974","47974"
"475","0.18809538901145026","0.18809538901145026","0.18809538901145026","48075","48075","48075"
"476","0.18739258422016855","0.18739258422016855","0.18739258422016855","48176","48176","48176"
"477","0.1878232232979096","0.1878232232979096","0.1878232232979096","48277","48277","48277"
"478","0.1873220121314268","0.1873220121314268","0.1873220121314268","48378","48378","48378"
"479","0.18833661774737437","0.18833661774737437","0.18833661774737437","48479","48479","48479"
"480","0.18811949469599265","0.18811949469599265","0.18811949469599265","48580","48580","48580"
"481","0.18817581149541768","0.18817581149541768","0.18817581149541768","48681","48681","48681"
"482","0.1877023222784291","0.1877023222784291","0.1877023222784291","48782","48782","48782"
"483","0.18686452393206773","0.18686452393206773","0.18686452393206773","48883","48883","48883"
"484","0.1885629476870147","0.1885629476870147","0.1885629476870147","48984","48984","48984"
"485","0.18762917670449225","0.18762917670449225","0.18762917670449225","49085","49085","49085"
"486","0.18870651170563962","0.18870651170563962","0.18870651170563962","49186","49186","49186"
"487","0.187365911518946","0.187365911518946","0.187365911518946","49287","49287","49287"
"488","0.18846551201912076","0.18846551201912076","0.18846551201912076","49388","49388","49388"
"489","0.1885489031186548","0.1885489031186548","0.1885489031186548","49489","49489","49489"
"490","0.188706009822857","0.188706009822857","0.188706009822857","49590","49590","49590"
"491","0.1863634278211858","0.1863634278211858","0.1863634278211858","49691","49691","49691"
"492","0.18980098954834362","0.18980098954834362","0.18980098954834362","49792","49792","49792"
"493","0.18948775544329496","0.18948775544329496","0.18948775544329496","49893","49893","49893"
"494","0.18796270384613709","0.18796270384613709","0.18796270384613709","49994","49994","49994"
"495","0.18812756246267218","0.18812756246267218","0.18812756246267218","50095","50095","50095"
"496","0.189907570937573","0.189907570937573","0.189907570937573","50196","50196","50196"
"497","0.18903443199771627","0.18903443199771627","0.18903443199771627","50297","50297","50297"
"498","0.1887484642158455","0.1887484642158455","0.1887484642158455","50398","50398","50398"
"499","0.18927076554216507","0.18927076554216507","0.18927076554216507","50499","50499","50499"
"500","0.18982686985979721","0.18982686985979721","0.18982686985979721","50600","50600","50600"
"501","0.1894112263098494","0.1894112263098494","0.1894112263098494","50701","50701","50701"
"502","0.18777970262490992","0.18777970262490992","0.18777970262490992","50802","50802","50802"
"503","0.18898512849706117","0.18898512849706117","0.18898512849706117","50903","50903","50903"
"504","0.18787190513325386","0.18787190513325386","0.18787190513325386","51004","51004","51004"
"505","0.18970001654367621","0.18970001654367621","0.18970001654367621","51105","51105","51105"
"506","0.18961850536415822","0.18961850536415822","0.18961850536415822","51206","51206","51206"
"507","0.1890029130938396","0.1890029130938396","0.1890029130938396","51307","51307","51307"
"508","0.18944482650724742","0.18944482650724742","0.18944482650724742","51408","51408","51408"
"509","0.1892656581004878","0.1892656581004878","0.1892656581004878","51509","51509","51509"
"510","0.19009223500282602","0.19009223500282602","0.19009223500282602","51610","51610","51610"
"511","0.18911892147085582","0.18911892147085582","0.18911892147085582","51711","51711","51711"
"512","0.19019548610849435","0.19019548610849435","0.19019548610849435","51812","51812","51812"
"513","0.19021388200786715","0.19021388200786715","0.19021388200786715","51913","51913","51913"
"514","0.1894984421834717","0.1894984421834717","0.1894984421834717","52014","52014","52014"
"515","0.1901626476515587","0.1901626476515587","0.1901626476515587","52115","52115","52115"
"516","0.19006714354888168","0.19006714354888168","0.19006714354888168","52216","52216","52216"
"517","0.1902255082404306","0.1902255082404306","0.1902255082404306","52317","52317","52317"
"518","0.18977132899551552","0.18977132899551552","0.18977132899551552","52418","52418","52418"
"519","0.18963636756369356","0.18963636756369356","0.18963636756369356","52519","52519","52519"
"520","0.18995852187144982","0.18995852187144982","0.18995852187144982","52620","52620","52620"
"521","0.18978931109509675","0.18978931109509675","0.18978931109509675","52721","52721","52721"
"522","0.1895133212537098","0.1895133212537098","0.1895133212537098","52822","52822","52822"
"523","0.1891050388070987","0.1891050388070987","0.1891050388070987","52923","52923","52923"
"524","0.18920174168479387","0.18920174168479387","0.18920174168479387","53024","53024","53024"
"525","0.190190940506921","0.190190940506921","0.190190940506921","53125","53125","53125"
"526","0.19047596253944993","0.19047596253944993","0.19047596253944993","53226","53226","53226"
"527","0.19033995668153347","0.19033995668153347","0.19033995668153347","53327","53327","53327"
"528","0.19030407352157805","0.19030407352157805","0.19030407352157805","53428","53428","53428"
"529","0.18963652016345137","0.18963652016345137","0.18963652016345137","53529","53529","53529"
"530","0.18963206174025404","0.18963206174025404","0.18963206174025404","53630","53630","53630"
"531","0.19056041738317073","0.19056041738317073","0.19056041738317073","53731","53731","53731"
"532","0.18987599494899818","0.18987599494899818","0.18987599494899818","53832","53832","53832"
"533","0.18955288260417336","0.18955288260417336","0.18955288260417336","53933","53933","53933"
"534","0.1902252737760541","0.1902252737760541","0.1902252737760541","54034","54034","54034"
"535","0.18899293834050784","0.18899293834050784","0.18899293834050784","54135","54135","54135"
"536","0.18976209063017513","0.18976209063017513","0.18976209063017513","54236","54236","54236"
"537","0.18903791461486608","0.18903791461486608","0.18903791461486608","54337","54337","54337"
"538","0.18933588123496198","0.18933588123496198","0.18933588123496198","54438","54438","54438"
"539","0.18960951788319386","0.18960951788319386","0.18960951788319386","54539","54539","54539"
"540","0.18887437246540428","0.18887437246540428","0.18887437246540428","54640","54640","54640"
"541","0.18990326868310833","0.18990326868310833","0.18990326868310833","54741","54741","54741"
"542","0.19046904086535296","0.19046904086535296","0.19046904086535296","54842","54842","54842"
"543","0.19006988210644102","0.19006988210644102","0.19006988210644102","54943","54943","54943"
"544","0.19078208890640555","0.19078208890640555","0.19078208890640555","55044","55044","55044"
"545","0.18888942999178873","0.18888942999178873","0.18888942999178873","55145","55145","55145"
"546","0.19016770450134224","0.19016770450134224","0.19016770450134224","55246","55246","55246"
"547","0.18946231725221693","0.18946231725221693","0.18946231725221693","55347","55347","55347"
"548","0.19053411718864863","0.19053411718864863","0.19053411718864863","55448","55448","55448"
"549","0.1898559709000122","0.1898559709000122","0.1898559709000122","55549","55549","55549"
"550","0.1890188936992434","0.1890188936992434","0.1890188936992434","55650","55650","55650"
"551","0.19101158771329177","0.19101158771329177","0.19101158771329177","55751","55751","55751"
"552","0.19014737115518474","0.19014737115518474","0.19014737115518474","55852","55852","55852"
"553","0.18892893632702049","0.18892893632702049","0.18892893632702049","55953","55953","55953"
"554","0.19060544701749063","0.19060544701749063","0.19060544701749063","56054","56054","56054"
"555","0.19053005693110017","0.19053005693110017","0.19053005693110017","56155","56155","56155"
"556","0.19000695197023074","0.19000695197023074","0.19000695197023074","56256","56256","56256"
"557","0.19072824554656476","0.19072824554656476","0.19072824554656476","56357","56357","56357"
"558","0.19109140935233188","0.19109140935233188","0.19109140935233188","56458","56458","56458"
"559","0.19121067623867688","0.19121067623867688","0.19121067623867688","56559","56559","56559"
"560","0.19070997140591522","0.19070997140591522","0.19070997140591522","56660","56660","56660"
"561","0.19117632818323185","0.19117632818323185","0.19117632818323185","56761","56761","56761"
"562","0.19174493262817924","0.19174493262817924","0.19174493262817924","56862","56862","56862"
"563","0.19027700071254938","0.19027700071254938","0.19027700071254938","56963","56963","56963"
"564","0.1912889184988025","0.1912889184988025","0.1912889184988025","57064","57064","57064"
"565","0.19002372744553925","0.19002372744553925","0.19002372744553925","57165","57165","57165"
"566","0.19105375129636237","0.19105375129636237","0.19105375129636237","57266","57266","57266"
"567","0.1907538888989225","0.1907538888989225","0.1907538888989225","57367","57367","57367"
"568","0.19008710947678523","0.19008710947678523","0.19008710947678523","57468","57468","57468"
"569","0.1915002200463611","0.1915002200463611","0.1915002200463611","57569","57569","57569"
"570","0.19094581554426135","0.19094581554426135","0.19094581554426135","57670","57670","57670"
"571","0.19061082204139648","0.19061082204139648","0.19061082204139648","57771","57771","57771"
"572","0.19067952460617274","0.19067952460617274","0.19067952460617274","57872","57872","57872"
"573","0.191850655728714","0.191850655728714","0.191850655728714","57973","57973","57973"
"574","0.1919562296380817","0.1919562296380817","0.1919562296380817","58074","58074","58074"
"575","0.19049862438572238","0.19049862438572238","0.19049862438572238","58175","58175","58175"
"576","0.19078877493588192","0.19078877493588192","0.19078877493588192","58276","58276","58276"
"577","0.19186385036405487","0.19186385036405487","0.19186385036405487","58377","58377","58377"
"578","0.1912631618721252","0.1912631618721252","0.1912631618721252","58478","58478","58478"
"579","0.19101778881595327","0.19101778881595327","0.19101778881595327","58579","58579","58579"
"580","0.19088699892484454","0.19088699892484454","0.19088699892484454","58680","58680","58680"
"581","0.1905867402073592","0.1905867402073592","0.1905867402073592","58781","58781","58781"
"582","0.19146978280102628","0.19146978280102628","0.19146978280102628","58882","58882","58882"
"583","0.19121992516697064","0.19121992516697064","0.19121992516697064","58983","58983","58983"
"584","0.19178291718315035","0.19178291718315035","0.19178291718315035","59084","59084","59084"
"585","0.191432716716512","0.191432716716512","0.191432716716512","59185","59185","59185"
"586","0.19137274346357602","0.19137274346357602","0.19137274346357602","59286","59286","59286"
"587","0.19155703683363892","0.19155703683363892","0.19155703683363892","59387","59387","59387"
"588","0.19105464233171346","0.19105464233171346","0.19105464233171346","59488","59488","59488"
"589","0.19021643632179616","0.19021643632179616","0.19021643632179616","59589","59589","59589"
"590","0.1899506522656441","0.1899506522656441","0.1899506522656441","59690","59690","59690"
"591","0.18979566428788314","0.18979566428788314","0.18979566428788314","59791","59791","59791"
"592","0.19126835115143168","0.19126835115143168","0.19126835115143168","59892","59892","59892"
"593","0.19159132201219922","0.19159132201219922","0.19159132201219922","59993","59993","59993"
"594","0.19167578497458676","0.19167578497458676","0.19167578497458676","60094","60094","60094"
"595","0.1918189754616657","0.1918189754616657","0.1918189754616657","60195","60195","60195"
"596","0.19204546125472846","0.19204546125472846","0.19204546125472846","60296","60296","60296"
"597","0.19158222151921517","0.19158222151921517","0.19158222151921517","60397","60397","60397"
"598","0.19185792634695228","0.19185792634695228","0.19185792634695228","60498","60498","60498"
"599","0.19138456271409127","0.19138456271409127","0.19138456271409127","60599","60599","60599"
"600","0.19154450084673164","0.19154450084673164","0.19154450084673164","60700","60700","60700"
"601","0.19159204275293448","0.19159204275293448","0.19159204275293448","60801","60801","60801"
"602","0.1917795593364695","0.1917795593364695","0.1917795593364695","60902","60902","60902"
"603","0.19097657653391878","0.19097657653391878","0.19097657653391878","61003","61003","61003"
"604","0.19198035328808616","0.19198035328808616","0.19198035328808616","61104","61104","61104"
"605","0.19168362237580713","0.19168362237580713","0.19168362237580713","61205","61205","61205"
"606","0.19131945814112264","0.19131945814112264","0.19131945814112264","61306","61306","61306"
"607","0.19192145720974532","0.19192145720974532","0.19192145720974532","61407","61407","61407"
"608","0.19197839907549208","0.19197839907549208","0.19197839907549208","61508","61508","61508"
"609","0.1919705736028604","0.1919705736028604","0.1919705736028604","61609","61609","61609"
"610","0.19213147908878378","0.19213147908878378","0.19213147908878378","61710","61710","61710"
"611","0.19169626402072623","0.19169626402072623","0.19169626402072623","61811","61811","61811"
"612","0.1913472595318798","0.1913472595318798","0.1913472595318798","61912","61912","61912"
"613","0.1909961816467241","0.1909961816467241","0.1909961816467241","62013","62013","62013"
"614","0.19185665893031992","0.19185665893031992","0.19185665893031992","62114","62114","62114"
"615","0.1920390901487503","0.1920390901487503","0.1920390901487503","62215","62215","62215"
"616","0.19166228975543062","0.19166228975543062","0.19166228975543062","62316","62316","62316"
"617","0.19194487044170597","0.19194487044170597","0.19194487044170597","62417","62417","62417"
"618","0.1921949037673324","0.1921949037673324","0.1921949037673324","62518","62518","62518"
"619","0.19208986277610476","0.19208986277610476","0.19208986277610476","62619","62619","62619"
"620","0.19230780087333313","0.19230780087333313","0.19230780087333313","62720","62720","62720"
"621","0.1910246341754643","0.1910246341754643","0.1910246341754643","62821","62821","62821"
"622","0.19323985915573286","0.19323985915573286","0.19323985915573286","62922","62922","62922"
"623","0.19238445550424702","0.19238445550424702","0.19238445550424702","63023","63023","63023"
"624","0.19101383099046254","0.19101383099046254","0.19101383099046254","63124","63124","63124"
"625","0.1922157171951813","0.1922157171951813","0.1922157171951813","63225","63225","63225"
"626","0.19116543781689949","0.19116543781689949","0.19116543781689949","63326","63326","63326"
"627","0.1919014412093802","0.1919014412093802","0.1919014412093802","63427","63427","63427"
"628","0.19187258043279318","0.19187258043279318","0.19187258043279318","63528","63528","63528"
"629","0.19113488334637269","0.19113488334637269","0.19113488334637269","63629","63629","63629"
"630","0.19233976054134638","0.19233976054134638","0.19233976054134638","63730","63730","63730"
"631","0.19190398879499554","0.19190398879499554","0.19190398879499554","63831","63831","63831"
"632","0.19225117378275347","0.19225117378275347","0.19225117378275347","63932","63932","63932"
"633","0.19190745609004187","0.19190745609004187","0.19190745609004187","64033","64033","64033"
"634","0.19174635767077097","0.19174635767077097","0.19174635767077097","64134","64134","64134"
"635","0.19159763516386516","0.19159763516386516","0.19159763516386516","64235","64235","64235"
"636","0.19288934808159572","0.19288934808159572","0.19288934808159572","64336","64336","64336"
"637","0.19273804214861334","0.19273804214861334","0.19273804214861334","64437","64437","64437"
"638","0.1918891069210793","0.1918891069210793","0.1918891069210793","64538","64538","64538"
"639","0.1928683302349585","0.1928683302349585","0.1928683302349585","64639","64639","64639"
"640","0.19172970667420217","0.19172970667420217","0.19172970667420217","64740","64740","64740"
"641","0.19264890553656777","0.19264890553656777","0.19264890553656777","64841","64841","64841"
"642","0.1922507185514573","0.1922507185514573","0.1922507185514573","64942","64942","64942"
"643","0.19174419824773672","0.19174419824773672","0.19174419824773672","65043","65043","65043"
"644","0.19242102378423404","0.19242102378423404","0.19242102378423404","65144","65144","65144"
"645","0.19225500239401117","0.19225500239401117","0.19225500239401117","65245","65245","65245"
"646","0.19235589041866136","0.19235589041866136","0.19235589041866136","65346","65346","65346"
"647","0.19203111667240438","0.19203111667240438","0.19203111667240438","65447","65447","65447"
"648","0.19217977686423732","0.19217977686423732","0.19217977686423732","65548","65548","65548"
"649","0.19222020854024177","0.19222020854024177","0.19222020854024177","65649","65649","65649"
"650","0.19216240014879857","0.19216240014879857","0.19216240014879857","65750","65750","65750"
"651","0.19245824962695932","0.19245824962695932","0.19245824962695932","65851","65851","65851"
"652","0.19255827787407848","0.19255827787407848","0.19255827787407848","65952","65952","65952"
"653","0.19260891465585586","0.19260891465585586","0.19260891465585586","66053","66053","66053"
"654","0.1919916677302139","0.1919916677302139","0.1919916677302139","66154","66154","66154"
"655","0.19198334498460262","0.19198334498460262","0.19198334498460262","66255","66255","66255"
"656","0.19205902977595715","0.19205902977595715","0.19205902977595715","66356","66356","66356"
"657","0.19246285232179572","0.19246285232179572","0.19246285232179572","66457","66457","66457"
"658","0.19227709293032763","0.19227709293032763","0.19227709293032763","66558","66558","66558"
"659","0.1927721314860185","0.1927721314860185","0.1927721314860185","66659","66659","66659"
"660","0.19249859345860393","0.19249859345860393","0.19249859345860393","66760","66760","66760"
"661","0.19211946629677473","0.19211946629677473","0.19211946629677473","66861","66861","66861"
"662","0.1924368690906022","0.1924368690906022","0.1924368690906022","66962","66962","66962"
"663","0.19278485796549838","0.19278485796549838","0.19278485796549838","67063","67063","67063"
"664","0.19309536575751737","0.19309536575751737","0.19309536575751737","67164","67164","67164"
"665","0.1932578151809428","0.1932578151809428","0.1932578151809428","67265","67265","67265"
"666","0.19280210435463432","0.19280210435463432","0.19280210435463432","67366","67366","67366"
"667","0.19269073077255267","0.19269073077255267","0.19269073077255267","67467","67467","67467"
"668","0.19280956116230935","0.19280956116230935","0.19280956116230935","67568","67568","67568"
"669","0.19268083198815572","0.19268083198815572","0.19268083198815572","67669","67669","67669"
"670","0.19275449546380072","0.19275449546380072","0.19275449546380072","67770","67770","67770"
"671","0.1927473959922053","0.1927473959922053","0.1927473959922053","67871","67871","67871"
"672","0.193005838468022","0.193005838468022","0.193005838468022","67972","67972","67972"
"673","0.19306281050625893","0.19306281050625893","0.19306281050625893","68073","68073","68073"
"674","0.19262085559713688","0.19262085559713688","0.19262085559713688","68174","68174","68174"
"675","0.19289857266180033","0.19289857266180033","0.19289857266180033","68275","68275","68275"
"676","0.1926589309690183","0.1926589309690183","0.1926589309690183","68376","68376","68376"
"677","0.19281237594997677","0.19281237594997677","0.19281237594997677","68477","68477","68477"
"678","0.19270023272219317","0.19270023272219317","0.19270023272219317","68578","68578","68578"
"679","0.1929536388497849","0.1929536388497849","0.1929536388497849","68679","68679","68679"
"680","0.19265556147867724","0.19265556147867724","0.19265556147867724","68780","68780","68780"
"681","0.1928051792685933","0.1928051792685933","0.1928051792685933","68881","68881","68881"
"682","0.19288461764999804","0.19288461764999804","0.19288461764999804","68982","68982","68982"
"683","0.1928424445587667","0.1928424445587667","0.1928424445587667","69083","69083","69083"
"684","0.1929106940023322","0.1929106940023322","0.1929106940023322","69184","69184","69184"
"685","0.19314593173475234","0.19314593173475234","0.19314593173475234","69285","69285","69285"
"686","0.19302120788096355","0.19302120788096355","0.19302120788096355","69386","69386","69386"
"687","0.19287077193002022","0.19287077193002022","0.19287077193002022","69487","69487","69487"
"688","0.1928167911441925","0.1928167911441925","0.1928167911441925","69588","69588","69588"
"689","0.1926659969103229","0.1926659969103229","0.1926659969103229","69689","69689","69689"
"690","0.19277929828876506","0.19277929828876506","0.19277929828876506","69790","69790","69790"
"691","0.19297893554135875","0.19297893554135875","0.19297893554135875","69891","69891","69891"
"692","0.19280376983525","0.19280376983525","0.19280376983525","69992","69992","69992"
