"epoch","olive-shadow-2 - spearman","olive-shadow-2 - spearman__MIN","olive-shadow-2 - spearman__MAX","olive-shadow-2 - _step","olive-shadow-2 - _step__MIN","olive-shadow-2 - _step__MAX"
"197","0.15199315996976487","0.15199315996976487","0.15199315996976487","19997","19997","19997"
"198","0.1554129397187923","0.1554129397187923","0.1554129397187923","20098","20098","20098"
"199","0.15577702512082145","0.15577702512082145","0.15577702512082145","20199","20199","20199"
"200","0.15648189192359502","0.15648189192359502","0.15648189192359502","20300","20300","20300"
"201","0.15733904623851147","0.15733904623851147","0.15733904623851147","20401","20401","20401"
"202","0.15715510051636336","0.15715510051636336","0.15715510051636336","20502","20502","20502"
"203","0.15933208931519413","0.15933208931519413","0.15933208931519413","20603","20603","20603"
"204","0.15574286227697942","0.15574286227697942","0.15574286227697942","20704","20704","20704"
"205","0.1596437761567533","0.1596437761567533","0.1596437761567533","20805","20805","20805"
"206","0.15856903415539678","0.15856903415539678","0.15856903415539678","20906","20906","20906"
"207","0.15795572794844784","0.15795572794844784","0.15795572794844784","21007","21007","21007"
"208","0.160006287480842","0.160006287480842","0.160006287480842","21108","21108","21108"
"209","0.15828439679410589","0.15828439679410589","0.15828439679410589","21209","21209","21209"
"210","0.15750764219608854","0.15750764219608854","0.15750764219608854","21310","21310","21310"
"211","0.15874186864624737","0.15874186864624737","0.15874186864624737","21411","21411","21411"
"212","0.16008566002339109","0.16008566002339109","0.16008566002339109","21512","21512","21512"
"213","0.15915182138215317","0.15915182138215317","0.15915182138215317","21613","21613","21613"
"214","0.16072864087253988","0.16072864087253988","0.16072864087253988","21714","21714","21714"
"215","0.16217085541220375","0.16217085541220375","0.16217085541220375","21815","21815","21815"
"216","0.16057597757421718","0.16057597757421718","0.16057597757421718","21916","21916","21916"
"217","0.15964516542606186","0.15964516542606186","0.15964516542606186","22017","22017","22017"
"218","0.15444785785036028","0.15444785785036028","0.15444785785036028","22118","22118","22118"
"219","0.15744486341123298","0.15744486341123298","0.15744486341123298","22219","22219","22219"
"220","0.162201407846631","0.162201407846631","0.162201407846631","22320","22320","22320"
"221","0.1584942397174233","0.1584942397174233","0.1584942397174233","22421","22421","22421"
"222","0.1583827283854649","0.1583827283854649","0.1583827283854649","22522","22522","22522"
"223","0.162452215471147","0.162452215471147","0.162452215471147","22623","22623","22623"
"224","0.1640524594909503","0.1640524594909503","0.1640524594909503","22724","22724","22724"
"225","0.1603036572648924","0.1603036572648924","0.1603036572648924","22825","22825","22825"
"226","0.16352837444628593","0.16352837444628593","0.16352837444628593","22926","22926","22926"
"227","0.15843685273439836","0.15843685273439836","0.15843685273439836","23027","23027","23027"
"228","0.1590342422452191","0.1590342422452191","0.1590342422452191","23128","23128","23128"
"229","0.16314420482938885","0.16314420482938885","0.16314420482938885","23229","23229","23229"
"230","0.1625150004904156","0.1625150004904156","0.1625150004904156","23330","23330","23330"
"231","0.16023955456591057","0.16023955456591057","0.16023955456591057","23431","23431","23431"
"232","0.1629407406872491","0.1629407406872491","0.1629407406872491","23532","23532","23532"
"233","0.16072367571860002","0.16072367571860002","0.16072367571860002","23633","23633","23633"
"234","0.1635108688459122","0.1635108688459122","0.1635108688459122","23734","23734","23734"
"235","0.1625345897484737","0.1625345897484737","0.1625345897484737","23835","23835","23835"
"236","0.1628732801102624","0.1628732801102624","0.1628732801102624","23936","23936","23936"
"237","0.1643746364856131","0.1643746364856131","0.1643746364856131","24037","24037","24037"
"238","0.1669322868668671","0.1669322868668671","0.1669322868668671","24138","24138","24138"
"239","0.16360585060373775","0.16360585060373775","0.16360585060373775","24239","24239","24239"
"240","0.16357600303640485","0.16357600303640485","0.16357600303640485","24340","24340","24340"
"241","0.1651331958424881","0.1651331958424881","0.1651331958424881","24441","24441","24441"
"242","0.16407874308693604","0.16407874308693604","0.16407874308693604","24542","24542","24542"
"243","0.16213885669582684","0.16213885669582684","0.16213885669582684","24643","24643","24643"
"244","0.16451416361775412","0.16451416361775412","0.16451416361775412","24744","24744","24744"
"245","0.1614045500628972","0.1614045500628972","0.1614045500628972","24845","24845","24845"
"246","0.16347124589587736","0.16347124589587736","0.16347124589587736","24946","24946","24946"
"247","0.16365083088208515","0.16365083088208515","0.16365083088208515","25047","25047","25047"
"248","0.16492891238212196","0.16492891238212196","0.16492891238212196","25148","25148","25148"
"249","0.16395639602396359","0.16395639602396359","0.16395639602396359","25249","25249","25249"
"250","0.16486795448042596","0.16486795448042596","0.16486795448042596","25350","25350","25350"
"251","0.1665497882749639","0.1665497882749639","0.1665497882749639","25451","25451","25451"
"252","0.16709465883104624","0.16709465883104624","0.16709465883104624","25552","25552","25552"
"253","0.16644328322398605","0.16644328322398605","0.16644328322398605","25653","25653","25653"
"254","0.1659302644089166","0.1659302644089166","0.1659302644089166","25754","25754","25754"
"255","0.16362134828745056","0.16362134828745056","0.16362134828745056","25855","25855","25855"
"256","0.16359698340196316","0.16359698340196316","0.16359698340196316","25956","25956","25956"
"257","0.16772687388222765","0.16772687388222765","0.16772687388222765","26057","26057","26057"
"258","0.1678093194847408","0.1678093194847408","0.1678093194847408","26158","26158","26158"
"259","0.16717153822734926","0.16717153822734926","0.16717153822734926","26259","26259","26259"
"260","0.16881526978575007","0.16881526978575007","0.16881526978575007","26360","26360","26360"
"261","0.16819513289123852","0.16819513289123852","0.16819513289123852","26461","26461","26461"
"262","0.1677314055159358","0.1677314055159358","0.1677314055159358","26562","26562","26562"
"263","0.1687946435979545","0.1687946435979545","0.1687946435979545","26663","26663","26663"
"264","0.1687557278263787","0.1687557278263787","0.1687557278263787","26764","26764","26764"
"265","0.16998448166016641","0.16998448166016641","0.16998448166016641","26865","26865","26865"
"266","0.1683606081591051","0.1683606081591051","0.1683606081591051","26966","26966","26966"
"267","0.16908859555001707","0.16908859555001707","0.16908859555001707","27067","27067","27067"
"268","0.1665764656974263","0.1665764656974263","0.1665764656974263","27168","27168","27168"
"269","0.16669838621671537","0.16669838621671537","0.16669838621671537","27269","27269","27269"
"270","0.17011008820177304","0.17011008820177304","0.17011008820177304","27370","27370","27370"
"271","0.16777952746301605","0.16777952746301605","0.16777952746301605","27471","27471","27471"
"272","0.16936931233341562","0.16936931233341562","0.16936931233341562","27572","27572","27572"
"273","0.1687233771541254","0.1687233771541254","0.1687233771541254","27673","27673","27673"
"274","0.16588114386410716","0.16588114386410716","0.16588114386410716","27774","27774","27774"
"275","0.17005323086037386","0.17005323086037386","0.17005323086037386","27875","27875","27875"
"276","0.17099186083285922","0.17099186083285922","0.17099186083285922","27976","27976","27976"
"277","0.1689922840677481","0.1689922840677481","0.1689922840677481","28077","28077","28077"
"278","0.16963774211879631","0.16963774211879631","0.16963774211879631","28178","28178","28178"
"279","0.17109329838299833","0.17109329838299833","0.17109329838299833","28279","28279","28279"
"280","0.1714107137660372","0.1714107137660372","0.1714107137660372","28380","28380","28380"
"281","0.1724523147183559","0.1724523147183559","0.1724523147183559","28481","28481","28481"
"282","0.16997917227034426","0.16997917227034426","0.16997917227034426","28582","28582","28582"
"283","0.1710846741933265","0.1710846741933265","0.1710846741933265","28683","28683","28683"
"284","0.1693947101922878","0.1693947101922878","0.1693947101922878","28784","28784","28784"
"285","0.16958938377578472","0.16958938377578472","0.16958938377578472","28885","28885","28885"
"286","0.1688798109025422","0.1688798109025422","0.1688798109025422","28986","28986","28986"
"287","0.17220344667604012","0.17220344667604012","0.17220344667604012","29087","29087","29087"
"288","0.17176288216346902","0.17176288216346902","0.17176288216346902","29188","29188","29188"
"289","0.17047244794807942","0.17047244794807942","0.17047244794807942","29289","29289","29289"
"290","0.1716524767244513","0.1716524767244513","0.1716524767244513","29390","29390","29390"
"291","0.1657802328499439","0.1657802328499439","0.1657802328499439","29491","29491","29491"
"292","0.16817248177303268","0.16817248177303268","0.16817248177303268","29592","29592","29592"
"293","0.16889378183041834","0.16889378183041834","0.16889378183041834","29693","29693","29693"
"294","0.16852871450514026","0.16852871450514026","0.16852871450514026","29794","29794","29794"
"295","0.17121803270130875","0.17121803270130875","0.17121803270130875","29895","29895","29895"
"296","0.1603297640166566","0.1603297640166566","0.1603297640166566","29996","29996","29996"
"297","0.16972590917940691","0.16972590917940691","0.16972590917940691","30097","30097","30097"
"298","0.17160595932938136","0.17160595932938136","0.17160595932938136","30198","30198","30198"
"299","0.17267234387497787","0.17267234387497787","0.17267234387497787","30299","30299","30299"
"300","0.171931216193048","0.171931216193048","0.171931216193048","30400","30400","30400"
"301","0.17236247734061577","0.17236247734061577","0.17236247734061577","30501","30501","30501"
"302","0.17096889189051345","0.17096889189051345","0.17096889189051345","30602","30602","30602"
"303","0.17365153309970863","0.17365153309970863","0.17365153309970863","30703","30703","30703"
"304","0.17240715524628408","0.17240715524628408","0.17240715524628408","30804","30804","30804"
"305","0.17231695405909153","0.17231695405909153","0.17231695405909153","30905","30905","30905"
"306","0.17129596267723365","0.17129596267723365","0.17129596267723365","31006","31006","31006"
"307","0.17025334395426078","0.17025334395426078","0.17025334395426078","31107","31107","31107"
"308","0.17260568751251917","0.17260568751251917","0.17260568751251917","31208","31208","31208"
"309","0.17398716440215564","0.17398716440215564","0.17398716440215564","31309","31309","31309"
"310","0.17255603555101245","0.17255603555101245","0.17255603555101245","31410","31410","31410"
"311","0.17411979315704598","0.17411979315704598","0.17411979315704598","31511","31511","31511"
"312","0.17029921051644123","0.17029921051644123","0.17029921051644123","31612","31612","31612"
"313","0.17470856993273712","0.17470856993273712","0.17470856993273712","31713","31713","31713"
"314","0.17666063914853605","0.17666063914853605","0.17666063914853605","31814","31814","31814"
"315","0.17323791271691816","0.17323791271691816","0.17323791271691816","31915","31915","31915"
"316","0.17563108888367276","0.17563108888367276","0.17563108888367276","32016","32016","32016"
"317","0.17240280461453708","0.17240280461453708","0.17240280461453708","32117","32117","32117"
"318","0.1730830101581961","0.1730830101581961","0.1730830101581961","32218","32218","32218"
"319","0.17526942086872596","0.17526942086872596","0.17526942086872596","32319","32319","32319"
"320","0.17521354660914512","0.17521354660914512","0.17521354660914512","32420","32420","32420"
"321","0.1726595266502587","0.1726595266502587","0.1726595266502587","32521","32521","32521"
"322","0.17170716821271662","0.17170716821271662","0.17170716821271662","32622","32622","32622"
"323","0.17198628973289648","0.17198628973289648","0.17198628973289648","32723","32723","32723"
"324","0.173473126131258","0.173473126131258","0.173473126131258","32824","32824","32824"
"325","0.17648152597381692","0.17648152597381692","0.17648152597381692","32925","32925","32925"
"326","0.1726776098616772","0.1726776098616772","0.1726776098616772","33026","33026","33026"
"327","0.1744372762185109","0.1744372762185109","0.1744372762185109","33127","33127","33127"
"328","0.17525950472106064","0.17525950472106064","0.17525950472106064","33228","33228","33228"
"329","0.17207088250929597","0.17207088250929597","0.17207088250929597","33329","33329","33329"
"330","0.17681711657009969","0.17681711657009969","0.17681711657009969","33430","33430","33430"
"331","0.17323945398628177","0.17323945398628177","0.17323945398628177","33531","33531","33531"
"332","0.17579212755697785","0.17579212755697785","0.17579212755697785","33632","33632","33632"
"333","0.1757922450406697","0.1757922450406697","0.1757922450406697","33733","33733","33733"
"334","0.17601106288089854","0.17601106288089854","0.17601106288089854","33834","33834","33834"
"335","0.17555461219982432","0.17555461219982432","0.17555461219982432","33935","33935","33935"
"336","0.17724246807865895","0.17724246807865895","0.17724246807865895","34036","34036","34036"
"337","0.1758950638760454","0.1758950638760454","0.1758950638760454","34137","34137","34137"
"338","0.17701339559937282","0.17701339559937282","0.17701339559937282","34238","34238","34238"
"339","0.17763610102217936","0.17763610102217936","0.17763610102217936","34339","34339","34339"
"340","0.1788517837750042","0.1788517837750042","0.1788517837750042","34440","34440","34440"
"341","0.17696641842065564","0.17696641842065564","0.17696641842065564","34541","34541","34541"
"342","0.17367265236994125","0.17367265236994125","0.17367265236994125","34642","34642","34642"
"343","0.17694208949157783","0.17694208949157783","0.17694208949157783","34743","34743","34743"
"344","0.17890528651088555","0.17890528651088555","0.17890528651088555","34844","34844","34844"
